group	names	scores	logfoldchanges	pvals	pvals_adj
0	RPS3A	166.38733	2.0158706	0.0	0.0
0	RPL8	162.83365	1.9275385	0.0	0.0
0	MT1E	162.39825	3.6889443	0.0	0.0
0	RPL19	158.60506	1.7744863	0.0	0.0
0	NACA	154.04022	1.7491841	0.0	0.0
0	ACAN	150.31607	2.4521594	0.0	0.0
0	FTL	149.34662	1.6765478	0.0	0.0
0	RPL11	149.03267	1.3888608	0.0	0.0
0	RPL7A	147.67404	1.7879188	0.0	0.0
0	RPL29	145.71126	1.7874916	0.0	0.0
0	EEF1A1	145.4089	1.2937498	0.0	0.0
0	RPL10	144.38692	1.9865859	0.0	0.0
0	RPL13	143.78934	1.6535165	0.0	0.0
0	RPS12	143.0165	1.618791	0.0	0.0
0	RPL6	142.14444	1.4381179	0.0	0.0
0	RPS11	140.91772	1.5832574	0.0	0.0
0	MT1X	140.63992	2.4987571	0.0	0.0
0	TPT1	139.97041	1.5072474	0.0	0.0
0	RPL30	139.08514	1.8040842	0.0	0.0
0	RPS9	138.9195	1.7279918	0.0	0.0
0	RPS23	138.6369	1.9192529	0.0	0.0
0	RPS27A	138.6196	1.2410588	0.0	0.0
0	RPL18A	138.03917	1.7996186	0.0	0.0
0	RPL24	137.79504	1.5270796	0.0	0.0
0	RPL18	137.38942	1.695247	0.0	0.0
0	FBXO2	137.02698	2.2557793	0.0	0.0
0	FTH1	136.32234	2.3579378	0.0	0.0
0	RPS18	136.1891	1.5391088	0.0	0.0
0	CD81	134.11156	2.2579489	0.0	0.0
0	RPL10A	132.99782	1.6006409	0.0	0.0
0	RPL26	131.57576	2.1606815	0.0	0.0
0	CHRDL2	131.38766	3.7425628	0.0	0.0
0	RPS7	131.159	1.4368362	0.0	0.0
0	PFDN5	130.04707	2.1033955	0.0	0.0
0	RPL28	129.57408	2.0099518	0.0	0.0
0	RPS4X	127.54507	1.4564376	0.0	0.0
0	RPL14	127.36693	1.2905933	0.0	0.0
0	RPL9	126.09211	1.417923	0.0	0.0
0	S100B	125.78101	2.041372	0.0	0.0
0	CIRBP	125.60773	1.6959922	0.0	0.0
0	RPS3	125.40888	1.2661484	0.0	0.0
0	UBA52	124.97933	1.3775136	0.0	0.0
0	RPS16	124.95574	1.2930553	0.0	0.0
0	NPC2	124.88306	1.7875774	0.0	0.0
0	PPIB	124.36066	2.2059026	0.0	0.0
0	RPSA	123.87789	1.6278173	0.0	0.0
0	RPL32	123.31446	1.1718062	0.0	0.0
0	CTSD	122.68728	2.0172617	0.0	0.0
0	RPL23A	122.34631	1.6148412	0.0	0.0
0	RPS8	121.43903	1.4287751	0.0	0.0
1	SOD3	156.86844	3.5710552	0.0	0.0
1	MGP	155.19733	3.483954	0.0	0.0
1	JUNB	137.39703	2.5703042	0.0	0.0
1	CHAD	135.93242	2.891319	0.0	0.0
1	CLU	131.33669	2.2965086	0.0	0.0
1	RASD1	123.06552	3.4238553	0.0	0.0
1	NR4A1	122.51105	2.8836966	0.0	0.0
1	IER2	118.21817	2.3417366	0.0	0.0
1	FOS	116.16822	2.3439696	0.0	0.0
1	MFGE8	112.56299	1.9816588	0.0	0.0
1	GPX3	108.22747	2.1616795	0.0	0.0
1	EGR1	105.698166	1.8104283	0.0	0.0
1	DUSP1	103.12968	1.9847294	0.0	0.0
1	BTG2	102.925026	1.9155068	0.0	0.0
1	LUM	101.79663	1.4956284	0.0	0.0
1	NR4A2	98.44553	2.223288	0.0	0.0
1	GADD45B	96.57966	1.6418216	0.0	0.0
1	JUN	95.477486	1.8487278	0.0	0.0
1	SERPING1	93.725204	1.6983851	0.0	0.0
1	IER3	93.09189	2.0669074	0.0	0.0
1	CYTL1	91.93388	3.2909415	0.0	0.0
1	MT-ND5	90.5658	1.363836	0.0	0.0
1	DCN	90.56451	1.3804468	0.0	0.0
1	EIF4A3	90.440094	1.9851792	0.0	0.0
1	EMP3	90.31153	1.4571234	0.0	0.0
1	F13A1	86.07141	1.7768631	0.0	0.0
1	MT-CO1	85.87509	1.4439031	0.0	0.0
1	HES1	83.72088	2.3243823	0.0	0.0
1	CHI3L1	82.30149	2.333768	0.0	0.0
1	COMP	80.34907	1.5308172	0.0	0.0
1	BHLHE40	78.28179	1.6482636	0.0	0.0
1	MT-CYB	77.90363	1.1508569	0.0	0.0
1	MT-CO3	77.5088	1.1865044	0.0	0.0
1	SGK1	76.46831	1.8528765	0.0	0.0
1	ATF3	75.22536	1.4215007	0.0	0.0
1	RGS2	74.86002	1.7626961	0.0	0.0
1	FN1	73.19588	1.7052057	0.0	0.0
1	CST3	72.20444	0.9442531	0.0	0.0
1	ID2	71.28724	1.2273854	0.0	0.0
1	CPE	70.05182	1.2205474	0.0	0.0
1	BAMBI	66.74701	1.5061864	0.0	0.0
1	ZFP36	65.95804	1.3623523	0.0	0.0
1	PRELP	65.67521	1.1974547	0.0	0.0
1	ID1	65.43071	1.5167263	0.0	0.0
1	KLF4	65.310265	1.0251117	0.0	0.0
1	IFITM3	64.623245	1.0533831	0.0	0.0
1	SERPINA1	62.643353	0.8485088	0.0	0.0
1	IFITM2	62.464813	1.2059804	0.0	0.0
1	CITED2	62.012024	1.5435463	0.0	0.0
1	TSC22D1	59.566013	0.93507886	0.0	0.0
4	DDX5	145.70071	2.1942117	0.0	0.0
4	GPX3	130.5466	3.2131693	0.0	0.0
4	DCN	129.76172	2.128586	0.0	0.0
4	HSP90AB1	125.27417	1.5913028	0.0	0.0
4	EIF5	122.619804	2.003275	0.0	0.0
4	PABPC1	121.860916	1.8856297	0.0	0.0
4	PRELP	119.93176	2.3980615	0.0	0.0
4	RPL31	116.175385	1.5600692	0.0	0.0
4	HSPD1	115.32208	2.4351232	0.0	0.0
4	CRYAB	113.42106	2.8299608	0.0	0.0
4	HSPA8	112.92344	2.2438486	0.0	0.0
4	EIF4G2	111.501816	1.889273	0.0	0.0
4	SKIL	110.90739	2.2999406	0.0	0.0
4	PDIA3	109.29806	1.7743642	0.0	0.0
4	DNAJB1	107.14916	2.2077518	0.0	0.0
4	APOD	106.141396	3.8118749	0.0	0.0
4	NOP58	101.958664	2.6545255	0.0	0.0
4	HSP90AA1	101.13328	1.7734432	0.0	0.0
4	SRSF3	100.98578	1.6007111	0.0	0.0
4	GOLGB1	100.79387	2.10699	0.0	0.0
4	MORF4L2	99.72832	1.6947896	0.0	0.0
4	RBBP6	99.29569	2.3005311	0.0	0.0
4	RPL21	98.02857	1.3188375	0.0	0.0
4	YWHAZ	97.34869	1.6123925	0.0	0.0
4	ITM2C	96.649704	1.9542372	0.0	0.0
4	MAP1LC3B	96.43662	1.7924519	0.0	0.0
4	NCL	96.29402	1.4988449	0.0	0.0
4	DNAJA1	92.54874	1.5903949	0.0	0.0
4	SRSF5	91.01922	1.4746189	0.0	0.0
4	NPM1	90.959724	1.101229	0.0	0.0
4	NUCB2	90.68005	1.6122937	0.0	0.0
4	RBP4	90.33043	2.0206532	0.0	0.0
4	ARF4	89.98743	1.4282767	0.0	0.0
4	UAP1	89.41551	1.8081007	0.0	0.0
4	GPRC5A	88.42217	2.0368354	0.0	0.0
4	HMOX1	88.39199	2.603659	0.0	0.0
4	AFF4	88.11791	2.2654157	0.0	0.0
4	SERPING1	87.54958	1.7057667	0.0	0.0
4	PSMA7	87.48484	1.4891332	0.0	0.0
4	COL11A1	87.004585	1.7306502	0.0	0.0
4	EMP1	86.41856	1.7870038	0.0	0.0
4	SRSF7	86.264496	1.5952047	0.0	0.0
4	NUPR1	85.5162	1.9721297	0.0	0.0
4	HNRNPA2B1	85.47739	1.1847705	0.0	0.0
4	BAG3	84.68855	2.0131032	0.0	0.0
4	MT-ND6	84.66634	2.2430117	0.0	0.0
