group	names	scores	logfoldchanges	pvals	pvals_adj
0	MT1E	176.17613	4.2688107	0.0	0.0
0	RPS3A	173.54698	2.0228837	0.0	0.0
0	ACAN	172.70284	3.7816992	0.0	0.0
0	RPL8	171.4216	1.9355625	0.0	0.0
0	MT1X	165.33354	3.5793335	0.0	0.0
0	S100B	160.20554	3.128594	0.0	0.0
0	FBXO2	160.19098	3.0050468	0.0	0.0
0	RPL19	159.44713	1.7402148	0.0	0.0
0	RPS27A	156.1799	1.4795446	0.0	0.0
0	RPL13	150.1812	1.6514262	0.0	0.0
0	RPL30	149.95059	1.683354	0.0	0.0
0	RPL24	149.84761	1.6497068	0.0	0.0
0	RPS11	149.74925	1.6407266	0.0	0.0
0	RPL11	149.66396	1.4298064	0.0	0.0
0	RPL18	148.22577	1.7266415	0.0	0.0
0	MT1G	148.2101	3.8885343	0.0	0.0
0	COL9A3	145.64734	3.0492785	0.0	0.0
0	RPS12	145.43167	1.63548	0.0	0.0
0	RPL9	145.21263	1.6377656	0.0	0.0
0	NACA	144.51962	1.6110725	0.0	0.0
0	CHRDL2	143.853	4.244686	0.0	0.0
0	JUND	143.59557	2.56404	0.0	0.0
0	RPL6	142.35136	1.4994516	0.0	0.0
0	CIRBP	140.91087	1.9181312	0.0	0.0
0	RPL10	139.77065	1.7916509	0.0	0.0
0	EEF1A1	139.63399	1.3343198	0.0	0.0
0	RPS23	139.54994	1.7515113	0.0	0.0
0	MT2A	139.44768	2.861138	0.0	0.0
0	RPS9	139.40504	1.6237863	0.0	0.0
0	CP	138.02357	2.7016509	0.0	0.0
0	CAPS	137.97116	2.637352	0.0	0.0
0	TPT1	137.3611	1.3006809	0.0	0.0
0	RPS4X	136.79277	1.5535126	0.0	0.0
0	RPS3	136.77974	1.4023056	0.0	0.0
0	RPL5	135.47417	1.2731273	0.0	0.0
0	MIA	132.59155	2.5744133	0.0	0.0
0	RPL23A	132.5748	1.6320387	0.0	0.0
0	RPS10	132.49821	2.290468	0.0	0.0
0	S100A1	131.86856	2.5525887	0.0	0.0
0	RPS6	131.2704	1.1673071	0.0	0.0
0	EIF3H	130.69902	1.8429415	0.0	0.0
0	COL9A2	130.53618	2.6176972	0.0	0.0
0	RPS16	129.9027	1.3566766	0.0	0.0
0	RBP4	129.46532	2.490548	0.0	0.0
0	RPL7A	129.3425	1.5898328	0.0	0.0
0	RPL14	128.43782	1.3349919	0.0	0.0
0	RPS8	128.40077	1.4719545	0.0	0.0
0	SLPI	128.02924	2.8464065	0.0	0.0
0	EEF1B2	127.38311	1.5233601	0.0	0.0
0	EEF1D	126.66624	1.7223476	0.0	0.0
1	MGP	178.75697	4.9962316	0.0	0.0
1	CLU	161.61662	3.542477	0.0	0.0
1	SOD3	160.13872	3.4677916	0.0	0.0
1	CHAD	155.25331	3.9061427	0.0	0.0
1	JUNB	154.92339	3.1610453	0.0	0.0
1	NR4A1	144.28108	3.743098	0.0	0.0
