gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,contrast
HCCAT5,33.398014115521974,0.0227346756273204,0.9231408685437296,0.02462752587607213,0.98035206348092,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
N4BP2L2-IT2,30.657092423013676,-0.02540177354357903,1.0345473598032646,-0.02455351444559249,0.9804110982069476,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
NABP2,214.4791792901672,-0.00557726607041094,0.2329978284166807,-0.0239369873458085,0.9809028710921858,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
NCAPG2,19.81226687812575,-0.00947589878574275,0.39640191470463415,-0.023904775517553718,0.9809285650604184,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
NCLN,144.84583599216555,-0.00717657842416779,0.2903971419618908,-0.02471297883885367,0.9802839026264945,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
NEBL,548.2135506013481,0.01174720527310011,0.4708458469929551,0.02494915341851974,0.9800955206615652,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
NRAV,32.7426056867772,0.01772189950396082,0.7323922684685827,0.02419727824409855,0.9806952491425238,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
PRKG1-AS1,4.009934603131271,-0.02440937560296013,1.024296053979201,-0.02383039113363194,0.9809878983095588,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
RIOX2,142.4609367667694,0.01761616000324461,0.7000148360558918,0.02516540949688968,0.9799230274357236,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
RTL6,65.8939579484542,0.0148620107154298,0.6217701080013033,0.02390274238689945,0.9809301868005884,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
SNHG17,307.022003682599,0.03647739496410094,1.490362313318098,0.02447552158165403,0.98047330881302,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
SPRYD4,108.02976492235484,-0.00729618938324375,0.29844607816483454,-0.02444726172348628,0.9804958501726124,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
STAM-AS1,34.47379481010502,0.01659295657536717,0.7013080211824221,0.02366001253969839,0.981123802439858,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
TOM1L1,69.6975147928712,0.01514203680834445,0.6402055109183863,0.02365183765229219,0.9811303232315236,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
ZNF667-AS1,129.46454608174457,-0.02767888144903809,1.118170913479477,-0.02475371261707042,0.9802514117132438,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
ZNF790-AS1,12.786852882958028,0.04182151418061843,1.7502532937164854,0.02389454962362315,0.9809367218134296,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
ZNF816,18.18245404286641,-0.01393416916617066,0.555884555560058,-0.02506666002283851,0.9800017932691636,0.9939835589070458,NP_chondrocyte,severe_vs_healthy
TAPBPL,52.43436207099212,0.01078309953888274,0.45827767997345414,0.02352961972642299,0.981227811896476,0.9940228629189328,NP_chondrocyte,severe_vs_healthy
LINC01117,17.68302815366415,0.02260628620021881,0.970848196045946,0.02328508853628127,0.9814228661144038,0.9941269469745072,NP_chondrocyte,severe_vs_healthy
ZNF24,610.5939606111169,0.00658940393971025,0.28337089925193515,0.02325363668995471,0.9814479542639206,0.9941269469745072,NP_chondrocyte,severe_vs_healthy
NUDCD2,476.0781670377917,0.00876185755842547,0.38017481495779487,0.02304691740140171,0.98161284820022,0.9941711042057348,NP_chondrocyte,severe_vs_healthy
PIGB,56.04923988778803,0.00889434804387769,0.38707747725882896,0.02297821125337722,0.9816676532612484,0.9941711042057348,NP_chondrocyte,severe_vs_healthy
ZNF449,43.163918447516416,0.0112734871179261,0.489082046265332,0.0230502984192761,0.9816101512547138,0.9941711042057348,NP_chondrocyte,severe_vs_healthy
INO80D,268.781560170085,0.00798115972931623,0.35211409490661694,0.02266640229620144,0.9819163760300732,0.9943635341093828,NP_chondrocyte,severe_vs_healthy
APPBP2,256.97420476813505,0.00568874227524076,0.2539340935313894,0.02240243598694858,0.9821269372039126,0.9943983863505388,NP_chondrocyte,severe_vs_healthy
NGLY1,201.3576666569217,0.00870729653584224,0.3879374275051022,0.02244510562396746,0.9820929003177056,0.9943983863505388,NP_chondrocyte,severe_vs_healthy
RPL18,33517.40926792035,-0.0102050418782295,0.4546030916678553,-0.02244824565708314,0.9820903955648558,0.9943983863505388,NP_chondrocyte,severe_vs_healthy
A2M-AS1,22.688016285239566,-0.01644028690434305,0.7421406987103188,-0.02215252031442655,0.9823262915854662,0.9944170688583612,NP_chondrocyte,severe_vs_healthy
CENPF,24.717119954962783,-0.01315230750952588,0.5997394992039413,-0.02193003383466234,0.9825037669966898,0.9944170688583612,NP_chondrocyte,severe_vs_healthy
LINC02019,7.767994669204963,-0.01807094586460347,0.8265141351934927,-0.02186404937935264,0.9825564023545,0.9944170688583612,NP_chondrocyte,severe_vs_healthy
MMP23B,102.23709393820538,-0.03546665990712917,1.6155385044407884,-0.02195345998231456,0.9824850801340048,0.9944170688583612,NP_chondrocyte,severe_vs_healthy
RAB2A,3104.276776772265,0.00377279756112623,0.1708936412732599,0.02207687502599066,0.9823866330360976,0.9944170688583612,NP_chondrocyte,severe_vs_healthy
TMEM11,306.25280302825166,-0.0081797341089847,0.3720462340164952,-0.02198580004608256,0.9824592827229306,0.9944170688583612,NP_chondrocyte,severe_vs_healthy
UCKL1-AS1,9.730966727779377,-0.01448118875878272,0.6621271376010835,-0.02187070720473521,0.9825510914483612,0.9944170688583612,NP_chondrocyte,severe_vs_healthy
LAMC1,215.12516491106996,-0.00771644837324105,0.35442615976323383,-0.0217716671320081,0.9826300951816442,0.9944322253956576,NP_chondrocyte,severe_vs_healthy
PIGU,71.40284849342513,0.00534486146877373,0.2501551826656929,0.02136618323001767,0.98295354927731,0.9947001261090176,NP_chondrocyte,severe_vs_healthy
ANKIB1,283.06691591732,0.00548742774446881,0.268142310636505,0.020464609749364,0.9836727434892713,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
ATP5PB,990.711768454648,-0.01699061049770637,0.8121676516127168,-0.02092007784841986,0.983309410321306,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
C12orf43,153.64172943873788,0.00654861979171362,0.33248363206547443,0.0196960666936652,0.9842858284961165,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
CNTRL,104.80438781295398,0.0079244087735264,0.39160415265151055,0.02023576287399167,0.9838552990727272,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
DRD4,7.576198953941162,-0.01271252559068463,0.6136553990596368,-0.02071606574335574,0.9834721531603188,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
EPOR,51.76209095649145,0.00898356766885795,0.44391954048585136,0.02023692775277658,0.983854369824217,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
GPR107,158.48002321817526,-0.00892961489177224,0.45279199784308993,-0.01972122947028473,0.9842657554040276,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
IRS2,715.0992608759603,-0.00853942673744039,0.4226895514815859,-0.02020259717210542,0.9838817560656454,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
ITGB5,905.8088884939324,0.00968449786858093,0.4679972932327518,0.02069349119881445,0.9834901611805515,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
LAGE3,890.8087026453505,-0.01292272490860301,0.6193390655349928,-0.02086534763868028,0.9833530691809564,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
MAP3K14,37.55319762498061,0.01003950567354044,0.5085085294525065,0.01974304282437432,0.9842483542535418,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
NAA35,236.12644491242128,0.00510397417137073,0.24773763157623552,0.02060233699215012,0.983562876212493,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
NME7,236.79959289887464,-0.00737888288227588,0.35061472631908996,-0.02104555892373002,0.9832093129465038,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
NUDT10,2.4829307640557117,0.02745621913085634,1.3404490447998858,0.02048285180057348,0.9836581914884812,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
PDE10A,9.420504202020792,-0.01574126989855522,0.7731572934384665,-0.02035972502897695,0.9837564119559696,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
PHKA2,63.093944570840776,-0.00702162904715277,0.3528262307038166,-0.01990109701635861,0.9841222700267096,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
PSMD13,662.0112913253887,-0.00764218042963439,0.3798570591631612,-0.02011856893345721,0.9839487872761424,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
PTK2B,24.42181372487003,0.01457720390838324,0.7250278467764475,0.0201057159020789,0.983959040437536,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
RNF185,119.00430403307529,0.00834464734021696,0.4199808065355088,0.01986911594616273,0.9841477821843808,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
WDR7,43.05783208292716,-0.00793955338035375,0.3971195768016584,-0.01999285314589052,0.9840490737907968,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
ZNF445,57.89061238783541,-0.00892008055950862,0.42325553941536176,-0.02107492927754669,0.983185883990993,0.9948000710992556,NP_chondrocyte,severe_vs_healthy
FNTA,513.7593384737912,-0.00596521958132011,0.30806272667339946,-0.01936365247991943,0.9845510060876016,0.9949049129931116,NP_chondrocyte,severe_vs_healthy
OSBPL3,39.86876914532364,0.01043027891530266,0.5391687273467491,0.01934511106871888,0.9845657972227532,0.9949049129931116,NP_chondrocyte,severe_vs_healthy
PDZD7,8.328532113501202,0.01267070033557574,0.6520316252587137,0.01943264689124282,0.9844959668683148,0.9949049129931116,NP_chondrocyte,severe_vs_healthy
EID3,170.75232980510054,0.00902466788977498,0.46981820255456175,0.01920885108474892,0.9846744967617748,0.9949553891269862,NP_chondrocyte,severe_vs_healthy
EIF2AK1,642.5415615878621,-0.00648831074947643,0.34466937062285846,-0.01882473843774189,0.9849809188985194,0.9952056343196112,NP_chondrocyte,severe_vs_healthy
CD320,1049.094831324467,0.0106564784552685,0.5687112150816297,0.01873794321734789,0.9850501592518462,0.9952162200733322,NP_chondrocyte,severe_vs_healthy
S100A9,167.71427234981255,0.02229145775630876,1.2063591028327765,0.01847829365564855,0.9852572937632466,0.9953067418535247,NP_chondrocyte,severe_vs_healthy
TMEM250,134.04178498132524,0.01309982553888925,0.7084807089877888,0.01849002431922962,0.9852479356466902,0.9953067418535247,NP_chondrocyte,severe_vs_healthy
C15orf40,356.94543910744494,0.00533059669345874,0.29273241020975116,0.01820979333869872,0.985471489978102,0.995345011585707,NP_chondrocyte,severe_vs_healthy
MYORG,39.61141312762782,0.01392580271275324,0.7598471190631308,0.01832711128775923,0.9853778994164843,0.995345011585707,NP_chondrocyte,severe_vs_healthy
UBA1,451.6756711051731,0.00710890114208636,0.3893441001140295,0.01825865896004161,0.9854325073344322,0.995345011585707,NP_chondrocyte,severe_vs_healthy
PNKD,820.6953150385962,-0.01032782583059197,0.5769014212730035,-0.01790223675962239,0.9857168446246718,0.9954740894790364,NP_chondrocyte,severe_vs_healthy
SYNE1,807.2340055211308,0.0094250016156212,0.5246909320880186,0.01796295883771844,0.9856684032055416,0.9954740894790364,NP_chondrocyte,severe_vs_healthy
APOBEC3G,18.75385069663361,-0.01068287094377993,0.6341783779628324,-0.01684521471403118,0.9865600988798144,0.995781266404832,NP_chondrocyte,severe_vs_healthy
CRNKL1,175.2854323050135,0.00555107093305348,0.33248111639538186,0.01669589838134515,0.986679219323646,0.995781266404832,NP_chondrocyte,severe_vs_healthy
DHRS7,611.566187488515,0.00664470750828716,0.3980981952339696,0.01669112693259498,0.9866830258585096,0.995781266404832,NP_chondrocyte,severe_vs_healthy
LINC02076,66.63525224378431,0.01760468114750606,1.0229251361259044,0.01721013642716785,0.986268975688057,0.995781266404832,NP_chondrocyte,severe_vs_healthy
NAXE,385.39233044415704,0.01299076742350703,0.7649872404422373,0.0169816785649877,0.9864512320527036,0.995781266404832,NP_chondrocyte,severe_vs_healthy
NME5,51.53755163126197,-0.01246320833717074,0.7219854746192361,-0.01726240869837949,0.9862272746448264,0.995781266404832,NP_chondrocyte,severe_vs_healthy
OSER1,855.5962827377653,0.00696090710164117,0.4260431677622957,0.01633850188984818,0.9869643415689004,0.995781266404832,NP_chondrocyte,severe_vs_healthy
PKD2,415.0073383805663,0.0069946022583646196,0.4160665024466301,0.01681126026064029,0.9865871867781674,0.995781266404832,NP_chondrocyte,severe_vs_healthy
PKDCC,207.09199078876668,-0.01167975805182476,0.7178954414475243,-0.0162694417285536,0.9870194362822418,0.995781266404832,NP_chondrocyte,severe_vs_healthy
PPP1R11,428.90938751969213,-0.00596358214296676,0.3595032997656896,-0.01658839333840216,0.9867649840600106,0.995781266404832,NP_chondrocyte,severe_vs_healthy
PTPN20,57.77344364302363,0.0059724545200972,0.35222404938593677,0.01695640752103528,0.9864713925257108,0.995781266404832,NP_chondrocyte,severe_vs_healthy
RINT1,117.81164640258902,-0.00610073474027622,0.3659998567331585,-0.01666868067853949,0.9867009328868552,0.995781266404832,NP_chondrocyte,severe_vs_healthy
SDF2,604.1586588656486,0.00505907195525524,0.31098227703448955,0.01626803946352919,0.9870205549798012,0.995781266404832,NP_chondrocyte,severe_vs_healthy
SERINC4,5.264526960624736,0.01455715715697481,0.8837561839307612,0.01647191546906936,0.9868579072572604,0.995781266404832,NP_chondrocyte,severe_vs_healthy
SPARCL1,92.03534436076106,-0.02090798807053782,1.25651862529084,-0.01663961651638738,0.9867241195173556,0.995781266404832,NP_chondrocyte,severe_vs_healthy
TIMM17A,564.0041566743072,-0.00637162184180804,0.3897310241263327,-0.01634876734817666,0.9869561520120378,0.995781266404832,NP_chondrocyte,severe_vs_healthy
ZNF775,27.598834109751817,0.01178587183514879,0.7035457299845254,0.01675210484954265,0.9866343793215984,0.995781266404832,NP_chondrocyte,severe_vs_healthy
TRIM41,100.19624993136122,0.00456242908465282,0.2832162614890902,0.01610934718460216,0.9871471565083846,0.9957903533638692,NP_chondrocyte,severe_vs_healthy
ZNF718,22.30422356682097,0.00663430569467708,0.4117099035788261,0.01611402989582657,0.987143420730306,0.9957903533638692,NP_chondrocyte,severe_vs_healthy
AP3M2,56.3193957856367,0.00663347611103634,0.4195368150581502,0.01581142791989995,0.9873848314153132,0.9958267591371512,NP_chondrocyte,severe_vs_healthy
BIVM,92.14466831980496,-0.00668219955620247,0.42774593120195614,-0.01562188923089379,0.9875360427319588,0.9958267591371512,NP_chondrocyte,severe_vs_healthy
LOH12CR2,36.05360329254432,-0.0116910345332947,0.7462113136073938,-0.01566719013784042,0.9874999022607088,0.9958267591371512,NP_chondrocyte,severe_vs_healthy
RHBDL2,6.776125303420812,-0.00967954395225945,0.6106558666612204,-0.01585106191672677,0.9873532120237698,0.9958267591371512,NP_chondrocyte,severe_vs_healthy
SNHG15,488.8737489110401,0.01442269529375266,0.9046819664339504,0.0159422822924211,0.9872804378901427,0.9958267591371512,NP_chondrocyte,severe_vs_healthy
TMEM14C,2268.948482732106,-0.00528964936352448,0.33735529852963586,-0.01567975777045578,0.9874898759722728,0.9958267591371512,NP_chondrocyte,severe_vs_healthy
EMC8,191.9372453191654,0.00523324037137651,0.33815132241748413,0.01547603106787651,0.9876524066406834,0.9958848034571692,NP_chondrocyte,severe_vs_healthy
LRRC58,380.1211511283741,0.00415908456649885,0.27205056785051757,0.01528790988881202,0.9878024878687618,0.9959768372057718,NP_chondrocyte,severe_vs_healthy
BACE1-AS,24.98296543933319,-0.01139308823405456,0.7579790032769844,-0.01503087576937965,0.988007547860208,0.9960057042000288,NP_chondrocyte,severe_vs_healthy
REXO5,7.010286557778848,-0.00954287952405628,0.6337776132386964,-0.01505714200804722,0.9879865928053366,0.9960057042000288,NP_chondrocyte,severe_vs_healthy
TTK,3.970304407832747,0.00864035265462561,0.5700382632886061,0.01515749592804275,0.987906531098796,0.9960057042000288,NP_chondrocyte,severe_vs_healthy
ESAM,4.188278199986588,-0.0159886579728525,1.076300670539705,-0.01485519651756332,0.9881477039737993,0.9960877039759696,NP_chondrocyte,severe_vs_healthy
NSL1,348.8531714681103,-0.00247584408816579,0.1677869326910318,-0.01475588145308608,0.9882269372457676,0.9961082852752244,NP_chondrocyte,severe_vs_healthy
FAM71E1,41.21023452236265,-0.00935450847653378,0.6610775704819707,-0.01415039458941817,0.9887099954022625,0.9961209091096204,NP_chondrocyte,severe_vs_healthy
FDXACB1,14.253771258890865,-0.00586065813248361,0.411543532611202,-0.01424067605995005,0.9886379684683784,0.9961209091096204,NP_chondrocyte,severe_vs_healthy
KCNN3,17.767607873046636,-0.00967181452200759,0.6823173874875218,-0.01417494951670782,0.9886904053696822,0.9961209091096204,NP_chondrocyte,severe_vs_healthy
MAGI2,183.3453298520161,0.00526851075404089,0.3680146334684344,0.01431603603472683,0.9885778460369516,0.9961209091096204,NP_chondrocyte,severe_vs_healthy
MKLN1,374.1146135773277,0.00332441030961843,0.23210416601007725,0.01432292391285255,0.9885723508687526,0.9961209091096204,NP_chondrocyte,severe_vs_healthy
RABAC1,6776.8426659078295,0.00796918295918924,0.5537537476435791,0.01439120365884832,0.9885178771281146,0.9961209091096204,NP_chondrocyte,severe_vs_healthy
SPIN2A,5.5352745476844705,0.01200887198394522,0.82783846933218,0.01450629854593834,0.988426054279992,0.9961209091096204,NP_chondrocyte,severe_vs_healthy
TRRAP,106.5121125535124,-0.00435361947432273,0.3054805931414071,-0.01425170558153081,0.988629169076377,0.9961209091096204,NP_chondrocyte,severe_vs_healthy
CYFIP1,189.90043856398776,0.00477047126159623,0.3411746358682733,0.01398249095937512,0.9888439498631264,0.9961308148543884,NP_chondrocyte,severe_vs_healthy
DDX19A,160.38140423353127,0.00245506020200206,0.17618600809261653,0.01393447884188114,0.98888225425862,0.9961308148543884,NP_chondrocyte,severe_vs_healthy
PKP1,31.73698100083888,0.01414588202138802,1.0437213958580795,0.01355331228958682,0.9891863524413308,0.9961308148543884,NP_chondrocyte,severe_vs_healthy
PRDM8,11.991364722952628,-0.00830142569544666,0.6145211698413204,-0.01350877089814535,0.9892218880766334,0.9961308148543884,NP_chondrocyte,severe_vs_healthy
SCIN,1531.5366786851891,-0.00398477694762802,0.2957259901405148,-0.01347455780174967,0.989249183693668,0.9961308148543884,NP_chondrocyte,severe_vs_healthy
TMEM167A,2505.993062570451,0.00387837892415816,0.2811260863771824,0.01379586993913687,0.9889928375320768,0.9961308148543884,NP_chondrocyte,severe_vs_healthy
TRA2B,1858.1031240089792,0.00602986492569102,0.43397253341891334,0.01389457733231793,0.988914087975174,0.9961308148543884,NP_chondrocyte,severe_vs_healthy
ZNF337-AS1,31.997250066371176,0.00827896182161402,0.6043278004845534,0.01369945551896818,0.9890697578400938,0.9961308148543884,NP_chondrocyte,severe_vs_healthy
ZNF525,34.002354425436046,-0.00469233482256108,0.3426468215930694,-0.01369437720374872,0.9890738093693398,0.9961308148543884,NP_chondrocyte,severe_vs_healthy
FAM174A,298.1026523035462,0.00490933090348815,0.370296723516047,0.01325782971254241,0.9894220922434104,0.996131196427972,NP_chondrocyte,severe_vs_healthy
HSPB2,319.84094528971127,0.00987393116594002,0.7499739365247767,0.01316569907974904,0.9894955954375696,0.996131196427972,NP_chondrocyte,severe_vs_healthy
PNPLA6,74.96570508132973,-0.00527716062345314,0.3939497804780364,-0.01339551609103475,0.9893122441628194,0.996131196427972,NP_chondrocyte,severe_vs_healthy
TMEM41B,387.1262356243277,0.00427692414163153,0.32554043473814925,0.01313791985647409,0.9895177581341064,0.996131196427972,NP_chondrocyte,severe_vs_healthy
TSC22D1,7618.954374433894,0.00540113997824092,0.412128769015081,0.01310546699069018,0.9895436495455954,0.996131196427972,NP_chondrocyte,severe_vs_healthy
ATXN7L2,14.11186545087491,0.00492613092051382,0.3785382939782887,0.01301356031576654,0.9896169742094656,0.9961457994182176,NP_chondrocyte,severe_vs_healthy
GSKIP,174.50182547724944,-0.00471198904857341,0.369053209039193,-0.01276777693070542,0.9898130646844252,0.9962247616031036,NP_chondrocyte,severe_vs_healthy
WDR27,66.55931905401225,-0.00460680717154104,0.35912822752555673,-0.01282775014173233,0.9897652169037732,0.9962247616031036,NP_chondrocyte,severe_vs_healthy
ARHGAP5-AS1,124.58509152417936,0.00889127052894974,0.7328410362012071,0.01213260460281945,0.9903198195929124,0.9963461699954916,NP_chondrocyte,severe_vs_healthy
C6orf136,50.82214408973264,-0.00364317419655344,0.3010784793802835,-0.01210041383247409,0.9903455022262696,0.9963461699954916,NP_chondrocyte,severe_vs_healthy
CDC73,538.2260078973932,-0.00246246807608536,0.20196767317180445,-0.01219238721431751,0.9902721234980846,0.9963461699954916,NP_chondrocyte,severe_vs_healthy
CDK5R1,15.59931064030217,-0.00939550957307043,0.7513582611991844,-0.01250469989918656,0.9900229530279916,0.9963461699954916,NP_chondrocyte,severe_vs_healthy
CENPJ,47.41354646381607,0.00506561469148795,0.4155976799956972,0.0121887463172085,0.9902750282978264,0.9963461699954916,NP_chondrocyte,severe_vs_healthy
LURAP1L-AS1,2.5426702835764585,-0.01637534714701878,1.3226301532542817,-0.01238089658452732,0.9901217261347895,0.9963461699954916,NP_chondrocyte,severe_vs_healthy
SENP6,814.1263885145057,0.00300056122053197,0.24543296253002145,0.01222558367711081,0.9902456385269393,0.9963461699954916,NP_chondrocyte,severe_vs_healthy
TRAF2,34.10390685334275,0.0063262034864029,0.5272509300754091,0.01199846814020434,0.9904268372154486,0.9963688099246116,NP_chondrocyte,severe_vs_healthy
B4GALT6,49.67247068941035,-0.00443372495561975,0.3877015615011778,-0.01143592235855951,0.9908756529928358,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
BMT2,73.58111158028693,-0.00692080164922517,0.6301100952972689,-0.01098348003131124,0.9912366270570784,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
CFAP53,43.77383707431333,0.00600212926101261,0.5096276400494568,0.0117774798486796,0.9906031479021162,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
COMMD10,175.7460274018325,0.00303242446814762,0.27477389911034944,0.01103607175923869,0.99119466747249,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
CXCL16,44.56551167317543,0.00540458499276402,0.4897235962329368,0.01103599057578049,0.9911947322435734,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
KIAA0753,40.10939785595439,-0.00339855904004844,0.30917700953282445,-0.01099227605954197,0.9912296092656108,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
LINC01515,17.387352222122004,0.00714677011508,0.624782644073265,0.01143881025325335,0.990873348936952,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
OXCT2,28.5511638233093,-0.00890104319182233,0.762443601282044,-0.01167436276841367,0.9906854177722452,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
POFUT2,567.2753453233612,0.00506917123328252,0.4625522971929093,0.01095913103025495,0.9912560535798756,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
RAET1G,83.56490812337945,0.0061025129928711,0.5450784598287702,0.0111956597859107,0.9910673425165908,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
RTF2,826.1602163175804,0.00884542756887404,0.8012110904588347,0.0110400713048149,0.9911914764912234,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
SLC17A9,101.68910658284958,-0.00654304179540637,0.5816034350373428,-0.01125000541818716,0.9910239837063052,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
SPATA17,33.47240189047918,-0.00440246447459102,0.39864553514011714,-0.0110435564593584,0.9911886959097328,0.9964335543345664,NP_chondrocyte,severe_vs_healthy
MT1X,59172.01602123874,-0.00890460497764716,0.8255454514162439,-0.01078632916258104,0.9913939213726508,0.996453854739894,NP_chondrocyte,severe_vs_healthy
SFI1,46.383327386332674,0.00370944413572802,0.3427250757578919,0.01082338118249758,0.9913643598636424,0.996453854739894,NP_chondrocyte,severe_vs_healthy
PPP1R7,530.6549658067415,-0.00362662071101667,0.34731793758508506,-0.01044178926154147,0.9916688089542978,0.9966709956946168,NP_chondrocyte,severe_vs_healthy
COX7B,1978.0604067588465,0.00491883078724033,0.4823221802274278,0.01019822639075186,0.9918631336596904,0.99680714643131485,NP_chondrocyte,severe_vs_healthy
PPARG,24.386834785620408,0.01014961249045913,1.0090068734717683,0.01005901223996281,0.9919742047836806,0.9968596174103372,NP_chondrocyte,severe_vs_healthy
CCDC181,55.218067817638115,0.00752316285592835,0.765848680019718,0.00982330198144973,0.9921622650664264,0.9969484180839432,NP_chondrocyte,severe_vs_healthy
CELF2,4.586012477251054,0.01063116759431328,1.0847360332775708,0.00980069553160395,0.9921803015354784,0.9969484180839432,NP_chondrocyte,severe_vs_healthy
CDK5RAP2,316.3700886394882,0.00490657722686435,0.5106450300114976,0.00960858705851671,0.99233357470211,0.996987575788018,NP_chondrocyte,severe_vs_healthy
GTF2H3,196.1647436413573,-0.00206424506590231,0.21999995662921695,-0.00938293396748867,0.9925136117020537,0.996987575788018,NP_chondrocyte,severe_vs_healthy
NKAP,548.0000363815702,0.00272122204556913,0.28620297548883705,0.0095080145163455,0.99241381631515,0.996987575788018,NP_chondrocyte,severe_vs_healthy
RBFADN,6.041789004311385,0.00785860660417456,0.8363092853166889,0.00939677071885996,0.9925025720584528,0.996987575788018,NP_chondrocyte,severe_vs_healthy
SLC29A3,64.55659864495203,0.00467135005921707,0.4881087899418803,0.0095703051358147,0.9923641178528222,0.996987575788018,NP_chondrocyte,severe_vs_healthy
GON7,190.45027682941043,-0.00707586623587416,0.7741951325664234,-0.00913964185284655,0.9927077223988562,0.997085932807506,NP_chondrocyte,severe_vs_healthy
ZNF256,9.71108928373665,-0.00616845424996976,0.6769127148214535,-0.00911262872584214,0.9927292748583,0.997085932807506,NP_chondrocyte,severe_vs_healthy
NUDT14,93.4747143825931,0.0065711809974614,0.7320394476027705,0.00897653947335793,0.9928378539304452,0.9971358532981096,NP_chondrocyte,severe_vs_healthy
C14orf119,380.17296884591286,-0.00358116266723002,0.4058554964540078,-0.00882373824801914,0.9929597668402892,0.9971752922199848,NP_chondrocyte,severe_vs_healthy
FIP1L1,412.1316934232419,0.00277408828279972,0.3186435016187255,0.00870593082459619,0.9930537599540776,0.9971752922199848,NP_chondrocyte,severe_vs_healthy
SPG7,239.56950134928857,-0.00297037348473824,0.3411438457104886,-0.00870709972373077,0.9930528273428534,0.9971752922199848,NP_chondrocyte,severe_vs_healthy
TMEM230,1694.0002288558212,-0.00306715259952372,0.3618278737436628,-0.0084768278568186,0.993236550928312,0.9972997110643204,NP_chondrocyte,severe_vs_healthy
SRF,186.0391520761464,-0.00598570065964629,0.7188373016611836,-0.00832691993836957,0.9933561559202512,0.9973606744525358,NP_chondrocyte,severe_vs_healthy
AQP11,10.861143895255529,0.00360431746658919,0.4598420702287707,0.00783816379566153,0.993746114158931,0.9975156584516156,NP_chondrocyte,severe_vs_healthy
COMMD9,99.97979030968716,0.00256202368289882,0.3211380795605768,0.00797795043927685,0.9936345840417292,0.9975156584516156,NP_chondrocyte,severe_vs_healthy
CTSL,2974.749803196161,0.00366602038887656,0.4584225518480974,0.0079970332482494,0.9936193586487716,0.9975156584516156,NP_chondrocyte,severe_vs_healthy
PHGDH,832.6522065726635,-0.00462865580208114,0.5866610958125427,-0.00788982912812775,0.993704892462477,0.9975156584516156,NP_chondrocyte,severe_vs_healthy
TP53RK,271.38270112204344,0.00338768308689199,0.4478137806408286,0.00756493710855473,0.9939641110482784,0.9976753502467636,NP_chondrocyte,severe_vs_healthy
CNTNAP1,30.80456543900288,-0.0044805057761441,0.6293297350226983,-0.00711948844429305,0.9943195180773988,0.9977364236378022,NP_chondrocyte,severe_vs_healthy
LEPROT,1608.703896305614,-0.0016004470258782,0.22355053982325668,-0.00715921789830411,0.994287819367294,0.9977364236378022,NP_chondrocyte,severe_vs_healthy
