gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,contrast
LTB4R,6.539682168317248,-1.3239688722258331,0.5520809657061169,-2.3981425813738464,0.01647844953934676,0.1389531200985205,NP_stress_response,severe_vs_healthy
SAR1B,116.25203616267486,-0.6559658882958523,0.27366055712064263,-2.3970056013832908,0.01652967102247725,0.1392936408589214,NP_stress_response,severe_vs_healthy
GAL,2.730745074816785,-3.9674986983621663,1.655971116474351,-2.3958743355434717,0.01658077381459602,0.13954127327529367,NP_stress_response,severe_vs_healthy
RGS22,6.984956248883815,-1.6388333127067387,0.6840129046766783,-2.395909933134066,0.01657916364897557,0.13954127327529367,NP_stress_response,severe_vs_healthy
HYOU1,34.29562404522448,-1.8123291226115097,0.7568597118289209,-2.3945377119256217,0.01664133202615235,0.13993472589485725,NP_stress_response,severe_vs_healthy
SCG5,30.89830673086432,-2.9073352050144976,1.2142420792920257,-2.394362091873512,0.01664930323657588,0.13993472589485725,NP_stress_response,severe_vs_healthy
TBX15,14.90362763692012,1.1664124133134328,0.48720422497346394,2.3940933873817754,0.01666150594170458,0.139945760037154,NP_stress_response,severe_vs_healthy
PLPP5,130.41733752769102,-0.78695516485577,0.3288020422420537,-2.3934010856186787,0.01669298170278438,0.14005497028831135,NP_stress_response,severe_vs_healthy
RNF227,12.602582370317313,-1.6618139075189222,0.6943527449563076,-2.393328059246734,0.01669630491648066,0.14005497028831135,NP_stress_response,severe_vs_healthy
ARMC8,21.529009354611674,-0.6366782626048657,0.2661245492757789,-2.39240710538542,0.01673826467883226,0.14028989592048083,NP_stress_response,severe_vs_healthy
LOR,2.0032480444934904,-4.808590861204763,2.0101440896909852,-2.392162276259498,0.01674943495302671,0.14028989592048083,NP_stress_response,severe_vs_healthy
LOX,139.57163215072703,1.4778149163374268,0.6178168369668948,2.391995212679214,0.01675706094762571,0.14028989592048083,NP_stress_response,severe_vs_healthy
EN1,2.6419218131501916,-4.041795812623519,1.6900735521484174,-2.3914910729687464,0.01678009202512915,0.14039125170243147,NP_stress_response,severe_vs_healthy
AC010343.3,2.7168797190604157,-5.082004679911013,2.1258954066831626,-2.390524323978852,0.01682433465538091,0.14066982736258954,NP_stress_response,severe_vs_healthy
ING3,43.539226796478374,-0.8574011776232401,0.35876653965634353,-2.3898582583663748,0.01685487625612832,0.14083355966677838,NP_stress_response,severe_vs_healthy
CACNA1H,2.812326708367941,-2.5114092151359206,1.051309860894964,-2.388838256494614,0.01690174148656341,0.14113338521366242,NP_stress_response,severe_vs_healthy
KLF12,14.822927188876456,1.1339854231608752,0.4751582225327562,2.3865427754071984,0.0170076286894874,0.14192534823935235,NP_stress_response,severe_vs_healthy
LINC01229,2.8227735287545137,2.5278216193719,1.0601323057414935,2.3844397587750645,0.01710514828168933,0.14264650263983747,NP_stress_response,severe_vs_healthy
CITED1,4.991317775365616,-3.0655413729127905,1.2858052099335244,-2.384141353005777,0.01711902541138589,0.1426696469271856,NP_stress_response,severe_vs_healthy
RBMS2,15.954259677723716,0.8683529206139899,0.3644964696939858,2.3823356131350697,0.01720321086421092,0.14327832975759858,NP_stress_response,severe_vs_healthy
NOV,7.626793217429978,-6.990377331896307,2.9360448466632283,-2.380882342393635,0.0172712273678252,0.14375164695849849,NP_stress_response,severe_vs_healthy
PSMA6,52.08022676561162,-2.4254053562686826,1.0188128725468744,-2.3806190730644627,0.01728357419681486,0.14376130226748726,NP_stress_response,severe_vs_healthy
FBXL22,4.149509262821772,-3.0773860562470507,1.293309499201232,-2.379466058316043,0.01733773962832904,0.14411855883807018,NP_stress_response,severe_vs_healthy
FOXP4-AS1,4.924361160107464,1.516005414527493,0.6371901997663099,2.3792039097329014,0.01735007539166541,0.14412787256515333,NP_stress_response,severe_vs_healthy
CAPZA1,66.40864159658342,-0.6183091796522362,0.2599140298426815,-2.3788988229164887,0.01736444136350879,0.1441540283995165,NP_stress_response,severe_vs_healthy
GRSF1,51.916447556904906,-0.8561003450063335,0.3600998183034295,-2.3773973256630776,0.01743529618466951,0.1445607207518355,NP_stress_response,severe_vs_healthy
SMNDC1,84.63699837000802,-0.8117437230988732,0.3414440999387807,-2.3773839502408007,0.01743592850092171,0.1445607207518355,NP_stress_response,severe_vs_healthy
PPFIA1,42.364273351159376,-0.7022341955517629,0.2954296313346852,-2.376993101129448,0.01745441457349473,0.14462068451578386,NP_stress_response,severe_vs_healthy
KCNAB1,5.578169522697818,-1.7174715501729492,0.7227270373081592,-2.376376503873131,0.01748361284351159,0.14467605193301192,NP_stress_response,severe_vs_healthy
PCGF5,62.7493375309143,-0.6164333459652359,0.2593795219934366,-2.376569056908179,0.01747449011590453,0.14467605193301192,NP_stress_response,severe_vs_healthy
ZNF749,3.8417162485541088,-2.899951360837795,1.2204814935587154,-2.3760715554826093,0.01749806915205427,0.14470250107660845,NP_stress_response,severe_vs_healthy
C9orf24,9.05474613814532,-1.7974126805585522,0.7569104272560906,-2.374670259299283,0.01756463345791594,0.14481644776813196,NP_stress_response,severe_vs_healthy
CRELD2,66.78917514375992,-1.3392524082884667,0.563991815654848,-2.3745954659527597,0.01756819251968856,0.14481644776813196,NP_stress_response,severe_vs_healthy
ELMO1,10.378220786157764,1.7277047873562834,0.7275473725112311,2.3746973085654473,0.01756334646685015,0.14481644776813196,NP_stress_response,severe_vs_healthy
NNMT,1223.59265667729,1.4420154435912174,0.6072074262297285,2.3748316988561515,0.01755695346705015,0.14481644776813196,NP_stress_response,severe_vs_healthy
PDIA4,88.69190704534273,-0.7675740130409846,0.3231495948043861,-2.3752900371285453,0.01753516547222201,0.14481644776813196,NP_stress_response,severe_vs_healthy
AC051619.8,2.93622521311178,-5.188544190838095,2.1865518035884812,-2.372934490883255,0.01764739354098689,0.14537606050975807,NP_stress_response,severe_vs_healthy
BIN1,32.7998961516322,-0.6816577258771233,0.2876468707646893,-2.3697727844734877,0.01779901980436702,0.14615745476109607,NP_stress_response,severe_vs_healthy
ECI2,46.33409396998646,0.5078878830126481,0.21429034310334452,2.3700922573431695,0.017783647139164,0.14615745476109607,NP_stress_response,severe_vs_healthy
TMED5,112.16226725249726,-1.342457171396726,0.5663539797072722,-2.3703500275403613,0.01777125201717107,0.14615745476109607,NP_stress_response,severe_vs_healthy
URGCP,15.963758413169352,-0.8335633194223038,0.35172316215490956,-2.3699415026161317,0.01779089983208988,0.14615745476109607,NP_stress_response,severe_vs_healthy
ZNF292,87.20282659787314,0.7258120813609006,0.3062794402820114,2.369770823312849,0.01779911420909776,0.14615745476109607,NP_stress_response,severe_vs_healthy
APOE,35.45059454621861,-3.423474821368655,1.4450557380989533,-2.3690953442892217,0.01783165597176551,0.14633116915271943,NP_stress_response,severe_vs_healthy
CDKL1,22.648636179930236,0.8456092156966608,0.3571306120761575,2.3677869863374696,0.01789483550183294,0.14666232846559643,NP_stress_response,severe_vs_healthy
DISP1,13.699629234938472,0.9479097931542976,0.4003308916723312,2.3678157565970626,0.01789344410357747,0.14666232846559643,NP_stress_response,severe_vs_healthy
AL365205.1,2.0174612458959293,-5.318094629645807,2.247383683465871,-2.3663492214397257,0.01796449007602113,0.14712732968611533,NP_stress_response,severe_vs_healthy
CADM2,4.788648164710349,-4.070551764775026,1.7205030544175697,-2.365907897881066,0.01798591821157008,0.14712732968611533,NP_stress_response,severe_vs_healthy
INPP1,44.56224651167957,-1.278593000622782,0.540408689897355,-2.365974168301471,0.01798269907295777,0.14712732968611533,NP_stress_response,severe_vs_healthy
MTRNR2L1,17.247019455777014,-7.182724718694677,3.037110565242423,-2.3649862474207786,0.01803074047307533,0.14734764732719807,NP_stress_response,severe_vs_healthy
RAB3GAP1,49.4523189875928,-0.8160641913385978,0.34507597223078645,-2.3648826838421972,0.01803578314883531,0.14734764732719807,NP_stress_response,severe_vs_healthy
DCAF16,23.90749033139231,-0.9294612379522736,0.3931153403770034,-2.364347412799782,0.01806186604496312,0.14746698890967033,NP_stress_response,severe_vs_healthy
EEA1,56.26352801096659,0.8587575312991202,0.36328611266836064,2.363860057824642,0.01808564279505697,0.1475673622598585,NP_stress_response,severe_vs_healthy
ZNF410,15.1816157372357,-2.5523946033575533,1.081094773703892,-2.3609351052664,0.01822892020114787,0.1486420390259843,NP_stress_response,severe_vs_healthy
RAD50,17.355551393606405,-2.4480417567029513,1.0371376393947798,-2.360382714613947,0.01825609007989404,0.14869941887854052,NP_stress_response,severe_vs_healthy
RTCA-AS1,7.960619504102831,1.8903929507415416,0.8009048281036589,2.36032158180082,0.01825909913550206,0.14869941887854052,NP_stress_response,severe_vs_healthy
HSD17B1,5.449408609405117,-1.1619156222426272,0.4925381247401291,-2.359036922990829,0.01832243262941397,0.14912069773312153,NP_stress_response,severe_vs_healthy
DFFB,3.331988575024783,1.3958480518716043,0.591909563920085,2.3582116879937103,0.01836321796767066,0.14935804690033908,NP_stress_response,severe_vs_healthy
MFGE8,719.021963564372,1.085934555292145,0.4607847650809835,2.356706726406831,0.0184378018756975,0.14986982410157412,NP_stress_response,severe_vs_healthy
SYNE4,3.2232883196002065,-2.2822313858923686,0.9688159899201038,-2.3556912867226516,0.01848827540101642,0.15009022563389898,NP_stress_response,severe_vs_healthy
YPEL5,214.5054514851462,-0.8024529302867904,0.340632899409809,-2.35577048393489,0.01848433447491942,0.15009022563389898,NP_stress_response,severe_vs_healthy
LEMD2,17.378691517858115,-0.7620894058918997,0.32373303713428186,-2.354067452114228,0.01856924116495773,0.15065234735534838,NP_stress_response,severe_vs_healthy
CCDC102A,9.362885547593942,1.211964520025604,0.5152242901975828,2.3523047012415295,0.01865748446235591,0.15127276518973867,NP_stress_response,severe_vs_healthy
C2CD4D,5.8248045875212195,-1.878345105671802,0.7987395011346234,-2.3516366762925585,0.01869102152560177,0.15136250036622229,NP_stress_response,severe_vs_healthy
ZNF142,4.152798343685272,1.1474510611877222,0.4879417089204649,2.3516150396865503,0.01869210863599679,0.15136250036622229,NP_stress_response,severe_vs_healthy
CLCF1,48.37726602975817,-1.5157909345195142,0.6446751290132117,-2.3512477313025832,0.01871057213342553,0.15141660106212312,NP_stress_response,severe_vs_healthy
NUDT11,10.217457179763503,-1.2727180610947966,0.5414830537987778,-2.3504300867146903,0.01875172998606062,0.15165417372615805,NP_stress_response,severe_vs_healthy
SIX1,43.81291373405605,0.6564663305381019,0.2793656683281207,2.3498461155472716,0.01878117385712524,0.15179677058988456,NP_stress_response,severe_vs_healthy
UHRF1BP1L,46.86733595326268,-0.9705817354402092,0.41309790660488344,-2.349519859389032,0.01879764131907489,0.15183437372182995,NP_stress_response,severe_vs_healthy
PTRHD1,49.20605903788098,-1.0343063514981472,0.4406299192599692,-2.347335726169589,0.01890820894452454,0.15263152835809352,NP_stress_response,severe_vs_healthy
AGTR1,1.978131673626358,-3.0864454221564923,1.3154012511763018,-2.346390821353126,0.01895621894830515,0.1528270826252632,NP_stress_response,severe_vs_healthy
PSMD10,33.31334615172486,-0.5599680640909379,0.23863514534671296,-2.3465448196130554,0.0189483871328759,0.1528270826252632,NP_stress_response,severe_vs_healthy
DMRTA1,13.290360789981383,-1.0287607109479917,0.4385697294617692,-2.3457175492037017,0.01899049247510307,0.1530074099044198,NP_stress_response,severe_vs_healthy
PRC1,4.938341294026558,-1.524877460357183,0.6502125567370528,-2.34519841943601,0.01901695622864376,0.15312462687612843,NP_stress_response,severe_vs_healthy
TPRG1,10.548046271616515,1.790074420680296,0.7634849497188146,2.344609964269192,0.01904699297826789,0.15327044881886082,NP_stress_response,severe_vs_healthy
RBM47,4.197015701015639,-3.056266214754068,1.3040606572423403,-2.343653416565044,0.0190959069359538,0.15356789739295518,NP_stress_response,severe_vs_healthy
RNF213,29.192065077756517,1.0154180135188822,0.43366459100006993,2.3414824142714443,0.01920733080131904,0.1543673596796442,NP_stress_response,severe_vs_healthy
RRAGB,22.387603539282075,-0.6024645324834482,0.25736642425573303,-2.3408823984157596,0.01923822589113665,0.1545190255793732,NP_stress_response,severe_vs_healthy
CCDC121,11.387634869450288,-0.9719623075991708,0.4153545625478593,-2.3400785623660414,0.01927968384105183,0.15475528859547608,NP_stress_response,severe_vs_healthy
VASN,174.63932751700162,-1.1543655272906694,0.49341720987273274,-2.3395323555666314,0.01930789906158645,0.15488502549341293,NP_stress_response,severe_vs_healthy
CA12,10.077093056352792,-3.009285986478518,1.2873906752673154,-2.337507987506331,0.01941278610309332,0.1556292665070819,NP_stress_response,severe_vs_healthy
MTHFD1L,36.05834905141472,-0.7751427139816097,0.3317731865978464,-2.336363350909327,0.01947231234245266,0.15591195383978765,NP_stress_response,severe_vs_healthy
PPARA,19.686032633410555,0.7638846105152082,0.3269440894263874,2.3364380492561234,0.01946842283514541,0.15591195383978765,NP_stress_response,severe_vs_healthy
LAG3,64.2643006882629,1.4003730833078318,0.5998853097171682,2.334401360766902,0.01957471560814531,0.1566342903364106,NP_stress_response,severe_vs_healthy
MTHFD2L,28.98523615220682,-1.0160267968462078,0.43537463381961383,-2.3336839538225647,0.01961227691413972,0.15683719391637185,NP_stress_response,severe_vs_healthy
ATF7IP2,62.81326313834092,-1.4558379985170344,0.6248735369815352,-2.329812213763269,0.01981607835042507,0.1581775976086357,NP_stress_response,severe_vs_healthy
ITGB4,3.9125475905635834,-1.763728455928154,0.7568825460779922,-2.330253835377005,0.01979273913121416,0.1581775976086357,NP_stress_response,severe_vs_healthy
TMEM192,30.748416383437277,-0.8406764075383342,0.3608365739265345,-2.3297982197045632,0.01981681831374239,0.1581775976086357,NP_stress_response,severe_vs_healthy
NDST2,2.9208599270751376,-2.312539104753564,0.9927971633616892,-2.3293167930930876,0.01984228938647144,0.15828259522380167,NP_stress_response,severe_vs_healthy
NPNT,2.7121257757272836,-4.841335240474122,2.079305355048481,-2.3283426018788096,0.01989391885191639,0.15859599948261635,NP_stress_response,severe_vs_healthy
SLC35E2B,8.870817302521806,1.379349913054684,0.5925118768393562,2.3279700660391285,0.01991369320822464,0.15865522096645684,NP_stress_response,severe_vs_healthy
UBXN4,209.2955367182631,-0.3718352199774081,0.15979866057635003,-2.3268982270333196,0.0199706826007665,0.15901068283918854,NP_stress_response,severe_vs_healthy
PFKP,85.82405948146784,0.814245830374685,0.35021738429312266,2.324972622413235,0.02007342417161345,0.15953220409981725,NP_stress_response,severe_vs_healthy
PLEKHA1,82.69709529654173,0.6284662525340395,0.270306390488149,2.3250144082760533,0.02007118977929739,0.15953220409981725,NP_stress_response,severe_vs_healthy
VGF,2.4639700973843617,-3.173724319734274,1.3648488741255282,-2.3253302104730897,0.02005431008142635,0.15953220409981725,NP_stress_response,severe_vs_healthy
BRD3OS,6.308960870053992,1.2745513282407066,0.5490036972144472,2.3215714843225403,0.02025602082439537,0.16088388356879169,NP_stress_response,severe_vs_healthy
AGBL3,4.241600344324735,-1.2182925546004204,0.5259415097047708,-2.316403121108068,0.02053626850593119,0.1630090096168757,NP_stress_response,severe_vs_healthy
ADAT1,10.260241301072847,0.993973573671571,0.42946285498862025,2.314457611701736,0.02064263382462548,0.16375215264213705,NP_stress_response,severe_vs_healthy
PLEKHA7,4.275923572984609,1.3926268642113695,0.6025308687028867,2.3112954647608044,0.02081654036079978,0.16502983354511905,NP_stress_response,severe_vs_healthy
DNAJB11,142.6176239395765,-1.632925450522487,0.7066353265569764,-2.310846046260926,0.02084136009796372,0.16503681837515938,NP_stress_response,severe_vs_healthy
PLS3,58.4883848778738,0.9513785135649584,0.4117070126734479,2.310814448816687,0.02084310607912876,0.16503681837515938,NP_stress_response,severe_vs_healthy
SPINT1-AS1,4.913059488284822,-2.5891880739446105,1.12099957103582,-2.309713706270345,0.02090400948419114,0.16541713416338696,NP_stress_response,severe_vs_healthy
BNC2,8.907258692573249,1.7325229629539811,0.7506159293186818,2.3081350865102954,0.02099162423198668,0.16590612730950854,NP_stress_response,severe_vs_healthy
RTN4R,4.631808433928818,-2.7187558255298674,1.1778826719965882,-2.30817201930766,0.02098957078013035,0.16590612730950854,NP_stress_response,severe_vs_healthy
ITPK1,6.994996920554099,-1.618730457914488,0.7014052423474195,-2.307839120929609,0.02100808614801796,0.16593418259875775,NP_stress_response,severe_vs_healthy
TAGLN2,263.77901111399177,0.704116935456727,0.30520051316434466,2.307063406140387,0.02105128560831046,0.1661732625014728,NP_stress_response,severe_vs_healthy
ABL2,121.40461433158102,1.4887838339090698,0.6458206095158874,2.3052590951302636,0.02115206697277682,0.1668663061185727,NP_stress_response,severe_vs_healthy
WNK4,12.551504502517911,-1.4269171344964204,0.6191507756798253,-2.304635947406624,0.02118697095011327,0.16703911882202804,NP_stress_response,severe_vs_healthy
NBL1,66.86948172200746,1.9930421764553925,0.8657300423419435,2.302152032363209,0.02132659997157579,0.16793390700656896,NP_stress_response,severe_vs_healthy
PXMP4,5.0292431836539775,0.9677939274295156,0.4203597307817524,2.302299332121294,0.02131829747064487,0.16793390700656896,NP_stress_response,severe_vs_healthy
PKM,592.0211292360132,0.8714166555669157,0.3786394584331243,2.3014417440089017,0.0213666746751179,0.16814643983462357,NP_stress_response,severe_vs_healthy
CSRP2,68.315667534719,-1.711864813446383,0.7440198598186537,-2.3008321496466912,0.02140112046725092,0.16831444254874026,NP_stress_response,severe_vs_healthy
LINC02158,3.509650590336648,-2.756782787105859,1.198407935315694,-2.3003709386984705,0.02142721381691046,0.16841659006796106,NP_stress_response,severe_vs_healthy
MAP1LC3A,64.8759281584634,-1.0673032038452008,0.46418835862698365,-2.299289036463909,0.02148853197217198,0.16879530829729963,NP_stress_response,severe_vs_healthy
GAST,1.733740546665732,-4.3100847109080425,1.8749164545425612,-2.2988142754123992,0.02151548784144095,0.16890380833864244,NP_stress_response,severe_vs_healthy
ACACA,12.420117233008591,-0.8411085982918898,0.3660403039358437,-2.297857884085114,0.02156987899978901,0.1692274206509698,NP_stress_response,severe_vs_healthy
IER2,1715.56008373867,1.171663621435138,0.5102143294968889,2.2964145726571217,0.0216521885340018,0.16976953926202393,NP_stress_response,severe_vs_healthy
DLX6-AS1,2.79417933219985,2.264935015620242,0.9866204282399796,2.2956498272194024,0.02169591133977313,0.169801557020356,NP_stress_response,severe_vs_healthy
SPATA2,14.347712812983062,-0.918633738930076,0.4000905809597205,-2.2960643980333058,0.0216721995463095,0.169801557020356,NP_stress_response,severe_vs_healthy
TBK1,30.56875297966097,0.6742877006200005,0.29370778799459524,2.2957773957032717,0.02168861252842327,0.169801557020356,NP_stress_response,severe_vs_healthy
CILP2,193.6849527121256,1.7685083921656242,0.7704886084357144,2.2953076434914994,0.02171549988885231,0.16985142365894162,NP_stress_response,severe_vs_healthy
TBKBP1,8.072649166576156,-1.0368556793890649,0.4520472987744339,-2.29368847507801,0.02180839921689015,0.1704742933918828,NP_stress_response,severe_vs_healthy
SPI1,3.59887530954142,-2.8499919453027833,1.2427259351423567,-2.29333907397395,0.02182849131300522,0.17052762423308823,NP_stress_response,severe_vs_healthy
CYP26B1,15.378911187324238,-1.8616290865337624,0.8120132150169882,-2.292609346874749,0.02187050577971832,0.1707520472510086,NP_stress_response,severe_vs_healthy
MANF,279.8796433746715,-1.757130211807904,0.7665667517667843,-2.2922077011011335,0.02189366078100589,0.1708290435316981,NP_stress_response,severe_vs_healthy
JMJD1C-AS1,6.224993500772345,-1.4411372195702594,0.6288735364603977,-2.291616892772547,0.02192775982568001,0.17088759340194895,NP_stress_response,severe_vs_healthy
LIMA1,34.21432461356109,0.980535739803166,0.427837322277532,2.2918424568091007,0.02191473574114839,0.17088759340194895,NP_stress_response,severe_vs_healthy
SRPX,13.92046315173619,-3.1337616758709963,1.3676604390504457,-2.291330206236527,0.0219443228466451,0.1709130260013553,NP_stress_response,severe_vs_healthy
ITGB2,2.8267875351590757,2.648013685500397,1.1557901478533743,2.2910851856788184,0.02195848728413202,0.17091975777612392,NP_stress_response,severe_vs_healthy
C4orf33,11.817233352880642,-1.0735034718185363,0.4688250064890314,-2.2897743442865006,0.02203440113767953,0.17119957014529605,NP_stress_response,severe_vs_healthy
CCDC134,4.063027838100463,1.7349082493144616,0.757661108814537,2.2898209095474886,0.02203170052989681,0.17119957014529605,NP_stress_response,severe_vs_healthy
PIGL,15.880278769611522,-0.7468681990142099,0.3261298543248849,-2.290094540900854,0.02201583677019429,0.17119957014529605,NP_stress_response,severe_vs_healthy
GIPC2,6.42064558110538,-1.474085473315617,0.6439464196352257,-2.289143053471184,0.02207104202611773,0.17138064113452503,NP_stress_response,severe_vs_healthy
LINC01415,2.88553002660216,-1.6958441097799717,0.7412905384983434,-2.2876915618204148,0.0221554894521525,0.17193248487295398,NP_stress_response,severe_vs_healthy
PAIP2,208.0907410733056,-0.692353399534416,0.30273669999481256,-2.286982052543612,0.02219687068532384,0.17214965912920743,NP_stress_response,severe_vs_healthy
MBIP,72.7804006456312,-0.8287506986214513,0.3625707502491671,-2.2857627043878046,0.02226814466213341,0.17240164740600175,NP_stress_response,severe_vs_healthy
MEST,12.591588017335017,-7.286871225192204,3.1879735010311694,-2.2857377022849223,0.0222696081778821,0.17240164740600175,NP_stress_response,severe_vs_healthy
OLFML3,5.4133684318741455,2.318310929935553,1.01420734059768,2.2858352894284466,0.02226389631936526,0.17240164740600175,NP_stress_response,severe_vs_healthy
VAV3,8.88160118554768,-2.1608120826047426,0.9462127026127451,-2.2836430716245566,0.02239251627002429,0.17324878180980266,NP_stress_response,severe_vs_healthy
NCR3LG1,4.564197049419083,-1.3728633987688814,0.6016918416437296,-2.2816719519055297,0.02250871520936916,0.17404301994921972,NP_stress_response,severe_vs_healthy
EPS15,25.05379767983032,0.7527847176038646,0.3299785932784871,2.281313797130313,0.02252988486943307,0.17410195457431415,NP_stress_response,severe_vs_healthy
TARBP1,3.22107159519843,-1.8790402796100043,0.8242177294952505,-2.2797862899172596,0.02262036653306933,0.17469611196903487,NP_stress_response,severe_vs_healthy
AC022784.3,1.529930782985895,-5.2030317694900505,2.282652378816408,-2.279379820499828,0.02264449682350211,0.17477743464193732,NP_stress_response,severe_vs_healthy
BCKDHA,7.327284126000949,-2.58714225520117,1.13552876684185,-2.278359061212134,0.02270519343630319,0.17514072079827872,NP_stress_response,severe_vs_healthy
NBPF20,3.240203600273402,1.290031752798036,0.5664212214433108,2.2775131014881063,0.02275560316206109,0.17542426888761076,NP_stress_response,severe_vs_healthy
TVP23B,37.72602844398504,-1.250364916803,0.5492364280760641,-2.2765513226843654,0.02281303250947743,0.1757615592202005,NP_stress_response,severe_vs_healthy
PPM1J,4.677220496563643,-1.5554699205622995,0.6834026026427018,-2.276066720476823,0.02284201655925974,0.17587942169146012,NP_stress_response,severe_vs_healthy
MTG1,13.124001034116144,1.420531466192,0.6242007524374689,2.2757605796611178,0.02286034332079404,0.17591513294342773,NP_stress_response,severe_vs_healthy
NDUFS2,42.53832402735136,0.6516173264878655,0.28636938998593325,2.2754433583836375,0.02287934687586657,0.17595600640440534,NP_stress_response,severe_vs_healthy
CBWD6,3.960321761863594,-1.640337226750022,0.7210052380927383,-2.2750697777025524,0.02290174431081991,0.17602291635068582,NP_stress_response,severe_vs_healthy
TMPO-AS1,5.64857798035555,-1.3498854695080345,0.593516208153997,-2.274386867557601,0.02294273633637503,0.17612730266353382,NP_stress_response,severe_vs_healthy
ZNF148,63.1046918733724,0.5590703468299228,0.24579488785298564,2.274540173367287,0.02293352853425539,0.17612730266353382,NP_stress_response,severe_vs_healthy
CLSTN2,5.987791588235394,-2.922271240598113,1.286532359645836,-2.271432365216661,0.02312081699813518,0.17738842939882704,NP_stress_response,severe_vs_healthy
DCN,13324.02485776944,1.264975158619558,0.5569685454495575,2.2711788106427666,0.02313615560850415,0.17740020031317832,NP_stress_response,severe_vs_healthy
PHACTR4,77.13665455952024,0.9267538004988622,0.408477572923574,2.2687997136926232,0.02328050840277417,0.1782616161481647,NP_stress_response,severe_vs_healthy
USP51,25.85250275921536,-1.0264722360241365,0.452461119745924,-2.26864185943876,0.02329011388318173,0.1782616161481647,NP_stress_response,severe_vs_healthy
Z95114.4,3.4753009940750847,-6.337172969083858,2.792907796652152,-2.2690233371399526,0.02326690673385945,0.1782616161481647,NP_stress_response,severe_vs_healthy
ATP1A1-AS1,5.292817195287435,1.4745680575858389,0.6500823318443953,2.2682789323042143,0.02331221116196859,0.17832453907289192,NP_stress_response,severe_vs_healthy
G0S2,175.25485970311104,-1.9405406966293297,0.8556927517742954,-2.267800787847719,0.02334135137701365,0.17844122935514722,NP_stress_response,severe_vs_healthy
ENPP2,7.839395780477456,-1.516051484024648,0.6689027988066846,-2.2664750195832153,0.02342231493936683,0.17884739708009698,NP_stress_response,severe_vs_healthy
NECAB3,7.669190700902256,-1.2313893179133772,0.5432649559716091,-2.266645960461564,0.02341186205265116,0.17884739708009698,NP_stress_response,severe_vs_healthy
FGF13,15.625012738847069,-1.549254635404938,0.6844057836562027,-2.2636492449385472,0.02359569648057636,0.17974409927201354,NP_stress_response,severe_vs_healthy
FKBP11,88.92426573690857,-1.4002314130783722,0.6185331823956246,-2.2637935246338325,0.0235868169815361,0.17974409927201354,NP_stress_response,severe_vs_healthy
SEC24B-AS1,3.56235261620176,-1.839328419095081,0.8123433562305601,-2.26422534878594,0.02356025827125534,0.17974409927201354,NP_stress_response,severe_vs_healthy
TM9SF1,26.858590273795613,-1.7022690484397416,0.7519044091551086,-2.2639434317887934,0.02357759421967849,0.17974409927201354,NP_stress_response,severe_vs_healthy
CYFIP1,18.690905987265182,0.8118310164894597,0.3587220671392149,2.2631198101743757,0.02362830468383668,0.17988586699762155,NP_stress_response,severe_vs_healthy
FAM57A,5.586872651833993,-6.3749688507528575,2.817711404064555,-2.2624633741968574,0.02366878925710402,0.1800873953481609,NP_stress_response,severe_vs_healthy
KANK2,37.65669215793097,0.995809396156918,0.44021372489949656,2.2621043821027325,0.02369095493081748,0.18014938568990269,NP_stress_response,severe_vs_healthy
PTPN14,37.382894857413454,1.021046611001291,0.45163624957190046,2.260772052662129,0.02377337604914212,0.18066922271290684,NP_stress_response,severe_vs_healthy
TMEM35B,14.866182115246568,-5.723631260798624,2.5325636166120007,-2.26001480209826,0.02382033217704042,0.1809190832193537,NP_stress_response,severe_vs_healthy
SLBP,92.59402168050912,-1.2036691620764093,0.5327243764636095,-2.2594595165078433,0.02385481582516477,0.18107397411056855,NP_stress_response,severe_vs_healthy
PPP6C,56.39521353203516,-0.926205623038957,0.4101710749736109,-2.2580959008349044,0.02393968115375892,0.18161088695806135,NP_stress_response,severe_vs_healthy
ABHD11,11.551676729871785,-1.045389583634001,0.46324633428398665,-2.256660239416249,0.02402931312375072,0.18198292110526623,NP_stress_response,severe_vs_healthy
EPHB2,4.113656809441056,-3.24723929561701,1.439230618642844,-2.2562327771202293,0.02405605683478584,0.18198292110526623,NP_stress_response,severe_vs_healthy
HOOK3,54.91334393964238,0.5021682260966218,0.2225719304669747,2.2562064544393827,0.02405770452778515,0.18198292110526623,NP_stress_response,severe_vs_healthy
PPM1A,33.55317008274422,-0.5804327898223158,0.2572638150581786,-2.2561773395572735,0.02405952711523207,0.18198292110526623,NP_stress_response,severe_vs_healthy
PTOV1-AS1,6.758865828895734,-1.5723177217383435,0.6967913178438808,-2.2565116434051613,0.02403860694580586,0.18198292110526623,NP_stress_response,severe_vs_healthy
TM4SF1-AS1,2.784153926780496,-2.1281615966340097,0.9441056393725608,-2.2541562171457374,0.0241863420768712,0.18283451884110105,NP_stress_response,severe_vs_healthy
GALNT16,3.928417895792883,2.6924367190403777,1.194864989386544,2.2533397019379593,0.02423773828335469,0.1831153290296245,NP_stress_response,severe_vs_healthy
CAMK1D,19.39222626535673,1.6333395454354291,0.7249296187828665,2.253100857125625,0.02425279044878495,0.183121392513123,NP_stress_response,severe_vs_healthy
