ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,collection
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,40,-0.9369417471969583,-1.8979862602165085,6.97202290176332e-9,2.3268525741575503e-7,2.1751410551826276e-7,723,"tags=62%, list=5%, signal=60%",H2BC9/H2BC26/H4C4/TERF2/H4C2/H4C15/H4C11/H4C1/H4C14/H2AC19/H4C5/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ,Reactome
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,41,-0.9340243326806213,-1.8954497326283308,1.5024788793574282e-8,4.4194866548903864e-7,4.1313347363075885e-7,723,"tags=71%, list=5%, signal=67%",H2BC9/H2BC26/H4C4/H4C2/H4C15/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_GENE_SILENCING_BY_RNA,REACTOME_GENE_SILENCING_BY_RNA,103,-0.8835696586347752,-1.8916692652267848,1.1981082548898527e-11,1.8061481942464529e-9,1.6883867644566215e-9,738,"tags=31%, list=5%, signal=30%",FKBP6/H2BC9/NUP42/H2BC26/H4C4/H4C2/H4C15/SEH1L/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_HDACS_DEACETYLATE_HISTONES,REACTOME_HDACS_DEACETYLATE_HISTONES,62,-0.9099220710373994,-1.8904679204816404,2.0920077285535445e-9,8.138584905276048e-8,7.60794661215907e-8,723,"tags=48%, list=5%, signal=46%",H2BC9/H2BC26/H4C4/H4C2/H4C15/H2AC21/H2AC15/H2AC12/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H2AC11/H3C10/H2BC12/H2BC18/H4C16/H2AC8/H2AC25/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AC6/H4C3,Reactome
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,69,-0.9057510861812589,-1.8900302363975798,4.1782820662081224e-10,2.2695001479736505e-8,2.1215280252071048e-8,336,"tags=42%, list=2%, signal=41%",H2BC9/H2BC26/H4C4/H4C2/H4C15/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,50,-0.9156933490679393,-1.8894662412787882,7.331707945106709e-9,2.3268525741575503e-7,2.1751410551826276e-7,723,"tags=50%, list=5%, signal=48%",H2BC9/H2BC26/H4C4/H4C2/H4C15/CENPW/H4C11/H4C1/H4C14/H2AC19/H4C5/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ,Reactome
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION,REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION,37,-0.9402817569109009,-1.8878820338958457,5.438901893996746e-9,1.8740901954743072e-7,1.751898925855794e-7,723,"tags=78%, list=5%, signal=75%",H2BC9/H2BC26/H4C4/H4C2/H4C15/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_HCMV_EARLY_EVENTS,REACTOME_HCMV_EARLY_EVENTS,96,-0.8819604381257447,-1.8848109412248926,9.226739761805395e-11,7.948177251955219e-9,7.429953597664345e-9,723,"tags=34%, list=5%, signal=33%",H2BC9/NUP42/H2BC26/H4C4/DYNC1I1/H4C2/H4C15/SEH1L/H2AC21/H2AC15/H2AC12/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H2AC11/H3C10/H2BC12/H2BC18/H4C16/H2AC8/H2AC25/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AC6/H4C3,Reactome
REACTOME_BASE_EXCISION_REPAIR,REACTOME_BASE_EXCISION_REPAIR,68,-0.9058138311984137,-1.883130625364824,4.632079955334876e-10,2.3276201775557753e-8,2.1758586105980935e-8,723,"tags=38%, list=5%, signal=37%",H2BC9/H2BC26/H4C4/TERF2/H4C2/H4C15/H4C11/H4C1/H4C14/H2AC19/H4C5/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/ADPRS/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ,Reactome
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,91,-0.8832386879241605,-1.8831247826294808,8.496949234537953e-11,7.8825544437329e-9,7.368609417158015e-9,336,"tags=32%, list=2%, signal=31%",H2BC9/H2BC26/H4C4/H4C2/H4C15/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_DNA_METHYLATION,REACTOME_DNA_METHYLATION,31,-0.9465946053243605,-1.8789352534318546,5.190180634906018e-8,1.390968410154813e-6,1.3002768327448762e-6,723,"tags=94%, list=5%, signal=89%",H2BC9/H2BC26/H4C4/H4C2/H4C15/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_HCMV_LATE_EVENTS,REACTOME_HCMV_LATE_EVENTS,83,-0.888538452201329,-1.8763407993375365,6.802139285675592e-10,3.008698129934501e-8,2.812530066474515e-8,723,"tags=40%, list=5%, signal=38%",H2BC9/NUP42/H2BC26/CHMP4B/H4C4/H4C2/H4C15/SEH1L/H2AC21/H2AC15/H2AC12/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H2AC11/H3C10/H2BC12/H2BC18/H4C16/H2AC8/H2AC25/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AC6/H4C3,Reactome
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,33,-0.9421576397316742,-1.874009555090653,8.65015712128476e-8,2.21959350814243e-6,2.074875313974463e-6,723,"tags=76%, list=5%, signal=72%",H2BC9/H2BC26/H4C4/TERF2/H4C2/H4C15/H4C11/H4C1/H4C14/H2AC19/H4C5/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ,Reactome
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,112,-0.8674599024764039,-1.8735070742347,7.707825176163198e-12,1.5492728604088027e-9,1.4482597831001377e-9,723,"tags=27%, list=5%, signal=26%",H2BC9/H2BC26/H4C4/H4C2/CITED1/H4C15/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,78,-0.8865485322870703,-1.8688435503605263,6.223379195870317e-10,2.8866905039306166e-8,2.6984773760231215e-8,336,"tags=38%, list=2%, signal=38%",H2BC9/H2BC26/H4C4/H4C2/H4C15/ELF3/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,80,-0.8859835863606466,-1.8684471085836665,1.0437931880558463e-9,4.340739947570174e-8,4.0577223390483176e-8,336,"tags=39%, list=2%, signal=38%",PSMA6/H2BC9/H2BC26/H4C4/H4C2/H4C15/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/PSMA2/H3-3B,Reactome
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES,REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES,97,-0.872640223631869,-1.8642435740677676,7.446437174929763e-11,7.483669360804412e-9,6.995731766973489e-9,723,"tags=32%, list=5%, signal=31%",H2BC9/LPL/H2BC26/H4C4/H4C2/H4C15/ACSL1/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,76,-0.8845262921785628,-1.8622573114727137,7.543181984473468e-9,2.332583967506411e-7,2.1804987598842336e-7,857,"tags=32%, list=6%, signal=30%",RHNO1/H2BC9/CDK1/H2BC26/RAD9A/H4C4/H4C2/SFN/RAD50/H4C15/BLM/H4C11/H4C1/H4C14/H4C5/H2BC12/H4C16/H2BC11/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H4C3,Reactome
REACTOME_METALLOPROTEASE_DUBS,REACTOME_METALLOPROTEASE_DUBS,28,-0.9459062382720402,-1.8575748258852287,2.4230684911546087e-7,5.9637155108825676e-6,5.574879385663987e-6,277,"tags=32%, list=2%, signal=32%",H2AC21/H2AC15/H2AC12/H2AC19/H2AC11/H2AC8/H2AC25/H2AC20/H2AC6,Reactome
REACTOME_SELENOAMINO_ACID_METABOLISM,REACTOME_SELENOAMINO_ACID_METABOLISM,111,-0.8616280008923758,-1.8554285945950053,2.0661761462318897e-10,1.465769666091564e-8,1.3702010232906217e-8,289,"tags=8%, list=2%, signal=8%",CTH/MARS1/KARS1/RARS1/IARS1/LARS1/EPRS1/DARS1/SARS1,Reactome
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,52,-0.8996131379552259,-1.8552469273861478,1.1616747916534542e-7,2.9187079140293038e-6,2.7284072409229157e-6,723,"tags=37%, list=5%, signal=35%",H2BC9/H2BC26/H4C4/H4C2/RAD50/H4C15/H4C11/H4C1/H4C14/H4C5/H2BC12/H4C16/H2BC11/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H4C3,Reactome
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,60,-0.8936117096866912,-1.8548216004913873,3.3156339487011765e-8,9.087851232121861e-7,8.495320476217609e-7,862,"tags=33%, list=6%, signal=31%",BAP1/H2BC9/H2BC26/H4C4/H4C2/RAD50/H4C15/H4C11/H4C1/H4C14/H4C5/H2BC12/H4C16/H2BC11/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H4C3,Reactome
REACTOME_CRISTAE_FORMATION,REACTOME_CRISTAE_FORMATION,31,-0.9312044641315188,-1.8483867179977074,1.1669754040279268e-6,2.606245068995703e-5,2.4363170715670757e-5,525,"tags=16%, list=4%, signal=16%",DMAC2L/MICOS13/MICOS10/ATP5MJ/ATP5MK,Reactome
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,78,-0.8765699623881229,-1.847808733519353,3.4155571858921245e-9,1.2115182253487948e-7,1.1325268563747572e-7,857,"tags=28%, list=6%, signal=27%",RHNO1/H2BC9/H2BC26/RAD9A/H4C4/H4C2/RAD50/H4C15/BLM/H4C11/H4C1/H4C14/H4C5/H2BC12/H4C16/H2BC11/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H4C3,Reactome
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,89,-0.8701040818529261,-1.8476939458037072,2.5240615596137364e-9,9.224297699679292e-8,8.622870591216307e-8,336,"tags=33%, list=2%, signal=32%",H2BC9/H2BC26/H4C4/H4C2/H4C15/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_AMYLOID_FIBER_FORMATION,REACTOME_AMYLOID_FIBER_FORMATION,68,-0.8872966136466648,-1.8446344816019193,1.6928479798076592e-8,4.86089205630485e-7,4.543960366852139e-7,723,"tags=41%, list=5%, signal=39%",H2BC9/H2BC26/H4C4/H4C2/H4C15/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ1/H3-3A/H3-3B,Reactome
REACTOME_CELLULAR_SENESCENCE,REACTOME_CELLULAR_SENESCENCE,156,-0.8429594980666254,-1.8441151566264768,7.080991333735028e-12,1.5492728604088027e-9,1.4482597831001377e-9,574,"tags=22%, list=4%, signal=21%",H4C4/TERF2/H4C2/RAD50/H4C15/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H1-3/H3C10/H2BC12/H1-1/H4C16/H2AC8/H2BC11/H2AC20/H1-4/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H1-0/H4C3/H2AZ2/H2AJ/H1-2/H3-3A/H3-3B,Reactome
REACTOME_HCMV_INFECTION,REACTOME_HCMV_INFECTION,120,-0.8500869940535823,-1.8404033996179412,3.548234615205282e-10,2.252195234703984e-8,2.1053513977201428e-8,723,"tags=28%, list=5%, signal=27%",H2BC9/NUP42/H2BC26/CHMP4B/H4C4/DYNC1I1/H4C2/H4C15/SEH1L/H2AC21/H2AC15/H2AC12/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H2AC11/H3C10/H2BC12/H2BC18/H4C16/H2AC8/H2AC25/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AC6/H4C3,Reactome
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,54,-0.8869987734929521,-1.8364157767980216,3.1670605666143074e-7,7.489166751640892e-6,7.000870726200049e-6,574,"tags=46%, list=4%, signal=45%",H4C4/H4C2/H4C15/H2AC21/H2AC15/H2AC12/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H2AC11/H3C10/H4C16/H2AC8/H2AC25/H2AC20/H4C8/H2AX/H2AC6/H4C3/H2AZ2/H2AJ,Reactome
REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,128,-0.8427702604867228,-1.8304029076305046,4.0195567009618184e-10,2.2695001479736505e-8,2.1215280252071048e-8,723,"tags=24%, list=5%, signal=23%",H2BC9/LPL/H2BC26/H4C4/H4C2/H4C15/ACSL1/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_ESR_MEDIATED_SIGNALING,REACTOME_ESR_MEDIATED_SIGNALING,174,-0.8271750102948312,-1.824274037621459,1.6112907661937877e-11,2.1591296266996755e-9,2.0183536966006393e-9,723,"tags=19%, list=5%, signal=18%",H2BC9/H2BC26/H4C4/GNG5/GNAI1/H4C2/CITED1/GNG10/H4C15/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,18,-0.9545493934322233,-1.8131730918422777,6.253885955568963e-6,1.3468190111457445e-4,1.259005988423752e-4,525,"tags=17%, list=4%, signal=16%",DMAC2L/ATP5MJ/ATP5MK,Reactome
REACTOME_HATS_ACETYLATE_HISTONES,REACTOME_HATS_ACETYLATE_HISTONES,108,-0.836018786326043,-1.7972622889747196,2.7102520189497325e-8,7.601311476403203e-7,7.105703579669924e-7,723,"tags=28%, list=5%, signal=27%",H2BC9/H2BC26/H4C4/H4C2/H4C15/H2AC21/H2AC15/H2AC12/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H2AC11/H3C10/H2BC12/H2BC18/H4C16/H2AC8/H2AC25/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AC6/H4C3,Reactome
REACTOME_SIGNALING_BY_NOTCH,REACTOME_SIGNALING_BY_NOTCH,180,-0.8025121122650198,-1.7734078645848521,3.950042495553526e-10,2.2695001479736505e-8,2.1215280252071048e-8,773,"tags=19%, list=5%, signal=18%",PSMA6/H2BC9/TACC3/H2BC26/H4C4/H4C2/H4C15/ELF3/H4C11/H3C1/H4C1/PSEN2/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/PSMA2/H3-3B,Reactome
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,171,-0.8018038399420776,-1.7674616342546943,2.3955451869246462e-9,9.02821092322226e-8,8.439568734198344e-8,835,"tags=19%, list=6%, signal=18%",CSNK1A1/PSMA6/H2BC9/H2BC26/RNF43/H4C4/H4C2/H4C15/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/PSMA2/H3-3B,Reactome
REACTOME_RHO_GTPASE_EFFECTORS,REACTOME_RHO_GTPASE_EFFECTORS,253,-0.7865882855347592,-1.7561930386511613,1.88157495152679e-11,2.2691793915413086e-9,2.1212281821949394e-9,723,"tags=15%, list=5%, signal=14%",H2BC9/PAK2/H2BC26/H4C4/DYNC1I1/H4C2/SFN/NCKAP1/CLASP2/WIPF3/IQGAP2/H4C15/SEH1L/H4C11/H3C1/H4C1/H3C6/H4C14/H2AC19/H4C5/H3C10/H2BC12/H4C16/H2AC8/H2BC11/H2AC20/H2BC15/H4C8/H2BC21/H2BC5/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
