ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,collection
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,27/508,54/8670,0.5,8.533464566929133,13.853415087483704,1.2196320320335447e-19,1.1017342689369686e-17,1.0152901740349419e-17,H3-3B/H3-3A/POLR1H/H2AJ/POLR1F/H2AZ2/H4C3/H2AC6/H2AX/POLR1G/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/H4C14/KAT2B/H4C11,27,Reactome
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,27/508,54/8670,0.5,8.533464566929133,13.853415087483704,1.2196320320335447e-19,1.1017342689369686e-17,1.0152901740349419e-17,H3-3B/H3-3A/POLR1H/H2AJ/POLR1F/H2AZ2/H4C3/H2AC6/H2AX/POLR1G/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/GTF2H4/H4C14/H4C11,27,Reactome
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,23/508,39/8670,0.5897435897435898,10.065112053301029,14.154449534848512,4.426650795102288e-19,3.6911457399160614e-17,3.401531663604916e-17,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/H4C14/H4C11,23,Reactome
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,25/508,51/8670,0.49019607843137253,8.366141732283465,13.1617846582898,5.26184703427199e-18,4.074172989393455e-16,3.7545058913715174e-16,H2AJ/H1-2/H2AZ2/H1-0/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H1-4/H4C8/H2BC11/H1-1/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H1-3/H4C5/HMGA1/H4C14/RAD50/H4C11,25,Reactome
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,25/508,53/8670,0.4716981132075472,8.050438270687861,12.843815704263317,1.7175304634360746e-17,1.2412020149098032e-15,1.1438150244216384e-15,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/H4C14/PYGO1/AXIN2/H4C11,25,Reactome
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION,REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION,25/508,54/8670,0.46296296296296297,7.901356080489938,12.691020127612964,3.026244404573529e-17,2.050280584098566e-15,1.889411802592289e-15,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/H4C14/KAT2B/NR4A3/H4C11,25,Reactome
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,17/508,23/8670,0.7391304347826086,12.614686751112632,13.91415228597366,6.356521443722763e-17,4.0532172029385145e-15,3.7351943344228495e-15,SARS1/EPRS1/GARS1/DARS1/LARS1/NARS1/RARS1/IARS1/TARS1/CARS1/HARS1/YARS1/KARS1/AARS1/MARS1/WARS1/VARS1,17,Reactome
REACTOME_AMYLOID_FIBER_FORMATION,REACTOME_AMYLOID_FIBER_FORMATION,26/508,61/8670,0.4262295081967213,7.274428811152704,12.268199289266812,8.788852189693876e-17,5.292842096460089e-15,4.877555981297946e-15,H3-3B/H3-3A/H2AZ1/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/TGFBI/SAA1/H4C14/SORL1/HSPG2/H4C11,26,Reactome
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,23/508,47/8670,0.48936170212765956,8.351901491037024,12.607746777590815,1.2164190287594186e-16,6.9399906693432095e-15,6.39546625092902e-15,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/H4C14/H4C11,23,Reactome
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,18/508,27/8670,0.6666666666666666,11.377952755905511,13.473467443020626,1.4187867659614382e-16,7.689824271510995e-15,7.086466531038973e-15,H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H4C5/H4C14/H4C11,18,Reactome
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,28/508,74/8670,0.3783783783783784,6.457756969567994,11.762507457031171,2.4106223998556957e-16,1.2326807370577762e-14,1.1359623416855987e-14,H3-3B/H3-3A/POLR1H/H2AJ/POLR1F/H2AZ2/H4C3/H2AC6/H2AX/POLR1G/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/GTF2H4/H4C14/KAT2B/H4C11,28,Reactome
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,24/508,53/8670,0.4528301886792453,7.728420739860348,12.257194892804597,2.5017505733644903e-16,1.2326807370577762e-14,1.1359623416855987e-14,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/SFN/H4C14/H4C11,24,Reactome
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,27/508,69/8670,0.391304347826087,6.678363574118452,11.813846672449557,3.060370083464549e-16,1.4423657262937265e-14,1.32919506142236e-14,H3-3B/H3-3A/POLR1H/H2AJ/POLR1F/H2AZ2/H4C3/H2AC6/H2AX/POLR1G/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/H4C14/KAT2B/H4C11,27,Reactome
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,27/508,70/8670,0.38571428571428573,6.582958380202475,11.699902620183673,4.714274806596815e-16,2.129280787646228e-14,1.9622135050264813e-14,H3-3B/H3-3A/POLR1H/H2AJ/POLR1F/H2AZ2/H4C3/H2AC6/H2AX/POLR1G/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/GTF2H4/H4C14/H4C11,27,Reactome
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,27/508,72/8670,0.375,6.40009842519685,11.47855622389152,1.0898366440039605e-15,4.7255316884011726e-14,4.354757790146351e-14,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/ELF3/ST3GAL6/H4C5/RBPJ/H4C14/KAT2B/H4C11,27,Reactome
REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS,REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS,14/508,17/8670,0.8235294117647058,14.05511811023622,13.44125983200208,2.7358609352670575e-15,1.1406435591651887e-13,1.0511465698657642e-13,H3-3B/H3-3A/H4C3/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H4C16/H2BC12/H4C5/H4C14/H4C11,14,Reactome
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS,REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS,24/508,58/8670,0.41379310344827586,7.062177572631007,11.556031104415885,3.1251094717649857e-15,1.2546735805160163e-13,1.156229586239755e-13,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/BCL7A/H4C5/H4C14/H4C11,24,Reactome
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,20/508,40/8670,0.5,8.533464566929133,11.91344626086708,7.272319378000055e-15,2.8154265020543073e-13,2.594522966060922e-13,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H4C5/H4C14/H4C11,20,Reactome
REACTOME_HDACS_DEACETYLATE_HISTONES,REACTOME_HDACS_DEACETYLATE_HISTONES,23/508,55/8670,0.41818181818181815,7.137079455977093,11.390256713888006,9.049834522847123e-15,3.3827657319883733e-13,3.1173477176703885e-13,H4C3/H2AC6/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H2AC25/H4C16/H2BC18/H2AC8/H2AC19/H2BC12/H3C6/H2AC11/H3C1/H3C10/H2AC12/H4C5/H2AC15/H4C14/H4C11,23,Reactome
REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT,REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT,25/508,68/8670,0.36764705882352944,6.274606299212598,10.893384893667712,2.1950892565183088e-14,7.931589180219489e-13,7.309262120827632e-13,H3-3B/H3-3A/H2AJ/H2AZ2/PABPN1/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/EIF4A1/H4C5/H4C14/H4C11,25,Reactome
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,25/508,69/8670,0.36231884057971014,6.183669976035604,10.784635660983026,3.257223466018165e-14,1.1389774958592553e-12,1.0496112289477889e-12,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/SEH1L/H4C14/NUP42/H4C11,25,Reactome
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,18/508,34/8670,0.5294117647058824,9.035433070866143,11.711445242680645,4.5363167219532316e-14,1.5366772895616571e-12,1.4161067661623737e-12,H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H4C5/H4C14/H4C11,18,Reactome
REACTOME_HCMV_LATE_EVENTS,REACTOME_HCMV_LATE_EVENTS,26/508,76/8670,0.34210526315789475,5.838686282635724,10.569505018613802,4.842443272916915e-14,1.5906692448005867e-12,1.4658624133965397e-12,H4C3/H2AC6/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H2AC25/H4C16/H2BC18/H2AC8/H2AC19/H2BC12/H3C6/H2AC11/H3C1/H3C10/H2AC12/H4C5/H2AC15/SEH1L/H4C14/CHMP4B/NUP42/H4C11,26,Reactome
REACTOME_MEIOSIS,REACTOME_MEIOSIS,25/508,71/8670,0.352112676056338,6.009482089386713,10.573434772673558,7.002140547547518e-14,2.232447162806326e-12,2.0572852568491e-12,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/BLM/H4C14/RAD50/H4C11,25,Reactome
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES,REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES,28/508,91/8670,0.3076923076923077,5.251362810417929,10.170647294951621,1.0693500869951559e-13,3.31192998372214e-12,3.052069872356099e-12,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/ACSL1/LPL/H4C14/PHLDA1/PNPLA2/PPARG/H4C11,28,Reactome
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,19/508,40/8670,0.475,8.106791338582678,11.2387037792776,1.1604802005081254e-13,3.4943348259744665e-12,3.22016289556202e-12,SARS1/EPRS1/GARS1/DARS1/LARS1/NARS1/RARS1/IARS1/TARS1/CARS1/TARS3/HARS1/YARS1/KARS1/AARS1/MARS1/WARS1/VARS1/VARS2,19,KEGG
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS,REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS,24/508,67/8670,0.3582089552238806,6.113526853919379,10.482166246559773,1.440963266576667e-13,4.221632921538127e-12,3.890395846319366e-12,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/H4C14/ZNF354A/H4C11,24,Reactome
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,25/508,74/8670,0.33783783783783783,5.76585443711428,10.271325503912847,2.0872622500611914e-13,5.954190208069294e-12,5.487013505008506e-12,H3-3B/PSMA2/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/H4C14/PSMA6/H4C11,25,Reactome
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,23/508,63/8670,0.36507936507936506,6.230783652043494,10.39511249031761,2.929135616162409e-13,8.141494892102696e-12,7.502698244907222e-12,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/H4C14/H4C11,23,Reactome
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,19/508,42/8670,0.4523809523809524,7.720753655793026,10.891949430985912,3.536893892990021e-13,9.584982450002958e-12,8.832927116967184e-12,H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/CENPP/H4C5/H4C14/H4C11,19,Reactome
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,20/508,49/8670,0.40816326530612246,6.966093524023783,10.447859817988531,9.078205417913794e-13,2.4001889446386712e-11,2.211865710295299e-11,H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H4C8/H2AC20/H2AC25/H4C16/H2AC8/H2AC19/H3C6/H2AC11/H3C1/H3C10/H2AC12/H4C5/H2AC15/H4C14/H4C11,20,Reactome
REACTOME_HCMV_EARLY_EVENTS,REACTOME_HCMV_EARLY_EVENTS,26/508,88/8670,0.29545454545454547,5.042501789549034,9.50857341965874,2.371931126298112e-12,6.121841287874175e-11,5.641510373074957e-11,H4C3/H2AC6/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H2AC25/H4C16/H2BC18/H2AC8/H2AC19/H2BC12/H3C6/H2AC11/H3C1/H3C10/DYNC1I1/H2AC12/H4C5/H2AC15/SEH1L/H4C14/NUP42/H4C11,26,Reactome
REACTOME_TRNA_AMINOACYLATION,REACTOME_TRNA_AMINOACYLATION,18/508,41/8670,0.43902439024390244,7.49279815632802,10.395889587294084,2.8289714461262795e-12,7.131639645583458e-11,6.572078096386388e-11,SARS1/EPRS1/GARS1/DARS1/LARS1/NARS1/RARS1/IARS1/TARS1/CARS1/HARS1/YARS1/KARS1/AARS1/MARS1/WARS1/VARS1/VARS2,18,Reactome
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,23/508,72/8670,0.3194444444444444,5.451935695538057,9.463122736419452,7.380269329404545e-12,1.8182299893351198e-10,1.6755683238289265e-10,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/H4C14/H4C11,23,Reactome
REACTOME_REPRODUCTION,REACTOME_REPRODUCTION,25/508,86/8670,0.29069767441860467,4.961316608679729,9.210050009445345,9.438279522199042e-12,2.2735766671252802e-10,2.0951876646940092e-10,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/H4C5/BLM/H4C14/RAD50/H4C11,25,Reactome
REACTOME_HATS_ACETYLATE_HISTONES,REACTOME_HATS_ACETYLATE_HISTONES,27/508,101/8670,0.26732673267326734,4.562446402120527,8.98384017025274,1.2218558120511128e-11,2.879329783181318e-10,2.6534122783444073e-10,H4C3/H2AC6/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H2AC25/H4C16/H2BC18/H2AC8/H2AC19/H2BC12/H3C6/H2AC11/H3C1/H3C10/H2AC12/H4C5/H2AC15/TAF6L/H4C14/KAT2B/ATXN7/KAT7/H4C11,27,Reactome
REACTOME_MEIOTIC_SYNAPSIS,REACTOME_MEIOTIC_SYNAPSIS,18/508,46/8670,0.391304347826087,6.678363574118452,9.633094049466559,2.9960979915340794e-11,6.910149410261578e-10,6.367966391860786e-10,H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H4C5/H4C14/H4C11,18,Reactome
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS,REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS,26/508,99/8670,0.26262626262626265,4.4822238129324745,8.69313838637768,4.5743755022616654e-11,1.0330464675940927e-9,9.519917437820878e-10,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AC6/H2AX/H2BC5/H2BC21/H4C8/H2BC11/H2BC15/H2AC20/H4C16/H2AC8/H2AC19/H2BC12/H3C6/H3C1/H3C10/BCL7A/H4C5/H4C14/ZNF354A/H4C11/TASOR,26,Reactome
