ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,collection
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,73,-0.9528067001894437,-1.868389914107317,1.1053747640270963e-14,6.361431766975939e-12,5.980659249578184e-12,210,"tags=34%, list=2%, signal=34%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/POLR1G/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/POLR1F/POLR1H/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,53,-0.9656766953098288,-1.8640198189545374,6.537719957477769e-14,2.5083052236856373e-11,2.358167058346367e-11,210,"tags=47%, list=2%, signal=47%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/POLR1G/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/POLR1F/POLR1H/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,52,-0.9652555893382475,-1.8581013460279658,2.3596402436299513e-13,6.789864801045185e-11,6.383447816977869e-11,210,"tags=42%, list=2%, signal=42%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,67,-0.9485031426416155,-1.8547986597362989,7.942280154034985e-13,1.7479127928882926e-10,1.6432889945485983e-10,210,"tags=33%, list=2%, signal=32%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,73,-0.9385480813740547,-1.8404297207349605,5.852115406999262e-12,8.419731041820189e-10,7.915756103151634e-10,210,"tags=32%, list=2%, signal=31%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/PSMA2/H3-3B,Reactome
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,68,-0.9427002138329615,-1.8401841323342967,9.369772873440691e-12,1.1982898419255817e-9,1.1265645045493605e-9,210,"tags=32%, list=2%, signal=32%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_HDACS_DEACETYLATE_HISTONES,REACTOME_HDACS_DEACETYLATE_HISTONES,53,-0.9526477473507666,-1.838870390233958,3.878785468317685e-11,3.1889157671668962e-9,2.9980386928049474e-9,226,"tags=40%, list=2%, signal=39%",H2AC12/H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H2AC11/H4C16/H3C10/H2BC18/H2AC25/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H4C3,Reactome
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,81,-0.9337332491525626,-1.838578037704681,1.0630225499755038e-12,1.7479127928882926e-10,1.6432889945485983e-10,210,"tags=27%, list=2%, signal=27%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,60,-0.9512369313262403,-1.8375564005821157,1.918273644663134e-11,1.6984099730825132e-9,1.5967492362054264e-9,210,"tags=37%, list=2%, signal=36%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,79,-0.9331338395602065,-1.8342487108642982,1.0483896660902564e-12,1.7479127928882926e-10,1.6432889945485983e-10,210,"tags=28%, list=2%, signal=28%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_CELLULAR_SENESCENCE,REACTOME_CELLULAR_SENESCENCE,144,-0.9027930889596886,-1.817814204747329,1.2024102328222514e-15,1.3839741779784114e-12,1.3011344414118678e-12,219,"tags=19%, list=2%, signal=19%",HMGA1/H4C14/H3C6/H1-3/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H1-1/H2AC20/H2AC8/H1-4/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H1-0/H2AZ2/H1-2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,34,-0.9778835346572249,-1.8175431724534612,1.2775672368230933e-11,1.3367998996212548e-9,1.256783846367598e-9,210,"tags=65%, list=2%, signal=64%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,39,-0.9586489074150737,-1.8140590924476885,6.886913005086471e-9,3.0487834110978953e-7,2.866294157582548e-7,210,"tags=49%, list=2%, signal=48%",H4C14/H4C1/H2AC19/H4C5/H4C16/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,49,-0.9469630117221983,-1.8133392522966776,7.402760611174407e-9,3.1557694309117563e-7,2.966876377499918e-7,219,"tags=47%, list=2%, signal=46%",HMGA1/H4C14/H1-3/H4C1/H2AC19/H4C5/H4C16/H1-1/H2AC20/H2AC8/H1-4/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H1-0/H2AZ2/H1-2/H2AJ,Reactome
REACTOME_GENE_SILENCING_BY_RNA,REACTOME_GENE_SILENCING_BY_RNA,89,-0.9146563016933694,-1.8108941431494145,4.3050237965953993e-11,3.3033882599208696e-9,3.105659272210576e-9,210,"tags=27%, list=2%, signal=27%",PLD6/TSNAX/H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_REPRODUCTION,REACTOME_REPRODUCTION,79,-0.9182828306943434,-1.8050562813194837,1.0132566582747717e-10,6.479213409301456e-9,6.091390904716172e-9,210,"tags=28%, list=2%, signal=28%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION,REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION,30,-0.9793422016568765,-1.8015805166206922,6.650864882004211e-11,4.503026752462851e-9,4.233491701981628e-9,210,"tags=73%, list=2%, signal=72%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_BASE_EXCISION_REPAIR,REACTOME_BASE_EXCISION_REPAIR,60,-0.9282062962986041,-1.7930668634217999,1.7219585117512052e-8,6.606580823418791e-7,6.211134561685049e-7,210,"tags=30%, list=2%, signal=30%",H4C14/H4C1/H2AC19/H4C5/H4C16/H2AC20/H2AC8/ADPRS/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ,Reactome
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,51,-0.9310859852037803,-1.7889824094843338,5.104788149588798e-8,1.6321142111601962e-6,1.5344217011044692e-6,210,"tags=43%, list=2%, signal=43%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,37,-0.9556446632924108,-1.7862779662090855,9.119942901053276e-8,2.832062018577743e-6,2.6625449312706753e-6,210,"tags=49%, list=2%, signal=48%",CENPW/H4C14/H4C1/H2AC19/H4C5/H4C16/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ,Reactome
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,103,-0.8981561058916762,-1.7859227985247303,1.306882587282079e-10,7.916957147166699e-9,7.443076452775497e-9,210,"tags=21%, list=2%, signal=21%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_AMYLOID_FIBER_FORMATION,REACTOME_AMYLOID_FIBER_FORMATION,57,-0.9201129319028231,-1.783970207035092,9.349987550473868e-8,2.832062018577743e-6,2.6625449312706753e-6,210,"tags=37%, list=2%, signal=36%",H4C14/H3C6/H3C1/H4C1/H2AC19/H4C5/H4C16/H3C10/H2AC20/H2AC8/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H2AX/H4C3/H2AZ1/H3-3A/H3-3B,Reactome
