ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,collection
REACTOME_CHROMOSOME_MAINTENANCE,REACTOME_CHROMOSOME_MAINTENANCE,21/349,96/7889,0.21875,4.944752865329513,8.365917359656821,7.521002011470765e-10,1.202956464700167e-8,1.1031390911772775e-8,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AX/H2AC6/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H2AC8/H2AC20/H4C16/H4C5/H2AC19/H4C1/H4C14/CENPW/CHTF8,21,Reactome
REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,23/349,115/7889,0.2,4.5209169054441265,8.182630102905183,7.621688266315736e-10,1.202956464700167e-8,1.1031390911772775e-8,H3-3B/H3-3A/H2AJ/H2AZ2/H4C3/H2AX/H2AC6/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H2AC8/H2AC20/H3C10/H4C16/H4C5/H2AC19/H4C1/H3C1/H3C6/H4C14/ACSL1,23,Reactome
REACTOME_HATS_ACETYLATE_HISTONES,REACTOME_HATS_ACETYLATE_HISTONES,21/349,98/7889,0.21428571428571427,4.843839541547278,8.237438348687817,1.1262603224808604e-9,1.7484729924415982e-8,1.6033904504688695e-8,H4C3/H2AC6/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H2AC8/H2AC20/H2AC25/H2BC18/H3C10/H4C16/H2AC11/H4C5/H2AC19/H4C1/H3C1/H3C6/H4C14/H2AC12,21,Reactome
REACTOME_HCMV_INFECTION,REACTOME_HCMV_INFECTION,22/349,109/7889,0.2018348623853211,4.562393207328935,8.057045125208557,1.5016374183545126e-9,2.293630056744715e-8,2.103312173416762e-8,H4C3/H2AC6/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H2AC8/H2AC20/H2AC25/H2BC18/H3C10/H4C16/H2AC11/H4C5/H2AC19/H4C1/H3C1/H3C6/H4C14/H2AC12/CHMP4B,22,Reactome
REACTOME_DNA_REPLICATION,REACTOME_DNA_REPLICATION,24/349,134/7889,0.1791044776119403,4.0485823033827995,7.657198646406922,3.3896340006065476e-9,5.0952117437688896e-8,4.672427820384965e-8,H3-3B/PSMA2/H3-3A/H2AJ/H2AZ2/H4C3/H2AX/H2AC6/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H2AC8/H2AC20/H3C10/H4C16/H4C5/H2AC19/H4C1/H3C1/H3C6/H4C14/POLG,24,Reactome
REACTOME_SIGNALING_BY_NOTCH,REACTOME_SIGNALING_BY_NOTCH,27/349,169/7889,0.15976331360946747,3.6113833268340656,7.382710192125602,4.7255114217944855e-9,6.992280181936528e-8,6.412083754902056e-8,H3-3B/PSMA2/H3-3A/H2AJ/H2AZ2/H4C3/H2AX/H2AC6/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H2AC8/H2AC20/H3C10/H4C16/H4C5/H2AC19/H4C1/H3C1/H3C6/H4C14/ELF3/NOTCH4/PSEN2/TACC3,27,Reactome
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,25/349,155/7889,0.16129032258064516,3.645900730196876,7.157276626384438,1.4731522156500366e-8,2.1462694588008994e-7,1.9681790735405346e-7,H3-3B/PSMA2/H3-3A/H2AJ/H2AZ2/H4C3/H2AX/H2AC6/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H2AC8/H2AC20/H3C10/H4C16/H4C5/H2AC19/H4C1/H3C1/H3C6/H4C14/FZD8/CSNK1A1,25,Reactome
REACTOME_SIGNALING_BY_WNT,REACTOME_SIGNALING_BY_WNT,30/349,226/7889,0.13274336283185842,3.000608565560261,6.564889526377145,5.370615166803255e-8,7.706019034791943e-7,7.066598903688493e-7,H3-3B/PSMA2/H3-3A/H2AJ/H2AZ2/H4C3/H2AX/H2AC6/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H2AC8/H2AC20/H3C10/H4C16/H4C5/SMURF1/H2AC19/H4C1/H3C1/H3C6/H4C14/ROR2/GNG10/GNG5/TLE5/FZD8/CSNK1A1,30,Reactome
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,24/349,159/7889,0.1509433962264151,3.412012758825756,6.609961158279684,1.0700920762375306e-7,1.512503277905883e-6,1.3870007272521018e-6,H3-3B/PSMA2/H3-3A/H2AJ/H2AZ2/H4C3/H2AX/H2AC6/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H2AC8/H2AC20/H3C10/H4C16/H4C5/H2AC19/H4C1/H3C1/H3C6/H4C14/ESR1,24,Reactome
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,11/349,45/7889,0.24444444444444444,5.525565106653932,6.5496904223787435,2.8421047009139375e-6,3.9580487525963214e-5,3.6296228765541774e-5,H4C3/H2AX/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H4C16/H4C5/H4C1/H4C14,11,Reactome
REACTOME_HDMS_DEMETHYLATE_HISTONES,REACTOME_HDMS_DEMETHYLATE_HISTONES,9/349,32/7889,0.28125,6.357539398280802,6.533147712073635,6.648568532973539e-6,9.124919421341944e-5,8.36776359985228e-5,H4C3/H4C8/H3C10/H4C16/H4C5/H4C1/H3C1/H3C6/H4C14,9,Reactome
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,11/349,53/7889,0.20754716981132076,4.691517543385414,5.801043863732886,1.552099188564077e-5,2.099768473671687e-4,1.9255365873163365e-4,H4C3/H2AX/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H4C16/H4C5/H4C1/H4C14,11,Reactome
REACTOME_CHROMATIN_ORGANIZATION,REACTOME_CHROMATIN_ORGANIZATION,25/349,228/7889,0.10964912280701754,2.4785728648268233,4.873914602386667,2.3111098294775937e-5,3.082564800725748e-4,2.8267837054396066e-4,H2AJ/H2AZ2/H4C3/H2AX/H2AC6/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H2AC8/H2AC20/H2AC25/H2BC18/H3C10/H4C16/H2AC11/H4C5/H2AC19/H4C1/H3C1/H3C6/H4C14/JAK2/H2AC12,25,Reactome
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,26/349,247/7889,0.10526315789473684,2.3794299502337504,4.738655128763156,3.244173356313785e-5,4.26698912281827e-4,3.9129283902907496e-4,H3-3B/H3-3A/H2AJ/POLR1H/POLR1F/H2AZ2/H4C3/H2AX/H2AC6/H2BC21/H2BC5/H4C8/H2BC15/H2BC11/H2AC8/H2AC20/POLR1G/H3C10/H4C16/H4C5/H2AC19/H4C1/H3C1/H3C6/H4C14/ACSL1,26,Reactome
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF,REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF,6/349,16/7889,0.375,8.476719197707736,6.440379030846887,3.943451586811781e-5,5.115683085905147e-4,4.691200517836654e-4,H1-2/H1-0/H1-4/H1-1/H1-3/HMGA1,6,Reactome
REACTOME_METALLOPROTEASE_DUBS,REACTOME_METALLOPROTEASE_DUBS,7/349,26/7889,0.2692307692307692,6.085849680405555,5.588130600695151,9.903291740652249e-5,0.0012673536862699566,0.0011621928429641686,H2AC6/H2AC8/H2AC20/H2AC25/H2AC11/H2AC19/H2AC12,7,Reactome
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,5/349,12/7889,0.4166666666666667,9.41857688634193,6.278550249751834,1.0081755028781946e-4,0.0012729896016342003,0.0011673611085958042,H1-2/H1-0/H1-4/H1-1/H1-3,5,Reactome
