ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,collection
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,265,-0.8573033897321857,-1.5592532229639158,2.2322850901596605e-11,6.685693845028183e-9,6.215151645760318e-9,352,"tags=10%, list=3%, signal=10%",ACSL1/TASOR/BCL7A/H4C11/GTF2H4/H4C5/H2AC19/H3C10/H2BC12/H2AC8/H4C16/H2BC11/H2AC20/H4C8/H2BC21/H2BC5/H2BC15/POLR1G/H2AX/H2AC6/H4C3/H2AZ2/POLR1F/H2AJ/POLR1H/H3-3A/H3-3B,Reactome
REACTOME_UCH_PROTEINASES,REACTOME_UCH_PROTEINASES,78,-0.8591568467110734,-1.5527049133074,2.942125396060217e-4,0.0058744437074669,0.005460997664967912,229,"tags=13%, list=2%, signal=13%",PSMA6/INO80B/H2AC12/H2AC19/H2AC11/H2AC8/H2AC25/H2AC20/H2AC6/PSMA2,Reactome
REACTOME_RHO_GTPASE_EFFECTORS,REACTOME_RHO_GTPASE_EFFECTORS,236,-0.8441746662247841,-1.5303908579676755,9.253540082360304e-9,4.2362225636273774e-7,3.938075276616963e-7,240,"tags=9%, list=2%, signal=9%",H4C11/H4C5/SFN/SEH1L/H2AC19/H3C10/H2BC12/H2AC8/H4C16/H2BC11/H2AC20/H4C8/H2BC21/H2BC5/H2BC15/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_CHROMATIN_ORGANIZATION,REACTOME_CHROMATIN_ORGANIZATION,231,-0.8380477942685557,-1.5217426115063026,6.25213550853275e-8,2.4161478513620114e-6,2.246098257394788e-6,512,"tags=12%, list=4%, signal=11%",KMT5A/KMT2A/TAF6L/BCL7A/H4C11/H2AC12/H4C5/KAT7/H2AC19/H3C10/H2AC11/H2BC12/H2AC8/H4C16/H2BC18/H2AC25/H2BC11/H2AC20/H4C8/H2BC21/H2BC5/H2BC15/H2AX/H2AC6/H4C3/H2AZ2/H2AJ,Reactome
REACTOME_HOMOLOGY_DIRECTED_REPAIR,REACTOME_HOMOLOGY_DIRECTED_REPAIR,108,-0.8364499366101017,-1.5197290567938655,2.565562010180347e-4,0.005209395403722128,0.004842755765871199,561,"tags=15%, list=4%, signal=14%",LIG3/PIAS4/RTEL1/BLM/RAD50/H4C11/H4C5/H2BC12/H4C16/H2BC11/H4C8/H2BC21/H2BC5/H2BC15/H2AX/H4C3,Reactome
REACTOME_SIGNALING_BY_WNT,REACTOME_SIGNALING_BY_WNT,241,-0.8315939987942214,-1.509390150969691,1.3397363223788094e-7,4.585726040599468e-6,4.262980538576783e-6,356,"tags=10%, list=3%, signal=9%",GNG10/TLE5/H4C11/H4C5/H2AC19/H3C10/H2BC12/H2AC8/H4C16/H2BC11/H2AC20/H4C8/H2BC21/H2BC5/H2BC15/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/PSMA2/H3-3B,Reactome
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,154,-0.8276070000394761,-1.5069504387109405,3.26973153288119e-5,7.532958416137819e-4,7.002785347749594e-4,229,"tags=9%, list=2%, signal=9%",H2AC12/H2AC19/H2AC11/H2BC12/H2AC8/H2BC18/H2AC25/H2BC11/H2AC20/H2BC21/H2BC5/H2BC15/H2AC6/PSMA2,Reactome
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,218,-0.8252845867338131,-1.5002253323355137,1.1425617323820588e-6,3.259021322365968e-5,3.0296499069178405e-5,957,"tags=17%, list=7%, signal=16%",TFF3/CBFB/EEPD1/ALDH1A2/TLE3/AREG/USF1/FABP5/CYP26B1/APOC1/SPHK1/GNG5/CITED1/ABCG1/GNG10/APOD/H4C11/H4C5/H2AC19/H3C10/H2BC12/H2AC8/H4C16/H2BC11/H2AC20/H4C8/H2BC21/H2BC5/H2BC15/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_M_PHASE,REACTOME_M_PHASE,331,-0.8175388334558332,-1.4828622767613349,9.105892051686434e-9,4.2362225636273774e-7,3.938075276616963e-7,915,"tags=12%, list=7%, signal=11%",ANAPC1/MAD1L1/NUP160/CHMP4C/YWHAE/PSMA6/CEP63/PRKAR2B/PCM1/EMD/LPIN2/KMT5A/SET/NUP42/LEMD2/CHMP4B/H4C11/H4C5/SEH1L/H2AC19/H3C10/H2BC12/H2AC8/H4C16/H2BC11/H2AC20/H4C8/H2BC21/H2BC5/H2BC15/CEP43/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/PSMA2/H3-3B,Reactome
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,137,-0.7995904950324116,-1.4553246299484777,7.098729163731604e-4,0.0126929515494783,0.01179961579768741,569,"tags=13%, list=4%, signal=13%",MAPK8/LIG3/PIAS4/RTEL1/TDP1/BLM/RAD50/H4C11/H4C5/H2BC12/H4C16/H2BC11/H4C8/H2BC21/H2BC5/H2BC15/H2AX/H4C3,Reactome
