ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,collection
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,35,-0.9528134525837874,-1.7213392642317158,9.453094730666059e-7,2.9664865522516707e-5,2.8071475124948217e-5,263,"tags=49%, list=2%, signal=48%",H4C1/H2BC12/H4C5/H2AC19/H2AC8/H4C16/H2BC11/H2AC20/H2BC15/H4C8/H2BC5/H2BC21/H2AX/H2AC6/H4C3/H2AZ2/H2AJ,Reactome
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,28,-0.9588003839441727,-1.7189540744720537,4.6935004196264266e-6,1.2182241089163703e-4,1.1527895767503505e-4,263,"tags=61%, list=2%, signal=60%",H4C1/H2BC12/H4C5/H2AC19/H2AC8/H4C16/H2BC11/H2AC20/H2BC15/H4C8/H2BC5/H2BC21/H2AX/H2AC6/H4C3/H2AZ2/H2AJ,Reactome
REACTOME_CRISTAE_FORMATION,REACTOME_CRISTAE_FORMATION,31,-0.9494162785295857,-1.71686654768757,2.8455233083272956e-6,7.553570963923368e-5,7.147845630965694e-5,362,"tags=16%, list=3%, signal=16%",DMAC2L/MICOS10/ATP5MK/MICOS13/ATP5MJ,Reactome
REACTOME_GENE_SILENCING_BY_RNA,REACTOME_GENE_SILENCING_BY_RNA,94,-0.9051994922203106,-1.7141659883563756,1.1798807322412585e-9,1.252818813870718e-7,1.1855260945964799e-7,296,"tags=24%, list=2%, signal=24%",H3C1/H4C1/H2BC12/H4C5/H3C10/H2AC19/H3C6/SEH1L/H2AC8/H4C16/H2BC11/H2AC20/H2BC15/H4C8/H2BC5/H2BC21/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,41,-0.9427933704216978,-1.713606778476541,9.65124049533934e-7,2.9664865522516707e-5,2.8071475124948217e-5,263,"tags=41%, list=2%, signal=41%",H4C1/H2BC12/H4C5/H2AC19/H2AC8/H4C16/H2BC11/H2AC20/H2BC15/H4C8/H2BC5/H2BC21/H2AX/H2AC6/H4C3/H2AZ2/H2AJ,Reactome
REACTOME_CELLULAR_SENESCENCE,REACTOME_CELLULAR_SENESCENCE,148,-0.8987372081235437,-1.710147266951869,1.5946921068319823e-13,1.8626003807797554e-10,1.762554433866928e-10,296,"tags=20%, list=2%, signal=19%",RAD50/H3C1/H4C1/HMGA1/H2BC12/H4C5/H3C10/H2AC19/H1-3/H3C6/H2AC8/H4C16/H2BC11/H1-1/H2AC20/H2BC15/H1-4/H4C8/H2BC5/H2BC21/H2AX/H2AC6/H1-0/H4C3/H2AZ2/H1-2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_AMYLOID_FIBER_FORMATION,REACTOME_AMYLOID_FIBER_FORMATION,57,-0.9186543014617778,-1.7091511189898752,4.772290134341983e-7,1.7418858990348237e-5,1.6483238950852243e-5,296,"tags=37%, list=2%, signal=36%",H3C1/H4C1/H2BC12/H4C5/H3C10/H2AC19/H3C6/H2AC8/H4C16/H2BC11/H2AC20/H2BC15/H4C8/H2BC5/H2BC21/H2AX/H2AC6/H4C3/H2AZ1/H3-3A/H3-3B,Reactome
REACTOME_HDACS_DEACETYLATE_HISTONES,REACTOME_HDACS_DEACETYLATE_HISTONES,55,-0.9084426376248311,-1.6891090378319582,2.486743698469248e-6,6.754689860028097e-5,6.391874867546415e-5,296,"tags=38%, list=2%, signal=37%",H2AC12/H3C1/H4C1/H2AC11/H2BC12/H4C5/H3C10/H2AC19/H3C6/H2BC18/H2AC8/H4C16/H2BC11/H2AC25/H2AC20/H2BC15/H4C8/H2BC5/H2BC21/H2AC6/H4C3,Reactome
REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,118,-0.8847058561455665,-1.6848089032697375,1.6347110661229979e-9,1.4687250194089702e-7,1.3898353193758282e-7,382,"tags=21%, list=3%, signal=21%",PPARG/H3C1/H4C1/LPL/ACSL1/H2BC12/H4C5/H3C10/H2AC19/H3C6/H2AC8/H4C16/H2BC11/H2AC20/H2BC15/H4C8/H2BC5/H2BC21/H2AX/H2AC6/H4C3/H2AZ2/H2AJ/H3-3A/H3-3B,Reactome
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,55,-0.898225633841458,-1.670112094364862,8.332315704995335e-6,2.0706690943477767e-4,1.9594471422721394e-4,401,"tags=22%, list=3%, signal=21%",RAD50/H4C1/H2BC12/H4C5/H4C16/H2BC11/H2BC15/H4C8/H2BC5/H2BC21/H2AX/H4C3,Reactome
