category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Nervous system,hsa04722,Neurotrophin signaling pathway,3/117,101/5299,0.0297029702970297,1.3452652957603453,0.5263755162862271,0.3865477718183401,0.9211325552932047,0.9211325552932047,27330/4803/5336,3
Metabolism,Metabolism of cofactors and vitamins,hsa00860,Porphyrin metabolism,1/117,22/5299,0.045454545454545456,2.0586635586635587,0.7476114787924873,0.38870881571335514,0.9211325552932047,0.9211325552932047,3162,1
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,1/117,22/5299,0.045454545454545456,2.0586635586635587,0.7476114787924873,0.38870881571335514,0.9211325552932047,0.9211325552932047,653689,1
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,2/117,61/5299,0.03278688524590164,1.4849376488720751,0.5723586840969729,0.391702993615185,0.9211325552932047,0.9211325552932047,3918/2335,2
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,1/117,23/5299,0.043478260869565216,1.969156447417317,0.6998510481905897,0.40226217340930703,0.9211325552932047,0.9211325552932047,653689,1
Environmental Information Processing,Signal transduction,hsa04392,Hippo signaling pathway - multiple species,1/117,23/5299,0.043478260869565216,1.969156447417317,0.6998510481905897,0.40226217340930703,0.9211325552932047,0.9211325552932047,79633,1
Organismal Systems,Digestive system,hsa04973,Carbohydrate digestion and absorption,1/117,23/5299,0.043478260869565216,1.969156447417317,0.6998510481905897,0.40226217340930703,0.9211325552932047,0.9211325552932047,6518,1
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,2/117,63/5299,0.031746031746031744,1.4377967711301043,0.525222368140805,0.40734203635796573,0.9211325552932047,0.9211325552932047,10991/2790,2
Metabolism,Carbohydrate metabolism,hsa00562,Inositol phosphate metabolism,2/117,64/5299,0.03125,1.4153311965811965,0.502257465541834,0.4150900732271796,0.9211325552932047,0.9211325552932047,8821/5336,2
Metabolism,Amino acid metabolism,hsa00260,"Glycine, serine and threonine metabolism",1/117,24/5299,0.041666666666666664,1.887108262108262,0.6544420802975435,0.41551754219458226,0.9211325552932047,0.9211325552932047,5224,1
Human Diseases,Infectious disease: bacterial,hsa05150,Staphylococcus aureus infection,1/117,24/5299,0.041666666666666664,1.887108262108262,0.6544420802975435,0.41551754219458226,0.9211325552932047,0.9211325552932047,717,1
Human Diseases,Immune disease,hsa05322,Systemic lupus erythematosus,1/117,24/5299,0.041666666666666664,1.887108262108262,0.6544420802975435,0.41551754219458226,0.9211325552932047,0.9211325552932047,717,1
Human Diseases,Cancer: specific types,hsa05224,Breast cancer,3/117,107/5299,0.028037383177570093,1.2698298586149053,0.4236573606601236,0.4224498955251269,0.9211325552932047,0.9211325552932047,2246/8325/1452,3
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,3/117,107/5299,0.028037383177570093,1.2698298586149053,0.4236573606601236,0.4224498955251269,0.9211325552932047,0.9211325552932047,653689/6385/3162,3
