category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Immune system,hsa04672,Intestinal immune network for IgA production,5/268,21/5627,0.23809523809523808,4.999111584932479,4.10555623567609,0.002559956597302988,0.5142038162706306,0.5142038162706306,3586/2826/8174/3111/8741,5
Environmental Information Processing,Signaling molecules and interaction,hsa04080,Neuroactive ligand-receptor interaction,11/268,96/5627,0.11458333333333333,2.405822450248756,3.1066308038364427,0.0055957524250514175,0.5142038162706306,0.5142038162706306,57053/623/5031/5443/6343/1901/5029/2846/2688/134/2149,11
Organismal Systems,Endocrine system,hsa04923,Regulation of lipolysis in adipocytes,6/268,38/5627,0.15789473684210525,3.3152003142183815,3.202128077122997,0.008419655089210127,0.5142038162706306,0.5142038162706306,364/5743/5592/57104/134/2770,6
NA,NA,hsa04082,Neuroactive ligand signaling,8/268,62/5627,0.12903225806451613,2.709195955705344,3.0260806558604534,0.008618430122280323,0.5142038162706306,0.5142038162706306,5031/2790/5443/5029/2787/134/2770/6539,8
Organismal Systems,Endocrine system,hsa03320,PPAR signaling pathway,7/268,50/5627,0.14,2.939477611940299,3.0803128890244773,0.008850744064775293,0.5142038162706306,0.5142038162706306,2171/2180/4023/364/2170/33/5468,7
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,5/268,30/5627,0.16666666666666666,3.499378109452736,3.069306916852518,0.012636300189393298,0.5142038162706306,0.5142038162706306,3040/3043/3586/3039/4035,5
Metabolism,Glycan biosynthesis and metabolism,hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,4/268,20/5627,0.2,4.199253731343284,3.2049686617543953,0.013321407233039935,0.5142038162706306,0.5142038162706306,9955/266722/8509/9953,4
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,12/268,123/5627,0.0975609756097561,2.048416454313797,2.628890844081613,0.013666546611844002,0.5142038162706306,0.5142038162706306,5031/3586/1847/836/5743/196527/1901/5029/51454/4035/5468/1846,12
Human Diseases,Infectious disease: parasitic,hsa05143,African trypanosomiasis,4/268,22/5627,0.18181818181818182,3.817503392130258,2.9608292461884034,0.018668520190840025,0.6243582863825385,0.6243582863825385,3040/3043/3586/3039,4
Organismal Systems,Nervous system,hsa04726,Serotonergic synapse,6/268,53/5627,0.11320754716981132,2.376936074345255,2.2521308164435783,0.03879360650683459,0.9990602630473624,0.9990602630473623,5321/2790/836/5743/2787/2770,6
Cellular Processes,Cell motility,hsa04820,Cytoskeleton in muscle cells,13/268,159/5627,0.08176100628930817,1.716676053693795,2.049899574259316,0.03902892302063884,0.9990602630473624,0.9990602630473623,9672/9172/287/6712/6385/3930/7168/272/2023/825/161176/3339/2335,13
Organismal Systems,Endocrine system,hsa04924,Renin secretion,5/268,41/5627,0.12195121951219512,2.560520567892246,2.242520088730971,0.0435832622809725,0.9990602630473624,0.9990602630473623,5534/84876/134/3778/2770,5
Metabolism,Lipid metabolism,hsa00565,Ether lipid metabolism,4/268,31/5627,0.12903225806451613,2.709195955705344,2.1338271318682094,0.05762180843371477,0.9990602630473624,0.9990602630473623,122618/144110/5321/7368,4
NA,NA,hsa03272,Virion - Hepatitis viruses,4/268,31/5627,0.12903225806451613,2.709195955705344,2.1338271318682094,0.05762180843371477,0.9990602630473624,0.9990602630473623,49861/128866/137075/3339,4
Organismal Systems,Nervous system,hsa04727,GABAergic synapse,5/268,47/5627,0.10638297872340426,2.2336456017783424,1.8990990941827135,0.0710791759604901,0.9990602630473624,0.9990602630473623,92745/2790/2787/2770/6539,5
Metabolism,Lipid metabolism,hsa00561,Glycerolipid metabolism,5/268,48/5627,0.10416666666666667,2.1871113184079602,1.8469675538169705,0.0764116506085086,0.9990602630473624,0.9990602630473623,84803/4023/84513/57104/9162,5
Human Diseases,Immune disease,hsa05310,Asthma,2/268,10/5627,0.2,4.199253731343284,2.2642368575246383,0.07900707697099588,0.9990602630473624,0.9990602630473623,3586/3111,2
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,10/268,127/5627,0.07874015748031496,1.6532495005288517,1.665041201007392,0.079883409751530507,0.9990602630473624,0.9990602630473623,4803/55540/651/3586/9173/3589/2826/3624/8741/2688,10
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecule (CAM) interaction,7/268,80/5627,0.0875,1.8371735074626865,1.686385151061636,0.08532233716746092,0.9990602630473624,0.9990602630473623,9672/6385/49861/1000/8174/3111/137075,7
Human Diseases,Substance dependence,hsa05032,Morphine addiction,5/268,51/5627,0.09803921568627451,2.0584577114427858,1.6979410153573962,0.09366225754620304,0.9990602630473624,0.9990602630473623,2869/2790/2787/134/2770,5
Metabolism,Carbohydrate metabolism,hsa00052,Galactose metabolism,3/268,23/5627,0.13043478260869565,2.738643737832576,1.868318171283213,0.09375064749417433,0.9990602630473624,0.9990602630473623,7360/5214/2584,3
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,12/268,168/5627,0.07142857142857142,1.499733475479744,1.4704894684786711,0.10342989321468145,0.9990602630473624,0.9990602630473623,4803/27/9771/5336/51196/2246/7424/5321/2790/1942/2787/22800,12
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,3/268,24/5627,0.125,2.624533582089552,1.7834025589684357,0.10354673117389337,0.9990602630473624,0.9990602630473623,653689/2052/5743,3
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,4/268,38/5627,0.10526315789473684,2.210133542812254,1.673722386227153,0.10485037025255227,0.9990602630473624,0.9990602630473623,623/966/10544/2149,4
