category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,4/284,75/5850,0.05333333333333334,1.0985915492957747,0.19409873653996165,0.4976627103418383,0.9997465427521453,0.9997465427521454,4792/595/399694/9846,4
Human Diseases,Cancer: overview,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,4/284,75/5850,0.05333333333333334,1.0985915492957747,0.19409873653996165,0.4976627103418383,0.9997465427521453,0.9997465427521454,4792/5534/7097/3717,4
Organismal Systems,Nervous system,hsa04728,Dopaminergic synapse,5/284,96/5850,0.052083333333333336,1.072843309859155,0.16254317493629108,0.5020912743020425,0.9997465427521453,0.9997465427521454,84152/2790/2770/2787/817,5
Genetic Information Processing,Information processing in viruses,hsa03250,Viral life cycle - HIV-1,3/284,55/5850,0.05454545454545454,1.1235595390524966,0.20795017193042326,0.5038799881934668,0.9997465427521453,0.9997465427521454,6827/256987/128866,3
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,4/284,76/5850,0.05263157894736842,1.0841363973313565,0.16675570389653135,0.5081578989473287,0.9997465427521453,0.9997465427521454,4792/3662/5534/3717,4
Genetic Information Processing,Replication and repair,hsa03440,Homologous recombination,2/284,35/5850,0.05714285714285714,1.1770623742454729,0.23730879045473216,0.5125185583530285,0.9997465427521453,0.9997465427521454,641/10111,2
Metabolism,Global and overview maps,hsa01230,Biosynthesis of amino acids,3/284,56/5850,0.05357142857142857,1.1034959758551306,0.1757747996517159,0.5160971967435359,0.9997465427521453,0.9997465427521454,2023/1491/5230,3
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,3/284,56/5850,0.05357142857142857,1.1034959758551306,0.1757747996517159,0.5160971967435359,0.9997465427521453,0.9997465427521454,4792/836/115004,3
Human Diseases,Cancer: overview,hsa05207,Chemical carcinogenesis - receptor activation,7/284,139/5850,0.050359712230215826,1.0373391427702907,0.10063383955921339,0.5163076997868508,0.9997465427521453,0.9997465427521454,653689/990/595/27006/2770/3717/8817,7
Metabolism,Metabolism of other amino acids,hsa00450,Selenocompound metabolism,1/284,15/5850,0.06666666666666667,1.3732394366197183,0.32691970944508975,0.5264000702346784,0.9997465427521453,0.9997465427521454,1491,1
Human Diseases,Substance dependence,hsa05032,Morphine addiction,3/284,57/5850,0.05263157894736842,1.0841363973313565,0.1441776541885057,0.5281524338382492,0.9997465427521453,0.9997465427521454,2790/2770/2787,3
Environmental Information Processing,Signal transduction,hsa04012,ErbB signaling pathway,4/284,78/5850,0.05128205128205128,1.056338028169014,0.11313947585785467,0.528847960281518,0.9997465427521453,0.9997465427521454,27/5336/399694/817,4
Cellular Processes,Transport and catabolism,hsa04137,Mitophagy - animal,5/284,99/5850,0.050505050505050504,1.0403329065300895,0.09141844148878683,0.5297212331198639,0.9997465427521453,0.9997465427521454,4286/79065/440738/64786/8887,5
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,8/284,162/5850,0.04938271604938271,1.0172143974960874,0.05018777243504349,0.5327145356049762,0.9997465427521453,0.9997465427521454,5336/4792/595/836/7097/3383/7124/3516,8
Human Diseases,Infectious disease: viral,hsa05162,Measles,5/284,100/5850,0.05,1.0299295774647887,0.06818597313405601,0.5387813547125015,0.9997465427521453,0.9997465427521454,4792/595/836/3305/7097,5
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,7/284,142/5850,0.04929577464788732,1.0154235270779606,0.04202563361257634,0.5393111233686977,0.9997465427521453,0.9997465427521454,5534/595/1875/10111/55957/5883/54822,7
Organismal Systems,Immune system,hsa04662,B cell receptor signaling pathway,3/284,58/5850,0.05172413793103448,1.065444390480816,0.11313592373292129,0.5400400179487443,0.9997465427521453,0.9997465427521454,5336/4792/5534,3
Human Diseases,Infectious disease: bacterial,hsa05135,Yersinia infection,6/284,122/5850,0.04918032786885246,1.01304548603094,0.03289024090449401,0.5471129422866334,0.9997465427521453,0.9997465427521454,3586/4792/644150/2335/9844/7124,6
Organismal Systems,Endocrine system,hsa04926,Relaxin signaling pathway,5/284,101/5850,0.04950495049504951,1.0197322549156325,0.04518243470335472,0.547761051312741,0.9997465427521453,0.9997465427521454,4792/2790/399694/2770/2787,5
Metabolism,Metabolism of cofactors and vitamins,hsa00785,Lipoic acid metabolism,1/284,16/5850,0.0625,1.287411971830986,0.26002195118407706,0.5494510351110024,0.9997465427521453,0.9997465427521454,593,1
Organismal Systems,Excretory system,hsa04964,Proximal tubule bicarbonate reclamation,1/284,16/5850,0.0625,1.287411971830986,0.26002195118407706,0.5494510351110024,0.9997465427521453,0.9997465427521454,482,1
Organismal Systems,Digestive system,hsa04980,Cobalamin transport and metabolism,1/284,16/5850,0.0625,1.287411971830986,0.26002195118407706,0.5494510351110024,0.9997465427521453,0.9997465427521454,4552,1
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagocytosis,4/284,81/5850,0.04938271604938271,1.0172143974960874,0.035238096996305444,0.5590668338999347,0.9997465427521453,0.9997465427521454,5336/4651/100137049/9846,4
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,7/284,145/5850,0.04827586206896552,0.9944147644487614,-0.015382469058323682,0.5618656650016531,0.9997465427521453,0.9997465427521454,4792/836/330/7097/3717/7124/115004,7
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,8/284,167/5850,0.04790419161676647,0.9867588766129713,-0.03921232737419493,0.5678944401661641,0.9997465427521453,0.9997465427521454,595/1311/2335/22801/399694/330/3918/1297,8
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,4/284,82/5850,0.04878048780487805,1.0048093438680865,0.009906232353845685,0.5689067233041436,0.9997465427521453,0.9997465427521454,137075/5336/2770/3383,4
Metabolism,Glycan biosynthesis and metabolism,hsa00513,Various types of N-glycan biosynthesis,2/284,39/5850,0.05128205128205128,1.056338028169014,0.0797327765923985,0.5715193335226696,0.9997465427521453,0.9997465427521454,85365/6184,2
Genetic Information Processing,Transcription,hsa03022,Basal transcription factors,2/284,39/5850,0.05128205128205128,1.056338028169014,0.0797327765923985,0.5715193335226696,0.9997465427521453,0.9997465427521454,2968/51616,2
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,5/284,104/5850,0.04807692307692308,0.9903169014084507,-0.022504874339514824,0.5741880922548641,0.9997465427521453,0.9997465427521454,5336/1827/595/51196/482,5
Genetic Information Processing,Replication and repair,hsa03420,Nucleotide excision repair,3/284,61/5850,0.04918032786885246,1.01304548603094,0.023134056212288763,0.5746483741729982,0.9997465427521453,0.9997465427521454,1161/548644/2968,3
Organismal Systems,Endocrine system,hsa04922,Glucagon signaling pathway,4/284,83/5850,0.04819277108433735,0.9927032071949772,-0.015122530346179691,0.5786244757008773,0.9997465427521453,0.9997465427521454,5571/5534/1374/817,4
Metabolism,Metabolism of cofactors and vitamins,hsa00830,Retinol metabolism,1/284,18/5850,0.05555555555555555,1.1443661971830985,0.13855474113455307,0.5922525037307618,0.9997465427521453,0.9997465427521454,339761,1
Human Diseases,Immune disease,hsa05320,Autoimmune thyroid disease,1/284,18/5850,0.05555555555555555,1.1443661971830985,0.13855474113455307,0.5922525037307618,0.9997465427521453,0.9997465427521454,3586,1
Metabolism,Glycan biosynthesis and metabolism,hsa00515,Mannose type O-glycan biosynthesis,1/284,19/5850,0.05263157894736842,1.0841363973313565,0.08296932775912255,0.6121085203529264,0.9997465427521453,0.9997465427521454,84197,1
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,5/284,109/5850,0.045871559633027525,0.9448895206098981,-0.1311843549292265,0.6163743680519163,0.9997465427521453,0.9997465427521454,5534/482/27345/2770/3778,5
Metabolism,Glycan biosynthesis and metabolism,hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,1/284,20/5850,0.05,1.0299295774647887,0.03028375233664567,0.6310008510371605,0.9997465427521453,0.9997465427521454,8509,1
Human Diseases,Immune disease,hsa05332,Graft-versus-host disease,1/284,20/5850,0.05,1.0299295774647887,0.03028375233664567,0.6310008510371605,0.9997465427521453,0.9997465427521454,7124,1
Human Diseases,Immune disease,hsa05340,Primary immunodeficiency,1/284,20/5850,0.05,1.0299295774647887,0.03028375233664567,0.6310008510371605,0.9997465427521453,0.9997465427521454,84876,1
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,10/284,220/5850,0.045454545454545456,0.9362996158770808,-0.21753421448095706,0.6323049484008667,0.9997465427521453,0.9997465427521454,4792/64746/836/10787/330/55207/7097/9844/1780/7124,10
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,5/284,111/5850,0.04504504504504504,0.9278644842025123,-0.17330891295438508,0.6325494796349501,0.9997465427521453,0.9997465427521454,165679/2770/8439/7124/9846,5
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,2/284,44/5850,0.045454545454545456,0.9362996158770808,-0.09579839950157301,0.6377597497589764,0.9997465427521453,0.9997465427521454,2023/5230,2
Organismal Systems,Nervous system,hsa04730,Long-term depression,2/284,44/5850,0.045454545454545456,0.9362996158770808,-0.09579839950157301,0.6377597497589764,0.9997465427521453,0.9997465427521454,2770/100137049,2
Organismal Systems,Endocrine system,hsa04927,Cortisol synthesis and secretion,2/284,44/5850,0.045454545454545456,0.9362996158770808,-0.09579839950157301,0.6377597497589764,0.9997465427521453,0.9997465427521454,5443/84876,2
Environmental Information Processing,Signal transduction,hsa04072,Phospholipase D signaling pathway,5/284,112/5850,0.044642857142857144,0.9195799798792756,-0.1940981055206034,0.64048047298715,0.9997465427521453,0.9997465427521454,5336/399694/9162/100137049/9846,5
Cellular Processes,Cell motility,hsa04810,Regulation of actin cytoskeleton,8/284,178/5850,0.0449438202247191,0.9257793954739674,-0.2271405939697684,0.6408155037023558,0.9997465427521453,0.9997465427521454,623/2246/10788/2335/22801/27006/10787/8817,8
Organismal Systems,Sensory system,hsa04742,Taste transduction,1/284,21/5850,0.047619047619047616,0.9808853118712273,-0.019820208372487463,0.6489761097516453,0.9997465427521453,0.9997465427521454,259295,1
Organismal Systems,Excretory system,hsa04966,Collecting duct acid secretion,1/284,21/5850,0.047619047619047616,0.9808853118712273,-0.019820208372487463,0.6489761097516453,0.9997465427521453,0.9997465427521454,527,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00983,Drug metabolism - other enzymes,2/284,45/5850,0.044444444444444446,0.9154929577464789,-0.12853648702462403,0.6500044015822157,0.9997465427521453,0.9997465427521454,653689/4831,2
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,2/284,45/5850,0.044444444444444446,0.9154929577464789,-0.12853648702462403,0.6500044015822157,0.9997465427521453,0.9997465427521454,623/10544,2
Human Diseases,Cancer: specific types,hsa05226,Gastric cancer,5/284,114/5850,0.043859649122807015,0.9034469977761305,-0.23514839365668824,0.656022765273077,0.9997465427521453,0.9997465427521454,2246/595/27006/399694/8817,5
Genetic Information Processing,"Folding, sorting and degradation",hsa04120,Ubiquitin mediated proteolysis,6/284,137/5850,0.043795620437956206,0.9021280970494501,-0.2618270929211336,0.6610095993368515,0.9997465427521453,0.9997465427521454,1161/55070/7328/23327/330/10277,6
Human Diseases,Infectious disease: bacterial,hsa05100,Bacterial invasion of epithelial cells,3/284,70/5850,0.04285714285714286,0.8827967806841046,-0.22281941078689327,0.6682478756793747,0.9997465427521453,0.9997465427521454,2335/399694/9844,3
Human Diseases,Cancer: specific types,hsa05224,Breast cancer,5/284,116/5850,0.04310344827586207,0.88787032540068,-0.2755174383165226,0.671131610426367,0.9997465427521453,0.9997465427521454,2246/595/27006/399694/8817,5
Environmental Information Processing,Signal transduction,hsa04350,TGF-beta signaling pathway,4/284,94/5850,0.0425531914893617,0.8765358106083307,-0.27256677977396254,0.6767879099445002,0.9997465427521453,0.9997465427521454,4681/1875/7124/9241,4
Organismal Systems,Immune system,hsa04660,T cell receptor signaling pathway,4/284,94/5850,0.0425531914893617,0.8765358106083307,-0.27256677977396254,0.6767879099445002,0.9997465427521453,0.9997465427521454,3586/4792/5534/7124,4
Human Diseases,Infectious disease: viral,hsa05160,Hepatitis C,5/284,117/5850,0.042735042735042736,0.8802816901408451,-0.2954547093182802,0.6785212769723475,0.9997465427521453,0.9997465427521454,137075/4792/595/836/7124,5
Metabolism,Carbohydrate metabolism,hsa00052,Galactose metabolism,1/284,23/5850,0.043478260869565216,0.8955909369259032,-0.11332037088848636,0.6823507394513953,0.9997465427521453,0.9997465427521454,2584,1
Metabolism,Lipid metabolism,hsa00140,Steroid hormone biosynthesis,1/284,23/5850,0.043478260869565216,0.8955909369259032,-0.11332037088848636,0.6823507394513953,0.9997465427521453,0.9997465427521454,79644,1
Environmental Information Processing,Signal transduction,hsa04392,Hippo signaling pathway - multiple species,1/284,23/5850,0.043478260869565216,0.8955909369259032,-0.11332037088848636,0.6823507394513953,0.9997465427521453,0.9997465427521454,79633,1
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,2/284,48/5850,0.041666666666666664,0.858274647887324,-0.2226935717001976,0.6847707442113032,0.9997465427521453,0.9997465427521454,100133941/7124,2
Human Diseases,Endocrine and metabolic disease,hsa04931,Insulin resistance,4/284,95/5850,0.042105263157894736,0.8673091178650851,-0.2945158007920783,0.684877783416884,0.9997465427521453,0.9997465427521454,5571/4792/1374/7124,4
Human Diseases,Infectious disease: bacterial,hsa05131,Shigellosis,9/284,209/5850,0.0430622009569378,0.8870206887256554,-0.3756837374914453,0.693521885041173,0.9997465427521453,0.9997465427521454,5336/4792/55072/51196/440738/58528/9844/7124/115004,9
Genetic Information Processing,Replication and repair,hsa03460,Fanconi anemia pathway,2/284,49/5850,0.04081632653061224,0.8407588387467663,-0.2528310003342429,0.6957154312845961,0.9997465427521453,0.9997465427521454,5429/641,2
Organismal Systems,Immune system,hsa04622,RIG-I-like receptor signaling pathway,2/284,49/5850,0.04081632653061224,0.8407588387467663,-0.2528310003342429,0.6957154312845961,0.9997465427521453,0.9997465427521454,4792/7124,2
Human Diseases,Drug resistance: antineoplastic,hsa01521,EGFR tyrosine kinase inhibitor resistance,3/284,73/5850,0.0410958904109589,0.8465174609299633,-0.2980558163079028,0.6959041156149053,0.9997465427521453,0.9997465427521454,5336/399694/3717,3
Organismal Systems,Sensory system,hsa04740,Olfactory transduction,1/284,24/5850,0.041666666666666664,0.858274647887324,-0.1571434577640933,0.6978325293940424,0.9997465427521453,0.9997465427521454,817,1
Human Diseases,Endocrine and metabolic disease,hsa04934,Cushing syndrome,5/284,120/5850,0.041666666666666664,0.858274647887324,-0.35431475339810375,0.700023545197779,0.9997465427521453,0.9997465427521454,5443/595/2770/84876/817,5
Organismal Systems,Endocrine system,hsa04915,Estrogen signaling pathway,4/284,97/5850,0.041237113402061855,0.8494264556410629,-0.33776584638781754,0.700629422987449,0.9997465427521453,0.9997465427521454,5443/399694/3305/2770,4
Human Diseases,Cancer: specific types,hsa05217,Basal cell carcinoma,2/284,50/5850,0.04,0.823943661971831,-0.28239112877942957,0.7063450018683953,0.9997465427521453,0.9997465427521454,2737/64399,2
Genetic Information Processing,Translation,hsa00970,Aminoacyl-tRNA biosynthesis,1/284,25/5850,0.04,0.823943661971831,-0.19925172203654504,0.7125622859426337,0.9997465427521453,0.9997465427521454,57176,1
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,1/284,25/5850,0.04,0.823943661971831,-0.19925172203654504,0.7125622859426337,0.9997465427521453,0.9997465427521454,653689,1
Environmental Information Processing,Signal transduction,hsa04330,Notch signaling pathway,2/284,51/5850,0.0392156862745098,0.8077879038939519,-0.31139929727504967,0.7166641381248,0.9997465427521453,0.9997465427521454,5664/3516,2
Metabolism,Global and overview maps,hsa01212,Fatty acid metabolism,2/284,52/5850,0.038461538461538464,0.7922535211267606,-0.33987922368112156,0.72667781086512,0.9997465427521453,0.9997465427521454,2180/1374,2
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,2/284,52/5850,0.038461538461538464,0.7922535211267606,-0.33987922368112156,0.72667781086512,0.9997465427521453,0.9997465427521454,7168/482,2
Environmental Information Processing,Signal transduction,hsa04152,AMPK signaling pathway,4/284,101/5850,0.039603960396039604,0.8157858039325059,-0.4218091607288434,0.7304198503088444,0.9997465427521453,0.9997465427521454,5571/595/1374/1994,4
Metabolism,Global and overview maps,hsa01210,2-Oxocarboxylic acid metabolism,1/284,27/5850,0.037037037037037035,0.7629107981220657,-0.27890008165172003,0.7399095720623572,0.9997465427521453,0.9997465427521454,593,1
Organismal Systems,Aging,hsa04213,Longevity regulating pathway - multiple species,2/284,54/5850,0.037037037037037035,0.7629107981220657,-0.3953419006891041,0.7458098623408131,0.9997465427521453,0.9997465427521454,5571/3305,2
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,4/284,104/5850,0.038461538461538464,0.7922535211267606,-0.4828318494659577,0.7512745297463902,0.9997465427521453,0.9997465427521454,3586/595/2688/3717,4
Metabolism,Carbohydrate metabolism,hsa00051,Fructose and mannose metabolism,1/284,28/5850,0.03571428571428571,0.7356639839034205,-0.31668510348924067,0.75259473117867,0.9997465427521453,0.9997465427521454,57103,1
Metabolism,Glycan biosynthesis and metabolism,hsa00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1/284,28/5850,0.03571428571428571,0.7356639839034205,-0.31668510348924067,0.75259473117867,0.9997465427521453,0.9997465427521454,54965,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,1/284,28/5850,0.03571428571428571,0.7356639839034205,-0.31668510348924067,0.75259473117867,0.9997465427521453,0.9997465427521454,653689,1
Human Diseases,Drug resistance: antineoplastic,hsa01523,Antifolate resistance,1/284,28/5850,0.03571428571428571,0.7356639839034205,-0.31668510348924067,0.75259473117867,0.9997465427521453,0.9997465427521454,7124,1
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,1/284,28/5850,0.03571428571428571,0.7356639839034205,-0.31668510348924067,0.75259473117867,0.9997465427521453,0.9997465427521454,100137049,1
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,3/284,80/5850,0.0375,0.7724471830985915,-0.46287921808838073,0.7536001634498117,0.9997465427521453,0.9997465427521454,4792/7097/7124,3
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,11/284,270/5850,0.040740740740740744,0.8392018779342724,-0.6110463225090798,0.7700532726725771,0.9997465427521453,0.9997465427521454,527/595/836/1311/2335/22801/3659/3918/1297/7124/3516,11
Metabolism,Carbohydrate metabolism,hsa00640,Propanoate metabolism,1/284,30/5850,0.03333333333333333,0.6866197183098591,-0.3886862534487296,0.7761450929767141,0.9997465427521453,0.9997465427521454,593,1
Cellular Processes,Transport and catabolism,hsa04136,Autophagy - other,1/284,30/5850,0.03333333333333333,0.6866197183098591,-0.3886862534487296,0.7761450929767141,0.9997465427521453,0.9997465427521454,79065,1
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,2/284,58/5850,0.034482758620689655,0.7102962603205439,-0.500820619715677,0.7806506822034632,0.9997465427521453,0.9997465427521454,597/595,2
Human Diseases,Cancer: overview,hsa05230,Central carbon metabolism in cancer,2/284,58/5850,0.034482758620689655,0.7102962603205439,-0.500820619715677,0.7806506822034632,0.9997465427521453,0.9997465427521454,9123/57103,2
Environmental Information Processing,Signal transduction,hsa04070,Phosphatidylinositol signaling system,3/284,84/5850,0.03571428571428571,0.7356639839034205,-0.5511718693796794,0.7824320996902702,0.9997465427521453,0.9997465427521454,5336/51196/9162,3
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,3/284,84/5850,0.03571428571428571,0.7356639839034205,-0.5511718693796794,0.7824320996902702,0.9997465427521453,0.9997465427521454,80736/9162/100137049,3
Genetic Information Processing,Transcription,hsa03020,RNA polymerase,1/284,31/5850,0.03225806451612903,0.6644706951385734,-0.4230731900071129,0.7870685970307714,0.9997465427521453,0.9997465427521454,548644,1
Organismal Systems,Environmental adaptation,hsa04710,Circadian rhythm,1/284,31/5850,0.03225806451612903,0.6644706951385734,-0.4230731900071129,0.7870685970307714,0.9997465427521453,0.9997465427521454,5571,1
Cellular Processes,Transport and catabolism,hsa04140,Autophagy - animal,6/284,158/5850,0.0379746835443038,0.7822249955428775,-0.6268050817123052,0.7872520530903737,0.9997465427521453,0.9997465427521454,79065/26003/440738/58528/8887/116442,6
Genetic Information Processing,Translation,hsa03015,mRNA surveillance pathway,3/284,86/5850,0.03488372093023256,0.7185555191614804,-0.5938932042084435,0.795775874952616,0.9997465427521453,0.9997465427521454,8106/4440/11051,3
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,5/284,136/5850,0.03676470588235294,0.75730115990058,-0.6468378376754848,0.7977335492835416,0.9997465427521453,0.9997465427521454,4792/836/7097/3717/7124,5
Metabolism,Carbohydrate metabolism,hsa00520,Amino sugar and nucleotide sugar metabolism,1/284,33/5850,0.030303030303030304,0.6241997439180538,-0.4889820190537884,0.8073476009613154,0.9997465427521453,0.9997465427521454,2584,1
Metabolism,Global and overview maps,hsa01250,Biosynthesis of nucleotide sugars,1/284,33/5850,0.030303030303030304,0.6241997439180538,-0.4889820190537884,0.8073476009613154,0.9997465427521453,0.9997465427521454,2584,1
Human Diseases,Cancer: specific types,hsa05216,Thyroid cancer,1/284,33/5850,0.030303030303030304,0.6241997439180538,-0.4889820190537884,0.8073476009613154,0.9997465427521453,0.9997465427521454,595,1
Organismal Systems,Circulatory system,hsa04270,Vascular smooth muscle contraction,3/284,88/5850,0.03409090909090909,0.7022247119078104,-0.6357285890145792,0.808432230073142,0.9997465427521453,0.9997465427521454,27345/3778/100137049,3
Environmental Information Processing,Signal transduction,hsa04068,FoxO signaling pathway,4/284,114/5850,0.03508771929824561,0.7227575982209044,-0.6752053683501069,0.8119001529964752,0.9997465427521453,0.9997465427521454,5571/3586/595/23678,4
Organismal Systems,Endocrine system,hsa04928,"Parathyroid hormone synthesis, secretion and action",3/284,89/5850,0.033707865168539325,0.6943345466054756,-0.6563278038159462,0.8145094647111057,0.9997465427521453,0.9997465427521454,5744/2770/9935,3
Human Diseases,Endocrine and metabolic disease,hsa04930,Type II diabetes mellitus,1/284,34/5850,0.029411764705882353,0.605840927920464,-0.5206275742889259,0.8167533567335323,0.9997465427521453,0.9997465427521454,7124,1
Cellular Processes,Transport and catabolism,hsa04145,Phagosome,4/284,116/5850,0.034482758620689655,0.7102962603205439,-0.7118403982926076,0.8224614246215525,0.9997465427521453,0.9997465427521454,527/1311/7097/1780,4
Organismal Systems,Excretory system,hsa04961,Endocrine and other factor-regulated calcium reabsorption,1/284,35/5850,0.02857142857142857,0.5885311871227364,-0.5514732687271899,0.8257014390388413,0.9997465427521453,0.9997465427521454,482,1
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,2/284,65/5850,0.03076923076923077,0.6338028169014085,-0.6705765708679952,0.8316393906568633,0.9997465427521453,0.9997465427521454,112399/9915,2
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,2/284,65/5850,0.03076923076923077,0.6338028169014085,-0.6705765708679952,0.8316393906568633,0.9997465427521453,0.9997465427521454,5336/595,2
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,3/284,93/5850,0.03225806451612903,0.6644706951385734,-0.7367195528198768,0.8372120549184068,0.9997465427521453,0.9997465427521454,4792/595/7113,3
Human Diseases,Neurodegenerative disease,hsa05017,Spinocerebellar ataxia,4/284,119/5850,0.03361344537815126,0.6923896319091016,-0.7657510933363267,0.8373849216291352,0.9997465427521453,0.9997465427521454,5683/6712/10939/3516,4
Organismal Systems,Excretory system,hsa04962,Vasopressin-regulated water reabsorption,1/284,37/5850,0.02702702702702703,0.5567186905215075,-0.6109539828504656,0.8423122905235942,0.9997465427521453,0.9997465427521454,1780,1
Human Diseases,Cancer: specific types,hsa05219,Bladder cancer,1/284,37/5850,0.02702702702702703,0.5567186905215075,-0.6109539828504656,0.8423122905235942,0.9997465427521453,0.9997465427521454,595,1
Metabolism,Carbohydrate metabolism,hsa00562,Inositol phosphate metabolism,2/284,68/5850,0.029411764705882353,0.605840927920464,-0.7384401796016273,0.8500309037094698,0.9997465427521453,0.9997465427521454,5336/51196,2
Metabolism,Global and overview maps,hsa01232,Nucleotide metabolism,2/284,69/5850,0.028985507246376812,0.5970606246172688,-0.7604858701585583,0.8557442836628878,0.9997465427521453,0.9997465427521454,4831/2766,2
Organismal Systems,Digestive system,hsa04976,Bile secretion,1/284,39/5850,0.02564102564102564,0.528169014084507,-0.6677620039613372,0.8573451503079571,0.9997465427521453,0.9997465427521454,482,1
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,3/284,97/5850,0.030927835051546393,0.6370698417307972,-0.8141231755509646,0.8574859271015551,0.9997465427521453,0.9997465427521454,2790/2770/2787,3
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease - COVID-19,6/284,177/5850,0.03389830508474576,0.6982573406540941,-0.9207576475967036,0.8675711013893215,0.9997465427521453,0.9997465427521454,5336/4792/7097/7124/7113/115004,6
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,8/284,227/5850,0.03524229074889868,0.725941552398089,-0.9512626823719902,0.8694484010540782,0.9997465427521453,0.9997465427521454,527/4286/1201/219931/55207/58528/968/388552,8
Organismal Systems,Endocrine system,hsa04912,GnRH signaling pathway,2/284,72/5850,0.027777777777777776,0.5721830985915493,-0.825018708754444,0.871714660470746,0.9997465427521453,0.9997465427521454,100137049/817,2
Cellular Processes,Transport and catabolism,hsa04144,Endocytosis,8/284,229/5850,0.034934497816593885,0.7196014515037825,-0.9777213288790653,0.8754610681108042,0.9997465427521453,0.9997465427521454,8729/729092/644150/55680/23327/3305/128866/829,8
Human Diseases,Cancer: overview,hsa05203,Viral carcinogenesis,5/284,154/5850,0.032467532467532464,0.6687854399122004,-0.9408343599966034,0.8758390514938091,0.9997465427521453,0.9997465427521454,4792/595/836/2968/3516,5
Genetic Information Processing,"Folding, sorting and degradation",hsa03050,Proteasome,1/284,43/5850,0.023255813953488372,0.4790370127743203,-0.7744503201287662,0.8832604954131958,0.9997465427521453,0.9997465427521454,5683,1
Organismal Systems,Endocrine system,hsa04929,GnRH secretion,1/284,43/5850,0.023255813953488372,0.4790370127743203,-0.7744503201287662,0.8832604954131958,0.9997465427521453,0.9997465427521454,3783,1
Cellular Processes,Cellular community - eukaryotes,hsa04530,Tight junction,4/284,131/5850,0.030534351145038167,0.628964627459413,-0.9701062312367142,0.886984738404191,0.9997465427521453,0.9997465427521454,5571/137075/595/23327,4
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,2/284,76/5850,0.02631578947368421,0.5420681986656782,-0.9076064853046892,0.8904877507700104,0.9997465427521453,0.9997465427521454,5336/7097,2
Metabolism,Amino acid metabolism,hsa00280,"Valine, leucine and isoleucine degradation",1/284,45/5850,0.022222222222222223,0.45774647887323944,-0.8247757917413383,0.894400847204513,0.9997465427521453,0.9997465427521454,593,1
NA,NA,hsa04517,IgSF CAM signaling,7/284,214/5850,0.03271028037383177,0.6737857048835065,-1.0981274874880844,0.9025835973897076,0.9997465427521453,0.9997465427521454,6712/287/5336/1796/4897/91584/3383,7
Metabolism,Nucleotide metabolism,hsa00240,Pyrimidine metabolism,1/284,47/5850,0.02127659574468085,0.4382679053041654,-0.8733337855791784,0.9044814698270687,0.9997465427521453,0.9997465427521454,4831,1
Metabolism,Lipid metabolism,hsa00600,Sphingolipid metabolism,1/284,47/5850,0.02127659574468085,0.4382679053041654,-0.8733337855791784,0.9044814698270687,0.9997465427521453,0.9997465427521454,7368,1
