category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Cellular Processes,Cell growth and death,hsa04110,Cell cycle,4/284,139/5850,0.02877697841726619,0.5927652244401662,-1.097550613808625,0.9122397465450487,0.9997465427521453,0.9997465427521454,990/595/1875/2810,4
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,2/284,82/5850,0.024390243902439025,0.5024046719340433,-1.02494125461039,0.9139265563886156,0.9997465427521453,0.9997465427521454,595/836,2
Environmental Information Processing,Signal transduction,hsa04150,mTOR signaling pathway,4/284,140/5850,0.02857142857142857,0.5885311871227364,-1.1130412683916842,0.9150166596341107,0.9997465427521453,0.9997465427521454,81929/57600/58528/7124,4
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,6/284,194/5850,0.030927835051546393,0.6370698417307972,-1.1611748006579685,0.9164630984335655,0.9997465427521453,0.9997465427521454,4792/5534/595/4488/3383/7124,6
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,2/284,84/5850,0.023809523809523808,0.49044265593561365,-1.0624873523912752,0.9206351472511178,0.9997465427521453,0.9997465427521454,595/399694,2
Cellular Processes,Cellular community - eukaryotes,hsa04520,Adherens junction,2/284,84/5850,0.023809523809523808,0.49044265593561365,-1.0624873523912752,0.9206351472511178,0.9997465427521453,0.9997465427521454,54922/889,2
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,3/284,114/5850,0.02631578947368421,0.5420681986656782,-1.1152623430435258,0.9209658485392742,0.9997465427521453,0.9997465427521454,2729/4831/57026,3
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,1/284,52/5850,0.019230769230769232,0.3961267605633803,-0.9879540145985146,0.9256829920091276,0.9997465427521453,0.9997465427521454,527,1
Human Diseases,Cancer: specific types,hsa05225,Hepatocellular carcinoma,4/284,145/5850,0.027586206896551724,0.5682370082564352,-1.1891317385086784,0.9277613413828902,0.9997465427521453,0.9997465427521454,653689/5336/595/399694,4
NA,NA,hsa04519,Cadherin signaling,8/284,252/5850,0.031746031746031744,0.6539235412474849,-1.2684818607532697,0.9296339587455713,0.9997465427521453,0.9997465427521454,5664/84152/79633/4792/1824/10787/1009/6330,8
Genetic Information Processing,Chromosome,hsa03082,ATP-dependent chromatin remodeling,2/284,87/5850,0.022988505747126436,0.47353084021369596,-1.117471953151874,0.9297839481026153,0.9997465427521453,0.9997465427521454,605/10263,2
Organismal Systems,Endocrine system,hsa04910,Insulin signaling pathway,3/284,118/5850,0.025423728813559324,0.5236930054905706,-1.1806012850869048,0.9315525759642653,0.9997465427521453,0.9997465427521454,5571/399694/10211,3
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,3/284,118/5850,0.025423728813559324,0.5236930054905706,-1.1806012850869048,0.9315525759642653,0.9997465427521453,0.9997465427521454,653689/3383/7124,3
Human Diseases,Cancer: specific types,hsa05213,Endometrial cancer,1/284,54/5850,0.018518518518518517,0.3814553990610329,-1.0314117904116726,0.9327857341400021,0.9997465427521453,0.9997465427521454,595,1
NA,NA,hsa04382,Cornified envelope formation,2/284,90/5850,0.022222222222222223,0.45774647887323944,-1.1709565317834785,0.9379322589840362,0.9997465427521453,0.9997465427521454,137075/3918,2
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,10/284,308/5850,0.032467532467532464,0.6687854399122004,-1.3489004427380034,0.938415014252368,0.9997465427521453,0.9997465427521454,5683/144983/81929/5534/836/3309/440738/116442/7124/4741,10
Metabolism,Nucleotide metabolism,hsa00230,Purine metabolism,2/284,92/5850,0.021739130434782608,0.4477954684629516,-1.2058309574285355,0.9428585663133714,0.9997465427521453,0.9997465427521454,4831/2766,2
Metabolism,Amino acid metabolism,hsa00310,Lysine degradation,1/284,58/5850,0.017241379310344827,0.35514813016027197,-1.1147771631642756,0.9450254587261215,0.9997465427521453,0.9997465427521454,10157,1
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,2/284,95/5850,0.021052631578947368,0.43365455893254257,-1.2570395072913292,0.9495582694004926,0.9997465427521453,0.9997465427521454,2023/5230,2
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,3/284,129/5850,0.023255813953488372,0.4790370127743203,-1.3514317881724418,0.9543108996150949,0.9997465427521453,0.9997465427521454,2246/595/330,3
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,6/284,217/5850,0.027649769585253458,0.5695463101187772,-1.4595359815019782,0.9572997284441873,0.9997465427521453,0.9997465427521454,5683/5534/836/3309/3305/7124,6
Cellular Processes,Cell growth and death,hsa04114,Oocyte meiosis,2/284,100/5850,0.02,0.4119718309859155,-1.3396538251043908,0.9590937193774993,0.9997465427521453,0.9997465427521454,5534/817,2
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,2/284,101/5850,0.019801980198019802,0.40789290196625294,-1.3557923515932395,0.9607820216166634,0.9997465427521453,0.9997465427521454,81929/64328,2
Cellular Processes,Cellular community - eukaryotes,hsa04540,Gap junction,1/284,65/5850,0.015384615384615385,0.31690140845070425,-1.2508832187345296,0.9613421220012546,0.9997465427521453,0.9997465427521454,2770,1
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,6/284,222/5850,0.02702702702702703,0.5567186905215075,-1.5209230529440174,0.9633366694607974,0.9997465427521453,0.9997465427521454,5683/7345/836/3309/2770/817,6
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,3/284,137/5850,0.021897810218978103,0.45106404852472504,-1.4685144565676398,0.9661966836188722,0.9997465427521453,0.9997465427521454,5571/836/7124,3
Genetic Information Processing,"Folding, sorting and degradation",hsa03018,RNA degradation,1/284,70/5850,0.014285714285714285,0.2942655935613682,-1.3416979971416796,0.9699468055635276,0.9997465427521453,0.9997465427521454,2023,1
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,12/284,388/5850,0.030927835051546393,0.6370698417307972,-1.67105772610929,0.9701350488294311,0.9997465427521453,0.9997465427521454,5683/6712/5664/7345/5534/836/3309/440738/116442/7124/4741/817,12
Cellular Processes,Cellular community - eukaryotes,hsa04550,Signaling pathways regulating pluripotency of stem cells,2/284,108/5850,0.018518518518518517,0.3814553990610329,-1.4654792846063913,0.9708637597897442,0.9997465427521453,0.9997465427521454,3717/3231,2
Genetic Information Processing,Translation,hsa03008,Ribosome biogenesis in eukaryotes,1/284,74/5850,0.013513513513513514,0.27835934526075373,-1.411080008931105,0.9754335231151954,0.9997465427521453,0.9997465427521454,6023,1
Cellular Processes,Transport and catabolism,hsa04146,Peroxisome,1/284,75/5850,0.013333333333333334,0.2746478873239437,-1.4280121331154318,0.9766414316046836,0.9997465427521453,0.9997465427521454,2180,1
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,1/284,75/5850,0.013333333333333334,0.2746478873239437,-1.4280121331154318,0.9766414316046836,0.9997465427521453,0.9997465427521454,595,1
Organismal Systems,Aging,hsa04211,Longevity regulating pathway,1/284,77/5850,0.012987012987012988,0.2675141759648802,-1.4614103798485933,0.978882561300106,0.9997465427521453,0.9997465427521454,5571,1
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,1/284,78/5850,0.01282051282051282,0.2640845070422535,-1.4778844033932264,0.9799214236924098,0.9997465427521453,0.9997465427521454,4149,1
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,1/284,78/5850,0.01282051282051282,0.2640845070422535,-1.4778844033932264,0.9799214236924098,0.9997465427521453,0.9997465427521454,2770,1
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,4/284,186/5850,0.021505376344086023,0.4429804634257156,-1.743787889154247,0.9826330707233621,0.9997465427521453,0.9997465427521454,653689/27/4792/65010,4
Genetic Information Processing,Transcription,hsa03040,Spliceosome,2/284,140/5850,0.014285714285714285,0.2942655935613682,-1.9090426644908713,0.9928019990488974,0.9997465427521453,0.9997465427521454,144983/3305,2
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,7/284,316/5850,0.022151898734177215,0.4562979140666786,-2.244467611770415,0.9955732731990355,0.9997465427521453,0.9997465427521454,5683/5664/5534/836/7124/4035/4023,7
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,1/284,112/5850,0.008928571428571428,0.18391599597585512,-1.9696632615730358,0.9964064443806668,0.9997465427521453,0.9997465427521454,527,1
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,3/284,195/5850,0.015384615384615385,0.31690140845070425,-2.191355159328374,0.9967020547493334,0.9997465427521453,0.9997465427521454,5571/2180/1374,3
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,2/284,167/5850,0.011976047904191617,0.24668971915324284,-2.230856739530632,0.9978737895540927,0.9997465427521453,0.9997465427521454,5165/817,2
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,3/284,254/5850,0.011811023622047244,0.24329045136963512,-2.7850666915632987,0.9997427043669487,0.9997465427521453,0.9997465427521454,5683/548644/836,3
Genetic Information Processing,Translation,hsa03010,Ribosome,1/284,164/5850,0.006097560975609756,0.12560116798351081,-2.5654080010006397,0.9997465427521453,0.9997465427521453,0.9997465427521454,29074,1
