gene	rho	pvalue	padj	program
PRELP	-0.7320276916599922	0.0	0.0	late_down
FMOD	-0.6910266915811086	0.0	0.0	late_down
FGFBP2	-0.6681980033012124	0.0	0.0	late_down
FTH1	0.6633891315476208	0.0	0.0	late_up
DCN	-0.6495940217923508	0.0	0.0	late_down
DNAJB1	-0.648775141793434	0.0	0.0	late_down
SERPINA1	-0.6290303792329098	0.0	0.0	late_down
FOSB	-0.6015648417222806	0.0	0.0	late_down
HSPA1A	-0.6008213457457483	0.0	0.0	late_down
RPL17	0.5944499219068861	0.0	0.0	late_up
KLF4	-0.5859687317259752	0.0	0.0	late_down
TMSB10	0.5838623245921782	0.0	0.0	late_up
RNASEK	0.5778472867147166	0.0	0.0	late_up
HSPA1B	-0.5640801431046345	0.0	0.0	late_down
RGCC	-0.5602715952602424	0.0	0.0	late_down
FN1	-0.5595921197851235	0.0	0.0	late_down
COL2A1	-0.5563224203147202	0.0	0.0	late_down
SCRG1	-0.551601802976293	0.0	0.0	late_down
OGN	-0.548355038982053	0.0	0.0	late_down
HSP90AB1	-0.545498222850571	0.0	0.0	late_down
TMSB4X	0.5405411777686371	0.0	0.0	late_up
SOX9	-0.5389280647715194	0.0	0.0	late_down
CLU	-0.5366125235245638	0.0	0.0	late_down
LUM	-0.5357960315980285	0.0	0.0	late_down
LGALS1	0.5352160046898982	0.0	0.0	late_up
ATF3	-0.5345669477078885	0.0	0.0	late_down
HAPLN1	-0.5280406003353282	0.0	0.0	late_down
MARCKS	0.5278252451068143	0.0	0.0	late_up
EGR1	-0.5263125161813835	0.0	0.0	late_down
COMP	-0.5231553494470477	0.0	0.0	late_down
VIM	0.5216727658746536	0.0	0.0	late_up
F13A1	-0.5195392840664519	0.0	0.0	late_down
FTL	0.5182378652614902	0.0	0.0	late_up
BTG2	-0.5180713216219388	0.0	0.0	late_down
ID2	-0.5148896012628906	0.0	0.0	late_down
TRAPPC5	0.5101269773880021	0.0	0.0	late_up
DNAJA1	-0.5101036770917545	0.0	0.0	late_down
BRI3	0.5094972990167508	0.0	0.0	late_up
ABI3BP	-0.509492838993234	0.0	0.0	late_down
GPX4	0.5085809747220503	0.0	0.0	late_up
MRPS24	0.5042787003457564	0.0	0.0	late_up
GABARAP	0.5038630646233011	0.0	0.0	late_up
COL11A1	-0.5025163020054982	0.0	0.0	late_down
PCOLCE2	-0.5022939852362936	0.0	0.0	late_down
BTG1	-0.5003126751080903	0.0	0.0	late_down
MGST1	0.49776745926417937	0.0	0.0	late_up
GPRC5A	-0.4974500338761165	0.0	0.0	late_down
RPL31	-0.49682967859825194	0.0	0.0	late_down
TPM2	0.4850550242214798	0.0	0.0	late_up
EIF4A1	0.4845177811507926	0.0	0.0	late_up
HSP90AA1	-0.4832241045680239	0.0	0.0	late_down
DDX5	-0.4825660956444656	0.0	0.0	late_down
PPP1R14B	0.48241873587304385	0.0	0.0	late_up
NR4A2	-0.4801494368873996	0.0	0.0	late_down
MGP	-0.4790874910676689	0.0	0.0	late_down
CD63	0.475557135720427	0.0	0.0	late_up
CAMK2N1	0.47247303394922247	0.0	0.0	late_up
S100A6	0.4710736852583847	0.0	0.0	late_up
CHAD	-0.468780768878026	0.0	0.0	late_down
THY1	0.4671685930501265	0.0	0.0	late_up
BASP1	0.4659773524488565	0.0	0.0	late_up
MAP1B	0.46339738927746116	0.0	0.0	late_up
HSPH1	-0.46318196980038184	0.0	0.0	late_down
RHOB	-0.46311521565657976	0.0	0.0	late_down
CALD1	0.4602785661327952	0.0	0.0	late_up
HERPUD1	-0.4594579428473697	0.0	0.0	late_down
RPL28	0.4585058859624317	0.0	0.0	late_up
ACAN	-0.45805726985747264	0.0	0.0	late_down
UBE2V1	0.4548706148614953	0.0	0.0	late_up
EMP1	-0.45032529345707284	0.0	0.0	late_down
CD55	-0.4488773863211203	0.0	0.0	late_down
PSMA6	0.44822276557148155	0.0	0.0	late_up
GAS6	0.4481951102791777	0.0	0.0	late_up
RPL36A	0.44702357602020276	0.0	0.0	late_up
LOXL1	0.44230698016470954	0.0	0.0	late_up
CILP	-0.4418697720457596	0.0	0.0	late_down
GADD45B	-0.4410093594284055	0.0	0.0	late_down
MYL12A	0.44008514602545823	0.0	0.0	late_up
GYPC	0.43987425543893316	0.0	0.0	late_up
SLC39A14	-0.4394299070564742	0.0	0.0	late_down
SERPINA5	-0.439030201498802	0.0	0.0	late_down
TSC22D1	-0.4376249336583369	0.0	0.0	late_down
GPNMB	0.4360770794868925	0.0	0.0	late_up
RPS27L	0.4357126255196719	0.0	0.0	late_up
KRTCAP2	0.43409538576453327	0.0	0.0	late_up
PTX3	0.4338494132078192	0.0	0.0	late_up
SERF2	0.4334453881853095	0.0	0.0	late_up
BAG3	-0.431560794964282	0.0	0.0	late_down
NDUFA13	0.43042763301492215	0.0	0.0	late_up
PDLIM2	0.4298809861591699	0.0	0.0	late_up
LIMA1	0.4297083624448162	0.0	0.0	late_up
PRSS23	0.42770066849915656	0.0	0.0	late_up
FXYD6	-0.42762179397630495	0.0	0.0	late_down
ARPC1B	0.42721706048690233	0.0	0.0	late_up
RPL29	0.42629668198088977	0.0	0.0	late_up
RGS2	-0.4257182789890824	0.0	0.0	late_down
S100B	-0.42465556749291805	0.0	0.0	late_down
PMEPA1	-0.4240367127762515	0.0	0.0	late_down
XBP1	-0.42236620364844146	0.0	0.0	late_down
GPX3	-0.42151968898167524	0.0	0.0	late_down
SKIL	-0.4206725004303366	0.0	0.0	late_down
EIF5	-0.41977050178600045	0.0	0.0	late_down
TSC22D3	-0.4191353439374331	0.0	0.0	late_down
FOS	-0.4181059185867377	0.0	0.0	late_down
TOMM5	0.41676272897914973	0.0	0.0	late_up
INHBA	-0.4149652988605052	0.0	0.0	late_down
CDO1	-0.41239122421334035	0.0	0.0	late_down
MGST3	0.4123621608059091	0.0	0.0	late_up
PSMA2	0.41224425096411854	0.0	0.0	late_up
COL14A1	0.4100314408041092	0.0	0.0	late_up
C12orf75	0.4095630419759924	0.0	0.0	late_up
HBEGF	-0.40947499588924624	0.0	0.0	late_down
PRG4	-0.4093892432257771	0.0	0.0	late_down
HOMER3	0.40917245890628495	0.0	0.0	late_up
PLIN2	0.40904167202712205	0.0	0.0	late_up
STK38L	-0.40658378895122077	0.0	0.0	late_down
TMEM158	0.4054288464932665	0.0	0.0	late_up
S100A11	0.40456791896835137	0.0	0.0	late_up
CD59	0.4042207417975209	0.0	0.0	late_up
PABPC1	-0.404198679075978	0.0	0.0	late_down
PTGS2	-0.403922913604457	0.0	0.0	late_down
CLEC3A	-0.40229847168587163	0.0	0.0	late_down
MDK	0.40211109272683077	0.0	0.0	late_up
TAF10	0.4007042807264193	0.0	0.0	late_up
