gene	rho	pvalue	padj	program
LCP1	-0.583051158369026	0.0	0.0	late_down
BCL2A1	-0.5323122285393164	0.0	0.0	late_down
LYZ	-0.5312922687522582	0.0	0.0	late_down
BASP1	-0.5218736350508322	0.0	0.0	late_down
RAC2	-0.5063923700096623	0.0	0.0	late_down
FCER1G	-0.505160777527842	0.0	0.0	late_down
CXCL8	-0.5031643993875285	0.0	0.0	late_down
CTSS	-0.5019205363801934	0.0	0.0	late_down
C5AR1	-0.48576153175570835	0.0	0.0	late_down
LAPTM5	-0.4788644368584373	0.0	0.0	late_down
EVI2B	-0.47645579893926326	0.0	0.0	late_down
NCF2	-0.4580084739654796	0.0	0.0	late_down
GCA	-0.42911451444071996	0.0	0.0	late_down
FGFBP2	0.4284546884448068	0.0	0.0	late_up
SRGN	-0.4245923888758033	0.0	0.0	late_down
SELENOM	0.41896950233286817	0.0	0.0	late_up
S100P	-0.41801361508105617	0.0	0.0	late_down
GMFG	-0.4162767872891169	0.0	0.0	late_down
S100A1	0.4123222338409334	0.0	0.0	late_up
TMSB4X	-0.4095912547365824	0.0	0.0	late_down
RPS3A	0.40440088234756455	0.0	0.0	late_up
MIA	0.4040526577328904	0.0	0.0	late_up
RPL18	0.40332217076155746	0.0	0.0	late_up
S100A13	0.403219566575077	0.0	0.0	late_up
DSTN	0.3954768773106201	0.0	0.0	late_up
RPL3	0.39169778196961685	0.0	0.0	late_up
RPL24	0.3915689373484133	0.0	0.0	late_up
RPL9	0.38542864986775033	0.0	0.0	late_up
RPL8	0.38298259914124105	0.0	0.0	late_up
FBXO2	0.38264321640753624	0.0	0.0	late_up
RPL10	0.3814640995210972	0.0	0.0	late_up
MGP	0.38072047866915426	0.0	0.0	late_up
RBP4	0.3799001106119302	0.0	0.0	late_up
RPL41	0.37869527799310143	0.0	0.0	late_up
B2M	-0.3762136350641678	0.0	0.0	late_down
CRYAB	0.37611277631271817	0.0	0.0	late_up
RPL13	0.37536825669121565	0.0	0.0	late_up
S100B	0.3749238721401196	0.0	0.0	late_up
RPS18	0.3745729867304134	0.0	0.0	late_up
C12orf57	0.3744143192862346	0.0	0.0	late_up
SCRG1	0.3716297354608748	0.0	0.0	late_up
TSC22D1	0.37101503367966626	0.0	0.0	late_up
S100A10	0.3695462296456017	0.0	0.0	late_up
FGD4	-0.36875276517297956	0.0	0.0	late_down
BGN	0.3684506263260025	0.0	0.0	late_up
LUM	0.3680093183209774	0.0	0.0	late_up
EEF1A1	0.3679104936022323	0.0	0.0	late_up
RPS27A	0.367196793849718	0.0	0.0	late_up
RPS4X	0.3670867691453695	0.0	0.0	late_up
DCN	0.36688460484349744	0.0	0.0	late_up
RABAC1	0.3668622191491781	0.0	0.0	late_up
CLU	0.36669514534571274	0.0	0.0	late_up
RPL21	0.3658950467054966	0.0	0.0	late_up
CHAD	0.36566728474058063	0.0	0.0	late_up
GPSM3	-0.36546719053677235	0.0	0.0	late_down
ACAN	0.3651269744426218	0.0	0.0	late_up
RPL7A	0.36474772223143015	0.0	0.0	late_up
RPL15	0.3629120403453669	0.0	0.0	late_up
ARHGDIB	-0.36186013763715147	0.0	0.0	late_down
SMAP2	-0.3608296696018716	0.0	0.0	late_down
CLEC3A	0.3605881465266917	0.0	0.0	late_up
RPS25	0.3603298165012097	0.0	0.0	late_up
IRAK3	-0.36027031928345105	0.0	0.0	late_down
ACTB	-0.35939961201625353	0.0	0.0	late_down
RPL14	0.3592303006923043	0.0	0.0	late_up
RPL12	0.3587975259614436	0.0	0.0	late_up
RPS23	0.35877266399663826	0.0	0.0	late_up
RASSF2	-0.3577544437988763	0.0	0.0	late_down
PPIB	0.3576740237235098	0.0	0.0	late_up
MEGF9	-0.35719553281330957	0.0	0.0	late_down
RPL19	0.35556168611558514	0.0	0.0	late_up
SOD1	0.3552274713111475	0.0	0.0	late_up
NDUFA4L2	0.3548939559211689	0.0	0.0	late_up
SPI1	-0.35452395442083	0.0	0.0	late_down
RPL18A	0.35368521671024666	0.0	0.0	late_up
CNMD	0.35358826442419183	0.0	0.0	late_up
FXYD6	0.35340440544919116	0.0	0.0	late_up
PRDX4	0.35272360710369693	0.0	0.0	late_up
PRDX2	0.3522481880053675	0.0	0.0	late_up
SBDS	0.3511012153081335	0.0	0.0	late_up
ARRB2	-0.3504370156696929	0.0	0.0	late_down
RPL6	0.350385462115808	0.0	0.0	late_up
LYN	-0.3501590192546449	0.0	0.0	late_down
RPS15	0.35006182521403345	0.0	0.0	late_up
LAPTM4A	0.35002390702952046	0.0	0.0	late_up
RPLP0	0.35000438142914125	0.0	0.0	late_up
RPS3	0.3498394472405392	0.0	0.0	late_up
CD9	0.3491616547062032	0.0	0.0	late_up
TCEAL2	0.3471135989915106	0.0	0.0	late_up
RPL23A	0.3466918360560986	0.0	0.0	late_up
RPS26	0.3466889471741342	0.0	0.0	late_up
COMP	0.3454917058741003	0.0	0.0	late_up
LGALS3	0.3451647826796069	0.0	0.0	late_up
PPDPF	0.34511766201342964	0.0	0.0	late_up
CIRBP	0.34499993815799296	0.0	0.0	late_up
SLC2A3	-0.34496665077390654	0.0	0.0	late_down
PEBP1	0.34480812318495285	0.0	0.0	late_up
