gene	rho	pvalue	padj	program
MT1G	-0.5740134335965563	0.0	0.0	late_down
SERPINA1	-0.566822954245972	0.0	0.0	late_down
FGFBP2	-0.5514459846719084	0.0	0.0	late_down
COL1A2	0.533022695938991	0.0	0.0	late_up
LGALS1	0.5284306455651351	0.0	0.0	late_up
APOD	-0.5261873735412974	0.0	0.0	late_down
CLEC3A	-0.5143278515816138	0.0	0.0	late_down
COMP	-0.5084206473304909	0.0	0.0	late_down
COL1A1	0.508174474804308	0.0	0.0	late_up
COL6A1	0.5059237844953753	0.0	0.0	late_up
PRELP	-0.5038893889847947	0.0	0.0	late_down
TMSB10	0.4925224225377772	0.0	0.0	late_up
NME2	0.49203419619442507	0.0	0.0	late_up
CHAD	-0.4803094821362724	0.0	0.0	late_down
MIA	-0.47975430531221486	0.0	0.0	late_down
CYTL1	-0.47402485469491906	0.0	0.0	late_down
COL6A3	0.46825761341186156	0.0	0.0	late_up
TMSB4X	0.46591814570538537	0.0	0.0	late_up
RPL17	0.4635650211244429	0.0	0.0	late_up
FBN1	0.4539006219127562	0.0	0.0	late_up
RPS27	-0.45355756858377183	0.0	0.0	late_down
EIF4A1	0.45029150744511914	0.0	0.0	late_up
IBSP	-0.4489425088581598	0.0	0.0	late_down
MGP	-0.44312321435628554	0.0	0.0	late_down
PRSS23	0.4401717865647494	0.0	0.0	late_up
MRPS24	0.43996638265729976	0.0	0.0	late_up
S100B	-0.4378400095031265	0.0	0.0	late_down
GABARAP	0.43624080360541834	0.0	0.0	late_up
TPM4	0.43094367394389144	0.0	0.0	late_up
EEF1G	0.4295596889476886	0.0	0.0	late_up
RBP4	-0.42805879105116723	0.0	0.0	late_down
TRAPPC5	0.4280515104714392	0.0	0.0	late_up
PTP4A1	-0.42422062604214283	0.0	0.0	late_down
HSPA6	-0.4218979001939894	0.0	0.0	late_down
AP2S1	0.4218470405328126	0.0	0.0	late_up
IL17B	-0.4212240437880269	0.0	0.0	late_down
PSMA6	0.42059101032497526	0.0	0.0	late_up
S100A4	0.4195739234419837	0.0	0.0	late_up
COL6A2	0.4186905251225417	0.0	0.0	late_up
RPL34	-0.41664472693739857	0.0	0.0	late_down
ATP6V0C	0.41594352565814885	0.0	0.0	late_up
ANXA2	0.41380504997104084	0.0	0.0	late_up
SCRG1	-0.41253812528687434	0.0	0.0	late_down
COL9A3	-0.40858114076421853	0.0	0.0	late_down
MYOF	0.40679213299244	0.0	0.0	late_up
TPM1	0.40655949372783623	0.0	0.0	late_up
COL3A1	0.4047310559422908	0.0	0.0	late_up
FLNA	0.4026175267322773	0.0	0.0	late_up
ITGB1	0.40251955319194893	0.0	0.0	late_up
ACAN	-0.4013329074623075	0.0	0.0	late_down
ACTG1	0.39966028016143174	0.0	0.0	late_up
RNASEK	0.39943453586234523	0.0	0.0	late_up
CALD1	0.39873577637802204	0.0	0.0	late_up
AHNAK	0.39666305813329195	0.0	0.0	late_up
DAB2	0.3958932615132202	0.0	0.0	late_up
MT1X	-0.39489440901347156	0.0	0.0	late_down
GNG10	0.3900503957142613	0.0	0.0	late_up
CAV1	0.38933659383415525	0.0	0.0	late_up
PPP1R14B	0.3892699490655765	0.0	0.0	late_up
RPS26	-0.3886408020050774	0.0	0.0	late_down
VIM	0.3877337886447717	0.0	0.0	late_up
UBE2V1	0.387162192460362	0.0	0.0	late_up
TPM2	0.3870809771274495	0.0	0.0	late_up
FRZB	-0.3863133435268481	0.0	0.0	late_down
NQO1	0.3862411043057442	0.0	0.0	late_up
HSPA1B	-0.38428964740317917	0.0	0.0	late_down
RGCC	-0.38388964462572517	0.0	0.0	late_down
RPS29	-0.3835914214019843	0.0	0.0	late_down
ACTB	0.38338716820812174	0.0	0.0	late_up
COL5A2	0.38292608202945705	0.0	0.0	late_up
FXYD6	-0.3828436319358009	0.0	0.0	late_down
LOXL1	0.3743154159884841	0.0	0.0	late_up
PFN1	0.37201286239983544	0.0	0.0	late_up
CLTC	0.37144618530125584	0.0	0.0	late_up
MYL6	0.37141445395029477	0.0	0.0	late_up
TSPAN5	0.3712547808286504	0.0	0.0	late_up
RPS25	-0.3698641487594535	0.0	0.0	late_down
ITGA3	0.3685775944391724	0.0	0.0	late_up
UACA	0.3677092131206985	0.0	0.0	late_up
NT5E	0.3663229473244028	0.0	0.0	late_up
LCN2	-0.365933809562922	0.0	0.0	late_down
POLD4	0.3656723531814295	0.0	0.0	late_up
TLN1	0.3652270083866601	0.0	0.0	late_up
MAP1B	0.36502687195252537	0.0	0.0	late_up
CALU	0.3648526563022365	0.0	0.0	late_up
FTH1	0.3622240229256196	0.0	0.0	late_up
JAK1	0.35994499465952046	0.0	0.0	late_up
YWHAB	0.3599369502321937	0.0	0.0	late_up
ASPH	0.3595066042214717	0.0	0.0	late_up
CLU	-0.3593375497496486	0.0	0.0	late_down
ITGBL1	0.35906943671044866	0.0	0.0	late_up
CST3	-0.3585061592159406	0.0	0.0	late_down
LIMA1	0.35826994696532566	0.0	0.0	late_up
ARPC1B	0.3570908653572427	0.0	0.0	late_up
COL14A1	0.3566758502344451	0.0	0.0	late_up
COL11A2	-0.354818024327458	0.0	0.0	late_down
SPINT2	-0.35461933873271306	0.0	0.0	late_down
TXNDC5	0.3543693054078643	0.0	0.0	late_up
PLK2	0.35255225606486523	0.0	0.0	late_up
S100A1	-0.35244879011410124	0.0	0.0	late_down
MT1H	-0.3523946141421848	0.0	0.0	late_down
MT-CO2	0.35161529395028196	0.0	0.0	late_up
FMOD	-0.3513630627580388	0.0	0.0	late_down
MGST3	0.34991424965033624	0.0	0.0	late_up
MYH9	0.34878994641182176	0.0	0.0	late_up
ARPC5	0.3485107626868943	0.0	0.0	late_up
AHNAK2	0.3484556170671068	0.0	0.0	late_up
CRYAB	-0.34832783321747174	0.0	0.0	late_down
TUBB2B	-0.3482996891860746	0.0	0.0	late_down
CYP51A1	0.34767842236542335	0.0	0.0	late_up
RPL41	-0.3475330984925657	0.0	0.0	late_down
FBXO2	-0.34718996459257023	0.0	0.0	late_down
LMAN1	0.34693892115263475	0.0	0.0	late_up
C12orf75	0.34693492618545063	0.0	0.0	late_up
MAP4	0.3465176504526609	0.0	0.0	late_up
MARCKS	0.34582461003175385	0.0	0.0	late_up
RNH1	0.3457831299287921	0.0	0.0	late_up
CDH13	0.3425484494569874	0.0	0.0	late_up
DPYSL2	0.34220312517634127	0.0	0.0	late_up
NDUFS8	0.340734963676013	0.0	0.0	late_up
EIF1	-0.34060036220707535	0.0	0.0	late_down
IGFBP4	0.34033890834282415	0.0	0.0	late_up
SLPI	-0.34005244082944985	0.0	0.0	late_down
ITGA11	0.33971489302639657	0.0	0.0	late_up
ENAH	0.3395775125224288	0.0	0.0	late_up
MACF1	0.3391792045039747	0.0	0.0	late_up
F13A1	-0.33879166481088036	0.0	0.0	late_down
CD151	0.33856906160404404	0.0	0.0	late_up
BASP1	0.3384726645429866	0.0	0.0	late_up
ANXA11	0.3381254776727431	0.0	0.0	late_up
PKM	0.3380512037267593	0.0	0.0	late_up
EIF3H	-0.33602198935869837	0.0	0.0	late_down
ADH5	0.3357926031678905	0.0	0.0	late_up
FKBP2	-0.33560834988927163	0.0	0.0	late_down
MT1F	-0.33532110680057836	0.0	0.0	late_down
COL9A2	-0.3352693955689096	0.0	0.0	late_down
ADAM12	0.33521655455987426	0.0	0.0	late_up
TRAPPC1	0.3344580224023764	0.0	0.0	late_up
POLR2L	0.33406692872900656	0.0	0.0	late_up
ARHGAP29	0.33403653031851605	0.0	0.0	late_up
FAM114A1	0.33397424263254827	0.0	0.0	late_up
PDGFRA	0.3328412788156181	0.0	0.0	late_up
THY1	0.33269800378605385	0.0	0.0	late_up
XIST	0.332631658675007	0.0	0.0	late_up
RPS27A	-0.3321909050712629	0.0	0.0	late_down
VCL	0.331712772663775	0.0	0.0	late_up
NDUFA13	0.33145652163798345	0.0	0.0	late_up
TMOD3	0.3310257618055219	0.0	0.0	late_up
KHDRBS3	0.3310151381105072	0.0	0.0	late_up
EHD2	0.3309554644844788	0.0	0.0	late_up
ARPC2	0.33068075174528644	0.0	0.0	late_up
