gene	rho	pvalue	padj	program
ANPEP	-0.2845994118558018	0.0	0.0	late_down
SLC4A7	-0.2845670279478419	0.0	0.0	late_down
RPP21	-0.28394928171566597	0.0	0.0	late_down
PLTP	-0.2837609873361037	0.0	0.0	late_down
DHCR24	-0.2835971982202023	0.0	0.0	late_down
CPE	0.2835891620493346	0.0	0.0	late_up
GLIPR1	-0.28352206019536225	0.0	0.0	late_down
CYP51A1	-0.28306042955393007	0.0	0.0	late_down
RPL28	-0.28218767930773053	0.0	0.0	late_down
UQCRQ	-0.2811699208946588	0.0	0.0	late_down
NR4A1	0.2810658131261416	0.0	0.0	late_up
CCNL1	0.28097712112443696	0.0	0.0	late_up
CYP1B1	-0.2807683069722148	0.0	0.0	late_down
CHRDL2	0.28029647135642416	0.0	0.0	late_up
MT-CO2	-0.2801289237564032	0.0	0.0	late_down
SLC14A1	0.28007977096565984	0.0	0.0	late_up
NGRN	-0.28001435716789097	0.0	0.0	late_down
GTF2H5	-0.27999795115959336	0.0	0.0	late_down
MT1X	0.27952215490415044	0.0	0.0	late_up
SFRP1	-0.27931348504514814	0.0	0.0	late_down
NQO1	-0.2791261530897545	0.0	0.0	late_down
CNN3	-0.2788310573408974	0.0	0.0	late_down
ARHGAP22	-0.27856740945944614	0.0	0.0	late_down
PRDX5	-0.27825039069959323	0.0	0.0	late_down
NDUFS8	-0.2782487070131987	0.0	0.0	late_down
HCFC1R1	-0.27774722337953084	0.0	0.0	late_down
AP1S1	-0.277734562672783	0.0	0.0	late_down
SQSTM1	-0.27746101201095674	0.0	0.0	late_down
EIF3H	0.2768840428577043	0.0	0.0	late_up
DNAJA1	0.2766943816541364	0.0	0.0	late_up
RAB32	-0.27641533394504936	0.0	0.0	late_down
CCDC85B	-0.2750552110686229	0.0	0.0	late_down
PPIB	-0.2734689561255539	0.0	0.0	late_down
CTSB	-0.27300221988691203	0.0	0.0	late_down
NEDD8	-0.2729212942916629	0.0	0.0	late_down
MYO1B	-0.2728923693578746	0.0	0.0	late_down
MIA	0.2727132129234865	0.0	0.0	late_up
MRPL14	-0.2722793992746751	0.0	0.0	late_down
MXRA7	-0.271456189391865	0.0	0.0	late_down
SFPQ	0.27142647169301903	0.0	0.0	late_up
SRGAP1	-0.2709561703689434	0.0	0.0	late_down
HSP90AA1	0.27076177621396835	0.0	0.0	late_up
CERCAM	-0.27027786844115304	0.0	0.0	late_down
ADAM9	-0.2700538381439191	0.0	0.0	late_down
CD81	-0.2694891089291045	0.0	0.0	late_down
MYL12B	-0.2694879742756926	0.0	0.0	late_down
JUND	0.2694591547252569	0.0	0.0	late_up
