Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	cell_type	comparison	library
prerank	Dopaminergic Neuron Differentiation (GO:0071542)	0.8632296123450505	1.9237720202028086	0.001838235294117647	0.17284292178856925	0.675	4/11	6.34%	VEGFA;NR4A2;CTNNB1;PITX3	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Cell Chemotaxis (GO:0060326)	0.6709197361834681	1.8969389089326478	0.0018115942028985507	0.22987915907888865	0.779	4/36	3.19%	VEGFA;LEF1;EGR3;CCL20	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Transition Metal Ion Transport (GO:0000041)	0.6993724855310273	1.8960733515256427	0.005535055350553505	0.21676935791599547	0.786	8/29	6.80%	MT3;SLC39A8;F3;SLC30A1;COX17;ATP7A;HEPH;SLC41A2	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Endothelial Cell Migration (GO:0043542)	0.6891853936550879	1.8957268712417588	0.0018018018018018018	0.2034870533327262	0.787	8/34	7.07%	VEGFA;EGR3;S100A2;CYP1B1;S100A9;S100P;NOS3;RAB13	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of p38MAPK Cascade (GO:1900745)	0.7312912001984155	1.892082125829539	0.0035026269702276708	0.20063243140584375	0.803	10/24	12.17%	BMP2;VEGFA;SPHK1;RELL1;ZC3H12A;PJA2;SASH1;SPI1;GADD45G;MAP3K4	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	0.715642619189988	1.8880847621938641	0.003616636528028933	0.20091331957264635	0.823	12/25	14.99%	ERO1A;HSPA1B;HSPA13;PTGES3;DNAJB1;DNAJB14;HSPA6;DNAJC18;HSPA5;HSPA14;DNAJB4;HSPA1A	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Regulation Of Transforming Growth Factor Beta Production (GO:0071634)	0.8078855239075102	1.8872802677940737	0.0	0.1919085258827995	0.825	3/15	1.54%	PTGS2;LTBP1;TGFB2	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Neutrophil Chemotaxis (GO:0030593)	0.6537616349615372	1.88584073563084	0.0018083182640144665	0.18582921301372107	0.828	8/39	4.04%	TREM1;PDE4B;TGFB2;FCER1G;S100A9;CCL3;CCL20;CCL26	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522)	0.8356764924110028	1.8840636372060076	0.0019267822736030828	0.18092144965477414	0.835	8/13	10.92%	BMP2;VEGFA;RUNX2;DLX5;XBP1;HIF1A;RELA;CREB3	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Prostaglandin Metabolic Process (GO:0006693)	0.7189094126049117	1.8825362590630799	0.0	0.17588467092977594	0.839	8/24	7.68%	PTGS2;PTGES;PLA2G4A;CES1;PTGS1;PTGES3;PTGDS;DAGLB	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Granulocyte Chemotaxis (GO:0071621)	0.6420419682188139	1.8790421837178797	0.0018050541516245488	0.17557561620419881	0.851	8/42	4.04%	TREM1;PDE4B;TGFB2;FCER1G;S100A9;CCL3;CCL20;CCL26	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Endoderm Development (GO:0007492)	0.851947522417883	1.8630949661074616	0.001893939393939394	0.20415504530099118	0.895	2/11	0.19%	DUSP4;DUSP5	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)	0.5588325076629952	1.8597177423605746	0.0	0.2037897371933463	0.907	14/101	4.27%	TNFSF11;VEGFA;TGFA;FGF1;CEMIP;PDGFA;NTF3;NOD2;FGF18;HMGA2;FLT1;MAP2K1;FERMT2;MEF2C	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Neutrophil Migration (GO:1990266)	0.6393736140217509	1.8590950878186179	0.0036036036036036037	0.19714112963420868	0.908	8/43	4.04%	TREM1;PDE4B;TGFB2;FCER1G;S100A9;CCL3;CCL20;CCL26	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138)	0.5976407147363312	1.854377860650687	0.0	0.20131286793601752	0.915	12/63	9.40%	VEGFA;SPRY2;LIF;IL11;NTF3;RIPK2;NGF;CD44;PDCD10;TBK1;DOCK7;LATS1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Osteoclast Differentiation (GO:0045672)	0.8725975160805588	1.8518266077841095	0.0	0.19984093050594642	0.921	4/10	5.88%	TNFSF11;PPP3CA;TYROBP;IL23A	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Arachidonic Acid Metabolic Process (GO:0019369)	0.6933434951684965	1.8504376189704204	0.0	0.19579023516267274	0.922	8/27	7.68%	PTGS2;PLA2G4A;CYP1B1;PTGS1;PTGES3;ALOX12;PTGDS;DAGLB	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Glial Cell Differentiation (GO:0010001)	-0.6774456051040167	-1.8487123618067833	0.002109704641350211	0.9971612303594138	0.94	8/24	6.11%	ADGRG6;RELN;CDH2;BCAN;GPC1;NFIB;METRN;SOX8	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Monocyte Chemotaxis (GO:0002548)	0.7386324521330337	1.8464852325401442	0.003838771593090211	0.19841089022905725	0.93	5/21	4.04%	TNFSF11;CCL3;FLT1;CCL20;CCL26	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591)	0.7881527125740755	1.8455956669762792	0.007476635514018692	0.1940099172829665	0.936	5/13	7.13%	DUSP10;HLA-DRB1;KAT5;HLA-G;IL4I1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)	0.6654647591039887	1.8442852829209508	0.003676470588235294	0.19037771095552555	0.937	7/33	8.41%	SPRY2;SPRY4;TGFB2;FLCN;KCTD13;ITGA3;KCTD10	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Regulation Of Nervous System Development (GO:0051960)	0.6796033659482499	1.8432221448150328	0.0018214936247723133	0.1874813395306265	0.94	10/33	9.36%	LEF1;BHLHE40;CTNNB1;TNFRSF1B;HEY1;ZPR1;PER2;ASCL2;HES7;DOCK7	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)	0.7000569769933748	1.842616668060617	0.0074487895716946	0.18301461766896815	0.942	4/24	1.71%	TGFA;GPRC5A;ERRFI1;SOCS6	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Regulation Of Feeding Behavior (GO:0060259)	0.8534475930586364	1.8360403620225443	0.001949317738791423	0.19118814238761175	0.954	2/10	0.51%	SGIP1;NR4A3	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746)	0.7687376207242758	1.8342621714552652	0.001851851851851852	0.18923258186707126	0.957	3/17	2.86%	VEGFA;SPRY2;SMOC2	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)	0.8463379676538187	1.8277653126447169	0.0019047619047619048	0.19872761055883806	0.961	6/10	9.31%	CYP1B1;ZNF622;GSKIP;DIABLO;PDCD10;PDK1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Negative Regulation Of Small GTPase Mediated Signal Transduction (GO:0051058)	0.7287934182908252	1.8270134972262715	0.0056179775280898875	0.19504914127413556	0.962	3/19	1.54%	SPRY2;SPRY4;TGFB2	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Hexose Transmembrane Transport (GO:0008645)	0.7534337906905949	1.826512147037416	0.00946969696969697	0.19146539524595704	0.963	5/17	7.54%	SLC2A1;SLC2A5;SLC5A3;SLC2A3;SLC45A1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Immune System Process (GO:0002684)	0.747191926175872	1.8248488479167142	0.007168458781362007	0.19018502096467985	0.963	6/19	6.45%	VEGFA;RSAD2;TNFRSF18;TGFB2;C8B;HLA-G	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Angiogenesis (GO:0045766)	0.5397399951023242	1.8238525929667295	0.0	0.1877161804569697	0.966	24/96	7.92%	VEGFA;SERPINE1;FGF1;SPHK1;MDK;HK2;FGF18;TWIST1;CYP1B1;HMGA2;BTG1;FLT1;ITGA5;SMOC2;ANGPTL4;XBP1;ZC3H12A;NOS3;SIRT1;HMOX1;PGF;KLF4;HIF1A;SASH1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Gliogenesis (GO:0042063)	-0.7265204716407436	-1.817317141360914	0.006289308176100629	1.0	0.978	6/17	4.87%	RELN;CDH2;BCAN;CD9;NFIB;METRN	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Neuron Projection Guidance (GO:0097485)	-0.5090261429522236	-1.8153259383085305	0.0024875621890547263	0.8657631933634338	0.98	32/96	13.25%	RELN;EPHA5;NFASC;CNTN6;CNTN1;EPHB3;OPHN1;PRKCQ;EPHA4;LGR6;EPHB6;GLI2;NEXN;ROBO2;FEZ1;NRCAM;RPS6KA5;DAG1;KLF7;PLEKHG4;SCN1B;FYN;KIF5C;ENAH;SLIT2;BOC;SEMA3D;SEMA3E;CNTN2;NRXN3;NOTCH1;DSCAML1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028)	0.7986139808716541	1.812724973466822	0.0	0.20895114617069876	0.98	3/13	2.86%	VEGFA;FGF18;SMOC2	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of T Cell Differentiation (GO:0045582)	0.604549925248256	1.8098524774951654	0.005484460694698354	0.21056657535353476	0.982	11/50	7.13%	LEF1;DUSP10;HLA-DRB1;MDK;KAT5;ACTL6A;SOX4;XBP1;IL23A;HLA-G;IL4I1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Response To BMP (GO:0071772)	0.7439180132263952	1.809616551626647	0.005747126436781609	0.2059900813766029	0.982	5/17	7.79%	BMP2;RUNX2;DLX5;BMP6;BMPR1B	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931)	0.8594001721752387	1.8089784431551195	0.00196078431372549	0.20332954386293645	0.982	2/10	5.23%	BMP2;CYP27B1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Negative Regulation Of Lymphocyte Proliferation (GO:0050672)	0.700822903147123	1.8034118202321827	0.007590132827324478	0.21011130701802083	0.988	10/25	8.31%	HLA-DRB1;CD300A;TYROBP;HLA-G;IL4I1;SDC4;PLA2G2A;IL10;GPNMB;SOX11	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200)	-0.6015707147977682	-1.7996426811418291	0.00909090909090909	0.8402702812975218	0.986	13/45	12.52%	F2R;AGT;C5AR1;HTR2B;LTB4R;HTR2A;OPRK1;ANO1;F2RL2;PTH1R;ESR1;F2RL1;CMKLR1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Cellular Defense Response (GO:0006968)	0.6874215004179004	1.7986312370936508	0.009671179883945842	0.2159447405017553	0.99	9/26	13.60%	FOSL1;TYROBP;LGALS3BP;HLA-G;RELA;RAB23;CD300C;SPN;LY96	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Glucose Import (GO:0046323)	0.8370919955632912	1.798410050911443	0.00816326530612245	0.21185649525425929	0.99	2/10	3.05%	SLC2A1;SLC2A3	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Membrane Lipid Biosynthetic Process (GO:0046467)	-0.5704125858608223	-1.7971188790659929	0.002369668246445498	0.7487422625374383	0.986	9/53	4.27%	SPTSSB;PLPP1;HACD1;GBGT1;ST3GAL6;ST3GAL2;ORMDL3;SPTLC3;PPM1L	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Regulation Of Interleukin-4 Production (GO:0032673)	0.7149373743523287	1.7935446698534288	0.007366482504604052	0.2181411271365397	0.992	6/20	5.02%	LEF1;HLA-DRB1;FCER1G;SLC7A5;IRF4;DDIT3	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Regulation Of Inflammatory Response (GO:0050727)	0.4911336547366719	1.7907289380300597	0.0	0.22038622769314464	0.992	33/180	9.86%	PTGS2;TLR2;SERPINE1;PTGES;SPHK1;MDK;SLC39A8;NOD2;RORA;S100A9;TNFAIP6;CCL3;LACC1;APOA1;TNFRSF1B;PTGER4;NFKBIZ;MAPK13;TNFAIP3;OTULIN;JAK2;BIRC2;IL23A;PLA2G2A;VAMP2;DAGLB;IL10;KLF4;SETD4;SELE;MMP3;DNASE1L3;TNIP1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Glucose Transmembrane Transport (GO:1904659)	0.7295537810354854	1.789096024214295	0.011650485436893204	0.21946041127386307	0.992	5/18	7.54%	SLC2A1;SLC2A5;SLC5A3;SLC2A3;SLC45A1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Mesoderm Development (GO:0007498)	0.8199454287077996	1.7877360433330767	0.003766478342749529	0.21857090138082783	0.992	6/12	10.71%	VEGFA;TBX3;TBX1;JAK2;HES7;FOXC2	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Apoptotic Process (GO:0043065)	0.48591195261858694	1.787212372425639	0.0	0.21552375476088595	0.992	64/238	14.93%	PHLDA1;BMP2;STK17A;BCL2A1;CTSL;PMAIP1;CTSD;SFRP4;SIK1;CTNNB1;TGFB2;CYP1B1;TNFAIP8;CCL3;BTG1;TNFRSF12A;TNFRSF10B;ING5;SOX4;NKX3-1;FLCN;TNFRSF10C;ZNF622;FAM162A;BCLAF1;DDIT3;DAPK3;ZC3H12A;PTRH2;MCL1;SIRT1;ANO6;DIABLO;RYBP;AIFM2;IFIT2;RNF122;TFPT;LATS1;MLLT11;CLU;BNIP3;OMA1;DDX20;TGFBR1;CLIP3;TGM2;IGFBP3;DDX3X;GADD45G;PXT1;SFRP2;CCAR2;PRR7;DUSP6;BCL2L11;MTCH2;TRIM35;TP53BP2;DAPK2;BRMS1;MAPK8;CTNNBL1;PPID	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Ceramide Biosynthetic Process (GO:0046513)	-0.6214472872648661	-1.7854357199057118	0.008714596949891068	0.726039020807732	0.991	1/33	0.01%	SPTSSB	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of MAP Kinase Activity (GO:0043406)	0.5524680629546077	1.7848755486051393	0.0017123287671232876	0.21639631320999844	0.993	11/81	5.43%	TNFSF11;VEGFA;TGFA;FGF1;PDGFA;NTF3;NOD2;FGF18;FLT1;MEF2C;FZD10	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Cellular Response To Copper Ion (GO:0071280)	0.7388999708050267	1.783356655959435	0.001953125	0.21579851641449924	0.993	9/16	13.76%	MT3;MT1X;MT2A;MT1G;MT1H;MT1F;MT1HL1;MT1B;MT1M	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Regulation Of Osteoclast Differentiation (GO:0045670)	0.6449821351100736	1.7806077264170044	0.005780346820809248	0.2184789185295828	0.993	7/30	8.22%	TNFSF11;PPP3CA;TNFAIP6;CCL3;IL23A;FSTL3;GPR137B	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Regulation Of Defense Response (GO:0031347)	0.5428489171559868	1.7801321677981872	0.0017605633802816902	0.2156063361855341	0.993	15/77	14.64%	PTGS2;PTGES;NOD2;LACC1;PTPN22;JAK2;BIRC2;DAGLB;SELE;RELA;FGR;ELMOD2;CYLD;IL20;WNT5A	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Phosphatidylinositol 3-Kinase Signaling (GO:0014065)	-0.6327834946866967	-1.7792947786598767	0.01098901098901099	0.6847336431891312	0.991	13/28	15.90%	HTR2B;ERBB2;PIK3R1;HTR2A;PTEN;PIK3C2G;EDN1;CD160;PIK3C2B;IGF1R;TYRO3;IRS1;PIK3R2	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Vasculature Development (GO:1904018)	0.5413597380563591	1.7789216590748815	0.0017271157167530224	0.21448255270508826	0.993	21/83	7.92%	VEGFA;SERPINE1;FGF1;SPHK1;HK2;FGF18;TWIST1;CYP1B1;HMGA2;BTG1;FLT1;SMOC2;ANGPTL4;XBP1;ZC3H12A;NOS3;SIRT1;HMOX1;PGF;HIF1A;SASH1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Axonogenesis (GO:0007409)	-0.4740369978891269	-1.7783482749990334	0.0	0.6274280030369901	0.992	41/145	13.25%	RELN;EPHA5;NFASC;CNTN6;CNTN1;FGFR2;EPHB3;OPHN1;ANOS1;PRKCQ;EPHA4;LGR6;NTNG2;EPHB6;GLI2;SLITRK4;NEXN;MAP1B;ROBO2;FEZ1;NRCAM;RPS6KA5;DAG1;KLF7;ULK1;SHTN1;AUTS2;PLEKHG4;PTEN;SCN1B;FYN;KIF5C;ENAH;SLIT2;BOC;SEMA3D;SEMA3E;CNTN2;NRXN3;NOTCH1;DSCAML1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536)	0.6076560880157905	1.774070379520236	0.007104795737122558	0.2213011322450347	0.993	7/38	7.90%	PTGS2;VEGFA;FGF18;NOS3;SIRT1;HMOX1;HIF1A	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Intracellular Zinc Ion Homeostasis (GO:0006882)	0.7385418649215003	1.772453851572219	0.009208103130755065	0.22088314925203428	0.993	3/16	4.23%	MT3;SLC39A8;SLC30A1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Prostaglandin Biosynthetic Process (GO:0001516)	0.7466767359483596	1.770595944436187	0.003838771593090211	0.22098009300166593	0.994	7/16	7.68%	PTGS2;PTGES;PLA2G4A;PTGS1;PTGES3;PTGDS;DAGLB	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911)	0.7751743756108066	1.7704635678663148	0.011090573012939002	0.21776811932639173	0.994	6/14	9.36%	NR4A3;MDK;IGFBP5;DOCK5;AIF1;DOCK7	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Regulation Of Ruffle Assembly (GO:1900027)	0.6953799059503543	1.7685318289758392	0.0	0.21843741389665725	0.994	3/20	2.14%	TACSTD2;EPS8;PLEKHM1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Mesenchyme Morphogenesis (GO:0072132)	0.7608849493052842	1.765841247027602	0.009746588693957114	0.22059639523418037	0.995	5/14	7.92%	BMP2;TGFB2;HEY1;NOS3;NOG	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Regulation Of Trophoblast Cell Migration (GO:1901163)	0.8106662118653776	1.763294551280097	0.0038240917782026767	0.22266833832771069	0.995	3/11	2.18%	VEGFA;TIMP1;GJA1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	N-glycan Processing (GO:0006491)	-0.7148164141871461	-1.7624898834103044	0.006396588486140725	0.6481606086654049	0.995	10/16	20.53%	MAN1A1;ST8SIA4;MGAT4A;GNPTAB;MAN2A1;PRKCSH;ST8SIA1;GANC;MGAT4B;MAN1A2	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Neuron Apoptotic Process (GO:0043525)	0.7100766215763515	1.7613582819478615	0.007434944237918215	0.22332769939013572	0.995	6/20	6.48%	CTNNB1;TGFB2;CCL3;TYROBP;DDIT3;MCL1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209)	0.6457866679608427	1.7601049320382933	0.0034965034965034965	0.2226197096510437	0.995	5/35	5.77%	TNFSF11;TNFRSF1B;JAK2;BIRC2;TRAF1	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Prostanoid Biosynthetic Process (GO:0046457)	0.7794333724024118	1.757990845323856	0.0019305019305019305	0.22426957956926943	0.996	7/13	7.68%	PTGS2;PTGES;PLA2G4A;PTGS1;PTGES3;PTGDS;DAGLB	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of MAPK Cascade (GO:0043410)	0.46996680941804986	1.7549170161340328	0.0	0.2273996922849186	0.996	30/228	5.22%	TNFSF11;BMP2;VEGFA;SPRY2;TGFA;MT3;LIF;FGF1;HLA-DRB1;ACKR3;PDGFA;IL11;NTF3;NOD2;AVPI1;FGF18;TGFB2;PLCG2;CCL3;PTPN22;FLT1;MAP2K1;FERMT2;CCL20;ICAM1;TBX1;CCL26;MEF2C;ZNF622;CD44	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Positive Regulation Of Homotypic Cell-Cell Adhesion (GO:0034112)	0.7640770460367088	1.7545065316200374	0.013461538461538462	0.22492088257531626	0.996	3/13	5.45%	TNFSF11;PLAUR;JAK2	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Defense Response To Gram-negative Bacterium (GO:0050829)	0.6618227986646061	1.7543380904895056	0.0057692307692307696	0.22215504316013207	0.996	4/29	5.88%	TREM1;SERPINE1;TNFRSF14;IL23A	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
prerank	Negative Regulation Of DNA Binding (GO:0043392)	0.674001907821056	1.7537627737483308	0.00749063670411985	0.22015509940001474	0.996	10/26	13.65%	LEF1;HMGA2;MSX2;HEY1;JAK2;PER2;SOX11;SUMO3;NFKBIA;SP100	AF_inner	healthy_vs_degenerated_all	GO_Biological_Process_2023
