source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank	condition	is_pain_relevant	pain_categories
NP_stressed_degenerative	Memory B cells	CXCL8	CD79A	2.9652689	0.0	8.209085	9.346995036526117	4.286583366231142	0.060936987	0.9145187	1.228290753477566e-06	2.1622492582339166e-06	degenerated	True	pain_ligand:CXCL8
NP_stressed_degenerative	Small pre-B cells	CXCL8	CD79A	2.9261014	0.0	7.916952	9.06407142928282	4.083237896571464	0.058768444	0.9130917	1.4414994309965837e-06	3.917833603463111e-06	degenerated	True	pain_ligand:CXCL8
NP_stressed_degenerative	Naive B cells	CXCL8	CD79A	2.8198793	0.0	7.124685	8.296779397070676	4.0482021782216675	0.052887354	0.9088159	3.7607892602976174e-06	1.1129682649907025e-05	degenerated	True	pain_ligand:CXCL8
Classical monocytes	Memory B cells	CXCL8	CD79A	2.5538423	0.0	6.397785	8.987527674079852	3.0368740373635865	0.047491495	0.90425783	2.1834083964110957e-06	3.132063622516221e-05	degenerated	True	pain_ligand:CXCL8
Macrophages	Memory B cells	CXCL8	CD79A	2.541381	0.0	6.342923	8.976640081674107	2.947760473886914	0.04708425	0.9038844	5.329380663705662e-06	3.3246363520393895e-05	degenerated	True	pain_ligand:CXCL8
Classical monocytes	Small pre-B cells	CXCL8	CD79A	2.514675	0.0	6.1701097	8.704604066836552	2.833528567703908	0.04580143	0.9026778	9.8549916951706e-06	4.448568946441791e-05	degenerated	True	pain_ligand:CXCL8
Macrophages	Small pre-B cells	CXCL8	CD79A	2.5022135	0.0	6.1172	8.693716474430808	2.7444150042272355	0.045408677	0.9022988	1.8825743804265918e-05	5.152459017523318e-05	degenerated	True	pain_ligand:CXCL8
DC	Memory B cells	CXCL8	CD79A	2.4520545	0.0	5.949666	8.898595010990183	2.7114258018183373	0.044165056	0.9010679	2.6719859030243148e-05	7.378321577917458e-05	degenerated	True	pain_ligand:CXCL8
NP_stressed_degenerative	Fibroblasts	PTGS2	CAV1	2.426695	0.0	5.888668	1.2636452372398765	1.8756331905165637	0.035257235	0.90060765	0.004970174920119449	8.904741476812663e-05	degenerated	True	pain_ligand:PTGS2
DC	Small pre-B cells	CXCL8	CD79A	2.412887	0.0	5.7379375	8.615671403746886	2.5080803321586584	0.042593367	0.89944106	6.592859074119031e-05	0.00010115053448042665	degenerated	True	pain_ligand:CXCL8
Classical monocytes	Naive B cells	CXCL8	CD79A	2.4084527	0.0	5.552653	7.93731203462441	2.7984928493541124	0.04121798	0.8979469	1.432813559533981e-05	0.00010458487765911757	degenerated	True	pain_ligand:CXCL8
Macrophages	Naive B cells	CXCL8	CD79A	2.3959913	0.0	5.5050383	7.926424442218666	2.7093792858774397	0.04086453	0.8975516	2.768196370275805e-05	0.00011889421797649707	degenerated	True	pain_ligand:CXCL8
NP_stressed_degenerative	NK cells	PTGS2	CAV1	2.351584	0.0	5.5221047	1.1933853969212873	1.8942469857236042	0.033062506	0.8976939	0.005963467576966869	0.00017319644843204478	degenerated	True	pain_ligand:PTGS2
NP_stressed_degenerative	Fibroblasts	CXCL8	SDC2	2.559362	0.0	5.181594	1.648535233771064	2.522174954566119	0.0324093	0.894734	0.004264944911663773	0.00018069812762109912	degenerated	True	pain_ligand:CXCL8
Classical monocytes	Fibroblasts	PTGS2	CAV1	2.3411088	0.0	5.4755874	1.1888004946670134	1.327289870629904	0.032783996	0.8973047	0.005963467576966869	0.0001868136633734371	degenerated	True	pain_ligand:PTGS2
NP_stressed_degenerative	Endothelial cells	PTGS2	CAV1	2.3167496	0.0	5.352102	1.1608009752220034	1.9137196449821072	0.032044653	0.896249	0.005963467576966869	0.00023764755729898827	degenerated	True	pain_ligand:PTGS2
NP_stressed_degenerative	AF_inner	CXCL8	SDC2	2.5350502	0.0	5.0002623	1.6234096925813117	2.552497672028388	0.031275127	0.89304465	0.005099393866695529	0.0002393887318017153	degenerated	True	pain_ligand:CXCL8
DC	Naive B cells	CXCL8	CD79A	2.306665	0.0	5.163729	7.848379371534743	2.473044613808863	0.038330954	0.89457124	9.028569635874502e-05	0.00026443008993816885	degenerated	True	pain_ligand:CXCL8
NP_stressed_degenerative	NP_mature_chondrocyte	CXCL8	SDC2	2.5113611	0.0	4.823575	1.5989259360422787	2.470950979754719	0.03017	0.8913143	0.005963467576966869	0.0003533196353746402	degenerated	True	pain_ligand:CXCL8
Classical monocytes	NK cells	PTGS2	CAV1	2.265998	0.0	5.1347375	1.1185406543484242	1.3459036658369443	0.030743223	0.89430547	0.005963467576966869	0.0003813819944689334	degenerated	True	pain_ligand:PTGS2
Classical monocytes	Endothelial cells	PTGS2	CAV1	2.2311635	0.0	4.9766603	1.0859562326491405	1.3653763250954474	0.029796768	0.89281845	0.005963467576966869	0.000517017787852167	degenerated	True	pain_ligand:PTGS2
NP_stressed_degenerative	AF_mechanical_stress	CXCL8	SDC2	2.4754324	0.0	4.5555983	1.5617927860582033	2.3915573873064537	0.028493885	0.8885147	0.005963467576966869	0.000561436557103035	degenerated	True	pain_ligand:CXCL8
NP_stressed_degenerative	Plasma cells	CXCL8	CD79A	2.475377	0.0	4.555185	5.80828284303901	3.6683940288362775	0.03381366	0.88851017	0.0001266066334081488	0.0005667819703829714	degenerated	True	pain_ligand:CXCL8
Classical monocytes	Fibroblasts	CXCL8	SDC2	2.1479354	0.0	4.0382967	1.2890678713247978	1.2724656256985638	0.025258323	0.8824036	0.005963467576966869	0.0012242800740965394	degenerated	True	pain_ligand:CXCL8
Macrophages	Fibroblasts	CXCL8	SDC2	2.135474	0.0	4.003668	1.278180278919053	1.1833520622218912	0.025041731	0.88195604	0.005963467576966869	0.001291949072409105	degenerated	True	pain_ligand:CXCL8
Classical monocytes	AF_inner	CXCL8	SDC2	2.1236236	0.0	3.8969753	1.2639423301350456	1.3027883431608323	0.024374401	0.88054276	0.005963467576966869	0.001471165644937376	degenerated	True	pain_ligand:CXCL8
Macrophages	AF_inner	CXCL8	SDC2	2.1111622	0.0	3.8635583	1.2530547377293009	1.2136747796841596	0.024165386	0.88008904	0.005963467576966869	0.0015496104874416561	degenerated	True	pain_ligand:CXCL8
AF_mechanical_stress	AF_outer	NGF	SORCS2	0.13353685	0.01	0.017499167	0.0783263052477306	0.137075414406637	0.033070106	0.33063343	0.4612624958853618	0.001696640620207916	degenerated	True	pain_ligand:NGF
Classical monocytes	NP_mature_chondrocyte	CXCL8	SDC2	2.0999346	0.0	3.7592735	1.2394585735960129	1.2212416508871635	0.023513114	0.87863773	0.005963467576966869	0.00182088087278451	degenerated	True	pain_ligand:CXCL8
NP_stressed_degenerative	AF_outer	CXCL8	SDC2	2.366438	0.0	3.742652	1.4491449774410161	2.428187759644708	0.023409152	0.8784012	0.005963467576966869	0.001864164601881466	degenerated	True	pain_ligand:CXCL8
Macrophages	NP_mature_chondrocyte	CXCL8	SDC2	2.087473	0.0	3.7270372	1.228570981190268	1.1321280874104909	0.023311486	0.87817776	0.005963467576966869	0.0019275740750663577	degenerated	True	pain_ligand:CXCL8
DC	Fibroblasts	CXCL8	SDC2	2.0461478	0.0	3.755443	1.2001352082351302	0.9470173901533143	0.023489159	0.8785834	0.005963467576966869	0.002186465651882134	degenerated	True	pain_ligand:CXCL8
DC	AF_inner	CXCL8	SDC2	2.021836	0.0	3.62402	1.175009667045378	0.9773401076155829	0.02266715	0.8766705	0.005963467576966869	0.002585083550439215	degenerated	True	pain_ligand:CXCL8
NP_stressed_degenerative	AF_outer	PTGS2	CAV1	2.0147452	0.0	3.8782327	0.8783003528485525	1.873243978919942	0.02322015	0.88028896	0.005963467576966869	0.0026826443631963485	degenerated	True	pain_ligand:PTGS2
Classical monocytes	AF_mechanical_stress	CXCL8	SDC2	2.0640059	0.0	3.5504243	1.2023254236119372	1.1418480584388984	0.022206828	0.87555707	0.005963467576966869	0.0027233351967860114	degenerated	True	pain_ligand:CXCL8
Classical monocytes	Plasma cells	CXCL8	CD79A	2.0639505	0.0	3.5501022	5.448815480592744	2.418684699968722	0.026352815	0.8755521	0.00015727566988700165	0.002729173040895776	degenerated	True	pain_ligand:CXCL8
Macrophages	AF_mechanical_stress	CXCL8	SDC2	2.0515444	0.0	3.519979	1.1914378312061924	1.0527344949622257	0.022016402	0.87508714	0.005963467576966869	0.0028951348404629984	degenerated	True	pain_ligand:CXCL8
Macrophages	Plasma cells	CXCL8	CD79A	2.0514889	0.0	3.5196595	5.437927888187	2.3295711364920493	0.026126837	0.8750822	0.00024553291748621815	0.0029011516683827253	degenerated	True	pain_ligand:CXCL8
NP_stressed_degenerative	Plasma cells	CXCL8	SDC1	2.3347476	0.0	3.5062878	3.0515166630622637	3.3860951396675585	0.16531171	0.87487394	8.594045919916936e-06	0.0029921417427037425	degenerated	True	pain_ligand:CXCL8
DC	NP_mature_chondrocyte	CXCL8	SDC2	1.9981469	0.0	3.495963	1.1505259105063452	0.895793415341914	0.02186619	0.87471247	0.005963467576966869	0.0030597499276642146	degenerated	True	pain_ligand:CXCL8
AF_inner	AF_outer	NGF	SORCS2	0.13765152	0.0	0.018447934	0.08695211118138871	0.12923451827206822	0.034863096	0.33650196	0.4305968407406861	0.003223070113665537	degenerated	True	pain_ligand:NGF
NP_mature_chondrocyte	AF_outer	TNFSF9	PVR	0.13632752	0.32	0.01857486	0.012265424618518005	0.03774311436839255	0.005357572	0.3372678	0.7339990402676044	0.0033926414332625747	degenerated	True	pain_ligand:TNF
NP_stressed_degenerative	DC	CXCL8	SDC2	2.309431	0.0	3.3174622	1.3902269175633433	2.2158867702488108	0.020749722	0.8718124	0.005963467576966869	0.004213661091503155	degenerated	True	pain_ligand:CXCL8
DC	AF_mechanical_stress	CXCL8	SDC2	1.9622183	0.0	3.3017426	1.1133927605222698	0.8163998228936489	0.020651398	0.87154675	0.005963467576966869	0.0042790359416525255	degenerated	True	pain_ligand:CXCL8
DC	Plasma cells	CXCL8	CD79A	1.9621627	0.0	3.3014429	5.359882817503077	2.0932364644234727	0.02450699	0.8715417	0.000955153023087336	0.004293631312741286	degenerated	True	pain_ligand:CXCL8
NP_mature_chondrocyte	Endothelial cells	TNFSF9	PVR	0.13917197	0.34	0.019332126	0.01964197890401409	-0.027184947259253522	0.0055759917	0.34174806	0.7944826247353656	0.004748981712965279	degenerated	True	pain_ligand:TNF
NP_mature_chondrocyte	AF_mechanical_stress	TNFSF9	PVR	0.13921002	0.26	0.019342253	0.01974065951787214	-0.05333711251590431	0.0055789123	0.34180698	0.8833424559151806	0.004918495203455702	degenerated	True	pain_ligand:TNF
Classical monocytes	AF_outer	PTGS2	CAV1	1.929159	0.0	3.606181	0.8034556102756896	1.3249006590332821	0.021591293	0.8764035	0.005963467576966869	0.005030827488027035	degenerated	True	pain_ligand:PTGS2
NP_mature_chondrocyte	AF_outer	SEMA3B	NRP2_PLXNA3	0.14310421	0.0	0.019850101	0.08461090172027287	0.08464814267805648	0.013147872	0.34472826	0.47747107556810253	0.006443830915566878	degenerated	True	pain_receptor:NRP2
NP_mature_chondrocyte	DC	TNFSF9	TNFRSF9	0.14260536	0.04	0.020246183	0.2673299375427589	0.05122726124739002	0.0048151636	0.34696317	0.561614836669643	0.006952160869769009	degenerated	True	pain_ligand:TNF
NP_stressed_degenerative	AF_mechanical_stress	PTGS2	CAV1	1.8837149	0.0	3.2387664	0.7557331198605064	1.2974398289928772	0.019391472	0.870465	0.005963467576966869	0.006961210176149032	degenerated	True	pain_ligand:PTGS2
NP_stressed_degenerative	Macrophages	CXCL8	SDC2	2.2695024	0.0	3.0196514	1.3489600805617485	2.3548902436686543	0.018887004	0.8664641	0.005963467576966869	0.007091455469606789	degenerated	True	pain_ligand:CXCL8
Classical monocytes	AF_outer	CXCL8	SDC2	1.9550112	0.0	2.9168513	1.08967761499475	1.1784784307771528	0.01824402	0.86444753	0.005963467576966869	0.008347172170373689	degenerated	True	pain_ligand:CXCL8
Macrophages	AF_outer	CXCL8	SDC2	1.9425497	0.0	2.891839	1.0787900225890052	1.08936486730048	0.018087577	0.86394215	0.005963467576966869	0.00867415837687028	degenerated	True	pain_ligand:CXCL8
Fibroblasts	AF_mechanical_stress	PDGFC	FLT1	0.14558735	0.78	0.02104962	-0.16744174920381458	-0.3680861648491305	0.0014979297	0.35138497	1.0	0.009154259907855906	degenerated	True	pain_receptor:FLT1
Classical monocytes	Naive B cells	TNFSF13B	HLA-DPB1	1.844416	0.0	2.8215296	3.6454609286043187	2.9578056584652552	0.066841014	0.86248904	6.856632274821216e-05	0.009899902557737102	degenerated	True	pain_ligand:TNF
AF_outer	AF_outer	TNFSF9	PVR	0.14683408	0.0	0.021507073	0.034151332591451186	0.10480160596329612	0.0062033143	0.35383883	0.6331654748821723	0.010000933226705389	degenerated	True	pain_ligand:TNF
AF_outer	AF_mechanical_stress	PDGFA	PDGFRB	0.14683148	0.95	0.02154356	-0.03162189674196664	-0.06282757320244256	0.0018727452	0.3540327	1.0	0.010339558435497224	degenerated	True	pain_ligand:PDGFA
NP_mature_chondrocyte	Fibroblasts	PTGS2	CAV1	1.8254112	0.0	2.986578	0.7378257799788706	0.5754166965341525	0.017881546	0.86582565	0.01737701254057002	0.010525392686454202	degenerated	True	pain_ligand:PTGS2
Macrophages	Fibroblasts	PTGS2	CAV1	1.8140974	0.0	2.9319718	0.7279320343906521	0.6583570213788681	0.017554602	0.86475015	0.008671382429435718	0.011345274866399883	degenerated	True	pain_ligand:PTGS2
Classical monocytes	Plasma cells	CXCL8	SDC1	1.923321	0.0	2.73264	2.692049300615998	2.1363858108000033	0.12883638	0.8605797	3.152603644489458e-05	0.011380577319531864	degenerated	True	pain_ligand:CXCL8
Fibroblasts	AF_outer	TNFSF9	PVR	0.1486074	0.35	0.02200198	0.037845470395866866	0.04290161327172019	0.0063460614	0.35644397	0.7019857964235483	0.01169380046769212	degenerated	True	pain_ligand:TNF
DC	AF_outer	CXCL8	SDC2	1.8532236	0.0	2.7125468	1.0007449519050826	0.8530301952319032	0.016966159	0.8601364	0.005963467576966869	0.011796392179874085	degenerated	True	pain_ligand:CXCL8
Macrophages	Plasma cells	CXCL8	SDC1	1.9108595	0.0	2.7092073	2.6811617082102526	2.0472722473233307	0.12773159	0.8600623	3.325269034857712e-05	0.011892455468625348	degenerated	True	pain_ligand:CXCL8
Classical monocytes	AF_mechanical_stress	PTGS2	CAV1	1.7981286	0.0	3.011572	0.6808883772876434	0.7490965091062174	0.01803119	0.866309	0.005963467576966869	0.012476798388758856	degenerated	True	pain_ligand:PTGS2
AF_outer	Endothelial cells	TNFSF9	PVR	0.14967853	0.13	0.022383882	0.04152788687694727	0.039873544335650046	0.006456214	0.35842016	0.6013061504182858	0.012539995464810307	degenerated	True	pain_ligand:TNF
AF_outer	AF_mechanical_stress	TNFSF9	PVR	0.14971656	0.03	0.022395605	0.04162656749080532	0.013721379078999257	0.0064595956	0.3584804	0.6669825587303948	0.012709214874751148	degenerated	True	pain_ligand:TNF
Classical monocytes	Macrophages	TNFSF13B	HLA-DPB1	1.7949318	0.0	2.7143848	3.5571487486838222	2.878051002734738	0.064302795	0.86017716	8.734075306580604e-05	0.012848936242198974	degenerated	True	pain_ligand:TNF
NP_stressed_degenerative	NP_mature_chondrocyte	PTGS2	CAV1	1.7935991	0.0	2.798975	0.6714378710976341	1.2029700893387325	0.016758308	0.86201245	0.005963467576966869	0.012911476875637245	degenerated	True	pain_ligand:PTGS2
AF_mechanical_stress	NK cells	VEGFA	ITGB1	1.7860011	0.0	3.0049913	0.6478382293716132	0.628525215288259	0.013727453	0.8661823	0.011148633500620305	0.013712131250708273	degenerated	True	pain_ligand:VEGFA
AF_inner	AF_mechanical_stress	PIGF	FLT1	0.15135434	1.0	0.02258943	-0.0923313116269957	-0.17836642388518772	0.0035749516	0.3594719	1.0	0.014231904108049068	degenerated	True	pain_receptor:FLT1
Classical monocytes	DC	CXCL8	SDC2	1.8980045	0.0	2.5854778	1.0307595551170772	0.9661774413812555	0.01617138	0.8572255	0.005963467576966869	0.014856238248828948	degenerated	True	pain_ligand:CXCL8
NP_mature_chondrocyte	AF_inner	SEMA3B	NRP2_PLXNA3	0.15163094	0.0	0.022718122	0.10688635469570233	0.11176368729819591	0.01504753	0.36012617	0.4153812355919331	0.015415859579602143	degenerated	True	pain_receptor:NRP2
Macrophages	DC	CXCL8	SDC2	1.885543	0.0	2.563307	1.0198719627113324	0.8770638779045828	0.01603271	0.8566977	0.005963467576966869	0.015424481751832055	degenerated	True	pain_ligand:CXCL8
AF_mechanical_stress	Macrophages	VEGFA	CD44	1.7676662	0.0	2.9552634	0.7894194454119132	0.831608072446981	0.010234529	0.8652122	0.03324051610374476	0.015547592962281486	degenerated	True	pain_ligand:VEGFA
AF_inner	AF_outer	SEMA3C	NRP2_PLXNA3	0.15538062	1.0	0.02274807	-0.16003121874585458	-0.3415180867838372	0.004437149	0.36027795	1.0	0.01558497141635445	degenerated	True	pain_receptor:NRP2
DC	Plasma cells	CXCL8	SDC1	1.8215333	0.0	2.541238	2.60311663752633	1.8109375752547539	0.11981231	0.85616606	4.899735734193556e-05	0.01607263279157132	degenerated	True	pain_ligand:CXCL8
AF_inner	NK cells	VEGFA	ITGB1	1.7625163	0.0	2.9009113	0.6249336389785622	0.7006903827863715	0.013251992	0.86412615	0.010701736170251504	0.016128390222099123	degenerated	True	pain_ligand:VEGFA
NP_mature_chondrocyte	NK cells	VEGFA	ITGB1	1.7564896	0.0	2.8742027	0.6190569503475116	0.6561936523061758	0.013129982	0.86358225	0.011222003661206948	0.01674791221181937	degenerated	True	pain_ligand:VEGFA
Fibroblasts	Endothelial cells	TNFSF9	PVR	0.15145186	0.35	0.022898966	0.04522202468136295	-0.022026448355925876	0.0066047804	0.36104017	0.7767710383237942	0.016768569146716227	degenerated	True	pain_ligand:TNF
AF_mechanical_stress	Fibroblasts	PTGS2	CAV1	1.7557245	0.0	2.6502361	0.6768851726242952	0.4124775903344835	0.015867764	0.8587327	0.06107171865065062	0.01683326788829407	degenerated	True	pain_ligand:PTGS2
Fibroblasts	AF_mechanical_stress	TNFSF9	PVR	0.15148988	0.33	0.02291096	0.045320705295221	-0.048178613612576665	0.00660824	0.36110058	0.8679910485171016	0.016937628837384137	degenerated	True	pain_ligand:TNF
NP_stressed_degenerative	Fibroblasts	CXCL8	ADRA2A	2.2008238	0.0	2.507406	3.9836259878551044	3.0111308315848975	0.1628277	0.8553389	1.5526589009712014e-06	0.01723437687163182	degenerated	True	pain_ligand:CXCL8
NP_mature_chondrocyte	NK cells	PTGS2	CAV1	1.7503002	0.0	2.8006666	0.6675659396602814	0.5940304917411929	0.016768437	0.8620483	0.014998292892928096	0.01729205266886273	degenerated	True	pain_ligand:PTGS2
NP_stressed_degenerative	AF_inner	PTGS2	CAV1	1.7470186	0.0	2.5716484	0.6278656516259357	1.1761637587516454	0.015397236	0.856897	0.005963467576966869	0.017727581858792092	degenerated	True	pain_ligand:PTGS2
DC	NP_mature_chondrocyte	SLIT3	ROBO1	0.15531155	0.01	0.02305922	0.2886531947138425	0.19654147898535002	0.006139986	0.36184496	0.2573964588427072	0.01795185494163885	degenerated	True	pain_receptor:ROBO1
AF_inner	Macrophages	VEGFA	CD44	1.7441814	0.0	2.8529055	0.7665148550188624	0.9037732399450935	0.009880049	0.8631435	0.038639591885733	0.01807977908098964	degenerated	True	pain_ligand:VEGFA
NP_stressed_degenerative	NK cells	CXCL8	SDC2	2.195701	0.0	2.4691963	1.2726847083538437	2.1404576386971574	0.015444075	0.8543862	0.005963467576966869	0.01833128126935225	degenerated	True	pain_ligand:CXCL8
Macrophages	NK cells	PTGS2	CAV1	1.7389863	0.0	2.7494595	0.6576721940720629	0.6769708165859085	0.016461844	0.86094743	0.007464078069905867	0.01868920014252038	degenerated	True	pain_ligand:PTGS2
NP_mature_chondrocyte	Macrophages	VEGFA	CD44	1.7381548	0.0	2.8266392	0.7606381663878117	0.8592765094648978	0.009789084	0.86259633	0.04007202039934062	0.018824281098769855	degenerated	True	pain_ligand:VEGFA
AF_outer	DC	TNFSF9	TNFRSF9	0.15311192	0.03	0.023442231	0.2892158455156921	0.11828575284229359	0.005575282	0.3637491	0.40170148002083783	0.01896585113200882	degenerated	True	pain_ligand:TNF
NP_notochordal	Memory B cells	CXCL8	CD79A	1.7260004	0.0	2.7532208	8.264235975484143	2.2190650210009535	0.020437475	0.86102927	0.0004684209790388929	0.02024763200428563	degenerated	True	pain_ligand:CXCL8
Classical monocytes	DC	TNFSF13B	HLA-DPB1	1.7226449	0.0	2.557867	3.4281421853314438	2.731095370050171	0.06059495	0.8565672	0.00013194396144726914	0.020638787982064442	degenerated	True	pain_ligand:TNF
DC	DC	CXCL8	SDC2	1.7962168	0.0	2.4043837	0.9418268920274097	0.640729205836006	0.015038691	0.85272384	0.010117860335734434	0.02079626265633346	degenerated	True	pain_ligand:CXCL8
NP_mature_chondrocyte	Endothelial cells	PTGS2	CAV1	1.7154657	0.0	2.7144458	0.6349815179609977	0.613503150999696	0.016252207	0.8601785	0.012738586701040288	0.021367949213510894	degenerated	True	pain_ligand:PTGS2
Fibroblasts	DC	TNFSF9	TNFRSF9	0.15488525	0.19	0.02398167	0.2929099833201078	0.05638576015071767	0.0057035773	0.3663858	0.5483785603105723	0.021499832777544418	degenerated	True	pain_ligand:TNF
Classical monocytes	NP_mature_chondrocyte	PTGS2	CAV1	1.7080128	0.0	2.6026313	0.5965931285247711	0.6546267694520727	0.015582738	0.85762966	0.008966029818084848	0.022484553576830674	degenerated	True	pain_ligand:PTGS2
Classical monocytes	Macrophages	CXCL8	SDC2	1.858076	0.0	2.353378	0.9894927181154825	1.105180914801099	0.014719666	0.8513723	0.006570129268520144	0.022615786933253307	degenerated	True	pain_ligand:CXCL8
Macrophages	Endothelial cells	PTGS2	CAV1	1.7041519	0.0	2.6648152	0.6250877723727791	0.6964434758444116	0.015955053	0.8590651	0.0062583151345908935	0.023094590349057073	degenerated	True	pain_ligand:PTGS2
Macrophages	Macrophages	CXCL8	SDC2	1.8456144	0.0	2.3331976	0.9786051257097377	1.0160673513244263	0.014593443	0.8508266	0.006834950354266935	0.02339420743096607	degenerated	True	pain_ligand:CXCL8
DC	AF_outer	TNFSF9	PVR	0.15772595	0.27	0.024546823	0.056840177781203816	0.09730723879112312	0.007080073	0.36909366	0.5808333094336244	0.025044997374550817	degenerated	True	pain_ligand:TNF
NP_mature_chondrocyte	NP_mature_chondrocyte	SEMA3B	NRP2_PLXNA3	0.15707257	0.0	0.024548452	0.1211021332856834	0.1186515861665243	0.016259862	0.3691014	0.4007873462063546	0.025213744234111744	degenerated	True	pain_receptor:NRP2
NP_notochordal	Small pre-B cells	CXCL8	CD79A	1.686833	0.0	2.6552432	7.981312368240844	2.0157195513412756	0.019710174	0.85884714	0.001503406440131818	0.02556089705132062	degenerated	True	pain_ligand:CXCL8
AF_outer	AF_outer	CXCL8	SDC3	0.1651628	1.0	0.024772663	-0.06054300168476202	-1.0945940273866828	0.0010664165	0.3701606	1.0	0.026226091388774533	degenerated	True	pain_ligand:CXCL8
AF_mechanical_stress	NK cells	PTGS2	CAV1	1.6806135	0.0	2.4852617	0.6066253323057059	0.43109138554152393	0.014880011	0.8547892	0.05337948881702517	0.026456903255669358	degenerated	True	pain_ligand:PTGS2
AF_inner	Fibroblasts	PTGS2	CAV1	1.6763741	0.0	2.267252	0.6074937590903895	0.3564680469569528	0.013574721	0.848998	0.0911312692444435	0.0270624691012624	degenerated	True	pain_ligand:PTGS2
NP_mature_chondrocyte	Macrophages	FGF2	CD44	1.6704772	0.0	2.5316694	0.7973416770596994	0.9231757097042896	0.024328684	0.8559336	0.005963467576966869	0.028128894109422976	degenerated	True	pain_ligand:FGF2
DC	Fibroblasts	GRN	TNFRSF1A	1.6781663	0.0	2.233114	1.041863712365946	0.974000298824169	0.025517207	0.84802294	0.005963467576966869	0.028256727165699765	degenerated	True	pain_receptor:TNFRSF1A
NP_stressed_degenerative	DC	CXCL8	SDC3	2.1637807	0.0	2.2311153	2.2227422594939785	2.8986943246201977	0.09604532	0.8479652	0.0001872140093337786	0.02840316836188617	degenerated	True	pain_ligand:CXCL8
Fibroblasts	AF_outer	TNFSF13B	CD40	0.16102576	0.14	0.025037352	0.18437833434665812	0.06441213992834227	0.0020779418	0.37140042	1.0	0.029093165178156372	degenerated	True	pain_ligand:TNF
AF_mechanical_stress	Fibroblasts	NGF	TRPV1	0.15839928	0.04	0.025046557	0.5622143895850642	0.1566485179736395	0.04596513	0.37144333	0.32405276888828055	0.02943034836538435	degenerated	True	pain_ligand:NGF
AF_mechanical_stress	AF_outer	SEMA3B	NRP2_PLXNA3	0.1653798	0.0	0.02510848	0.14252636642353914	0.13663411796083882	0.0166308	0.3717316	0.3640314303329209	0.02993607218667576	degenerated	True	pain_receptor:NRP2
Classical monocytes	AF_inner	PTGS2	CAV1	1.6614323	0.0	2.3912513	0.5530209090530727	0.6278204388649855	0.014317143	0.85237956	0.01123304033979265	0.030037888369708915	degenerated	True	pain_ligand:PTGS2
DC	Macrophages	CXCL8	SDC2	1.7562883	0.0	2.1885407	0.9005600550258148	0.7797326792558494	0.013688658	0.8467191	0.009338414514025747	0.03068120221026128	degenerated	True	pain_ligand:CXCL8
Macrophages	NK cells	VEGFA	ITGB1	1.6521399	0.0	2.411747	0.5172885772160642	0.5818462388704593	0.011017384	0.8529157	0.024632099885199165	0.03154266390008538	degenerated	True	pain_ligand:VEGFA
NP_mature_chondrocyte	AF_mechanical_stress	SEMA3B	NRP2_PLXNA3	0.15970814	0.0	0.025434945	0.12798745129570263	0.11437226247564297	0.016847039	0.37324136	0.40988993736210433	0.032463834501946634	degenerated	True	pain_receptor:NRP2
Endothelial cells	NP_mature_chondrocyte	SLIT3	ROBO1	0.16504373	0.0	0.025447806	0.3265916409484813	0.29337013734762973	0.0067759966	0.3733005	0.15521331665798477	0.032632300698840946	degenerated	True	pain_receptor:ROBO1
AF_mechanical_stress	Endothelial cells	PTGS2	CAV1	1.645779	0.0	2.4087508	0.5740409106064222	0.450564044800027	0.014421918	0.85283774	0.04636322107469709	0.03274822529960973	degenerated	True	pain_ligand:PTGS2
AF_mechanical_stress	AF_inner	NGF	SORT1	0.16001937	1.0	0.02553836	-0.05212332614774517	-0.16626627379202874	0.004236008	0.37371612	1.0	0.033306101727892876	degenerated	True	pain_ligand:NGF
DC	Endothelial cells	TNFSF9	PVR	0.1605704	0.3	0.025547557	0.06421673206669991	0.032379177163477046	0.0073687164	0.37375823	0.6273762327252121	0.03347453604612781	degenerated	True	pain_ligand:TNF
DC	AF_mechanical_stress	TNFSF9	PVR	0.16060844	0.29	0.025560938	0.06431541268055796	0.0062270119068262575	0.0073725763	0.37381953	0.6902678460436373	0.03381138555660863	degenerated	True	pain_ligand:TNF
AF_mechanical_stress	Fibroblasts	VEGFA	ITGB1	1.6365614	0.0	2.599679	0.5060382763928364	0.4040466113290888	0.011875898	0.85756034	0.06468724182349894	0.03453659759158735	degenerated	True	pain_ligand:VEGFA
Macrophages	Macrophages	VEGFA	CD44	1.633805	0.0	2.3718362	0.6588697932563644	0.7849290960291813	0.008214032	0.85186595	0.07817498388618385	0.035041406754934314	degenerated	True	pain_ligand:VEGFA
AF_inner	AF_inner	SEMA3C	NRP2_PLXNA3	0.16390735	1.0	0.026034802	-0.13775576577042511	-0.3144025421636978	0.005078246	0.37597188	1.0	0.03616862232682691	degenerated	True	pain_receptor:NRP2
Macrophages	AF_outer	TNFSF9	PVR	0.16372675	0.19	0.026221553	0.06934038683383434	0.14355646585733456	0.007563118	0.37681073	0.49385173290401635	0.03734677016374872	degenerated	True	pain_ligand:TNF
