gene	cell_type	comparison	log2FC	padj	baseMean	direction	pain_categories	significant
VEGFA	NP_mature_chondrocyte	healthy_vs_degenerated_all	1.056187335194438	0.9998927233406906	5400.047263226293	UP	Neovascularization	False
VEGFB	NP_mature_chondrocyte	healthy_vs_degenerated_all	-0.4737244878861652	0.9998927233406906	739.8516663502777	DOWN	Neovascularization	False
ANGPT1	NP_notochordal	healthy_vs_degenerated_all	-1.8770704094066375	0.999656007700884	34.832098644395984	DOWN	Neovascularization	False
ANGPT2	NP_notochordal	healthy_vs_degenerated_all	0.8736930294564922	0.999656007700884	10.582546575542365	UP	Neovascularization	False
BDKRB2	NP_notochordal	healthy_vs_degenerated_all	-0.2192691822111937	0.999656007700884	8.376741863032096	DOWN	Inflammatory_pain	False
CCL2	NP_notochordal	healthy_vs_degenerated_all	-0.2670631965534897	0.999656007700884	164.20532027376683	DOWN	Inflammatory_pain	False
CXCL8	NP_notochordal	healthy_vs_degenerated_all	-2.0526505292404167	0.999656007700884	409.3039692446658	DOWN	Inflammatory_pain	False
FGF2	NP_notochordal	healthy_vs_degenerated_all	0.1496868743339547	0.999656007700884	78.66897593602877	UP	Neovascularization	False
FLT1	NP_notochordal	healthy_vs_degenerated_all	1.4483931265620025	0.999656007700884	7.485911477078845	UP	Neovascularization	False
GAL	NP_notochordal	healthy_vs_degenerated_all	0.4520699750862209	0.999656007700884	0.5605441024940221	UP	Neuropeptides	False
NGF	NP_notochordal	healthy_vs_degenerated_all	1.2567781636024633	0.999656007700884	14.401078560913072	UP	Neuropeptides; Neurotrophin_signaling	False
NGFR	NP_notochordal	healthy_vs_degenerated_all	1.4099425485606945	0.999656007700884	0.7812050617078334	UP	Neurotrophin_receptors; Neurotrophin_signaling	False
NRP2	NP_notochordal	healthy_vs_degenerated_all	1.128965431243582	0.999656007700884	79.55617161349453	UP	Nerve_guidance	False
NTN1	NP_notochordal	healthy_vs_degenerated_all	3.8751529444385855	0.999656007700884	3.203461501773428	UP	Nerve_guidance	False
NTN4	NP_notochordal	healthy_vs_degenerated_all	0.5027880742048242	0.999656007700884	22.15596468290666	UP	Nerve_guidance	False
NTRK2	NP_notochordal	healthy_vs_degenerated_all	-1.471029668451758	0.999656007700884	34.14262659419659	DOWN	Neurotrophin_receptors; Neurotrophin_signaling	False
P2RX4	NP_notochordal	healthy_vs_degenerated_all	1.1557629797486757	0.999656007700884	19.6541161088517	UP	Nociception_ion_channels	False
P2RX7	NP_notochordal	healthy_vs_degenerated_all	-0.3290144420153297	0.999656007700884	2.0134803695713983	DOWN	Nociception_ion_channels	False
PDGFA	NP_notochordal	healthy_vs_degenerated_all	-0.4384451331238153	0.999656007700884	23.10572980232578	DOWN	Neovascularization	False
PDGFB	NP_notochordal	healthy_vs_degenerated_all	-3.349415672737674	0.999656007700884	0.2967426509772251	DOWN	Neovascularization	False
PLA2G2A	NP_notochordal	healthy_vs_degenerated_all	-1.0188767243856045	0.999656007700884	1887.293227563948	DOWN	Inflammatory_pain	False
PTGES	NP_notochordal	healthy_vs_degenerated_all	-1.2281885030214137	0.999656007700884	54.66823155083428	DOWN	Inflammatory_pain	False
PTGS2	NP_notochordal	healthy_vs_degenerated_all	-2.672816818249556	0.6011491059282094	164.61818503526698	DOWN	Inflammatory_pain	False
ROBO1	NP_notochordal	healthy_vs_degenerated_all	0.5356147136956037	0.999656007700884	15.496072406300271	UP	Nerve_guidance	False
ROBO2	NP_notochordal	healthy_vs_degenerated_all	-1.6500031596549818	0.999656007700884	1.9568426365186364	DOWN	Nerve_guidance	False
SEMA3A	NP_notochordal	healthy_vs_degenerated_all	-0.4012295876939049	0.999656007700884	18.400668658920385	DOWN	Nerve_guidance	False
SEMA3E	NP_notochordal	healthy_vs_degenerated_all	-0.0471242492015655	0.999656007700884	16.954999389875237	DOWN	Nerve_guidance	False
SLIT3	NP_notochordal	healthy_vs_degenerated_all	-0.7628612110113996	0.999656007700884	6.80075514566299	DOWN	Nerve_guidance	False
TNF	NP_notochordal	healthy_vs_degenerated_all	-0.8600042054488183	0.999656007700884	8.282245676366896	DOWN	Inflammatory_pain	False
TRPV1	NP_notochordal	healthy_vs_degenerated_all	-0.2852389055955781	0.999656007700884	6.5243851290611445	DOWN	Nociception_ion_channels	False
TRPV4	NP_notochordal	healthy_vs_degenerated_all	-0.9002064272501443	0.999656007700884	20.12373411305729	DOWN	Nociception_ion_channels	False
UNC5B	NP_notochordal	healthy_vs_degenerated_all	0.5790017611474101	0.999656007700884	13.589147712745488	UP	Nerve_guidance	False
VEGFA	NP_notochordal	healthy_vs_degenerated_all	-0.0660332359948023	0.999656007700884	197.22893913593185	DOWN	Neovascularization	False
VEGFB	NP_notochordal	healthy_vs_degenerated_all	0.5651774254645664	0.999656007700884	144.24784886697557	UP	Neovascularization	False
ANGPT1	NP_fibrocartilaginous	healthy_vs_degenerated_all	-0.0013721781922885	0.9996450395681896	91.673291505896	DOWN	Neovascularization	False
ANGPT2	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.993469015453575	0.6139220485325786	42.291088789615486	UP	Neovascularization	False
BDKRB2	NP_fibrocartilaginous	healthy_vs_degenerated_all	-0.3472037972847115	0.8498765870068974	22.898687876065164	DOWN	Inflammatory_pain	False
CCL2	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.2510020766949783	0.8953228011063219	368.6154122838344	UP	Inflammatory_pain	False
CXCL8	NP_fibrocartilaginous	healthy_vs_degenerated_all	-1.3012360671878127	0.5592066250269023	459.5616402588156	DOWN	Inflammatory_pain	False
FGF2	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.4008384683314033	0.6244669818323766	424.0636730209961	UP	Neovascularization	False
FLT1	NP_fibrocartilaginous	healthy_vs_degenerated_all	-0.0693916063981208	0.970265350823302	125.10089003067544	DOWN	Neovascularization	False
GAL	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.2085699978817223	0.9477760981855552	4.246902933490831	UP	Neuropeptides	False
NGF	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.0171613784084517	0.9912137978843588	85.95985507861569	UP	Neuropeptides; Neurotrophin_signaling	False
NGFR	NP_fibrocartilaginous	healthy_vs_degenerated_all	1.628275476153779	0.5652287420193187	11.833219752221726	UP	Neurotrophin_receptors; Neurotrophin_signaling	False
NRP2	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.486236229547879	0.6015845439472302	617.7171177564603	UP	Nerve_guidance	False
NTN1	NP_fibrocartilaginous	healthy_vs_degenerated_all	1.1545249725453708	0.5569564434591525	48.72897884640707	UP	Nerve_guidance	False
NTN4	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.7949107384787666	0.5124412887918154	143.98481484398204	UP	Nerve_guidance	False
NTRK2	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.9172199125183382	0.5124412887918154	134.59135722726174	UP	Neurotrophin_receptors; Neurotrophin_signaling	False
P2RX4	NP_fibrocartilaginous	healthy_vs_degenerated_all	-0.3990721013385012	0.660220647943334	56.53440520527775	DOWN	Nociception_ion_channels	False
P2RX7	NP_fibrocartilaginous	healthy_vs_degenerated_all	-0.2775099679052277	0.851794219668037	8.716796694404596	DOWN	Nociception_ion_channels	False
PDGFA	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.9052266514826764	0.4635603524379839	144.55331905272047	UP	Neovascularization	False
PDGFB	NP_fibrocartilaginous	healthy_vs_degenerated_all	-0.0886529135358903	0.9827355449878784	12.74494145124835	DOWN	Neovascularization	False
PLA2G2A	NP_fibrocartilaginous	healthy_vs_degenerated_all	2.401668728148212	0.3776083199447282	1411.599335783851	UP	Inflammatory_pain	False
PTGES	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.2812166699818882	0.9080658198390112	127.91214269263756	UP	Inflammatory_pain	False
PTGS2	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.9855111315660366	0.3901339297362511	853.0122045120261	UP	Inflammatory_pain	False
ROBO1	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.9518162628368296	0.3968885199859736	72.54110724313338	UP	Nerve_guidance	False
ROBO2	NP_fibrocartilaginous	healthy_vs_degenerated_all	-0.1100514658136126	0.9554042037553984	15.73573753107875	DOWN	Nerve_guidance	False
SEMA3A	NP_fibrocartilaginous	healthy_vs_degenerated_all	-0.3383955065695641	0.8307720898129699	246.18643378123923	DOWN	Nerve_guidance	False
SEMA3E	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.0917647202444664	0.9447976912673872	154.75692751942995	UP	Nerve_guidance	False
SLIT3	NP_fibrocartilaginous	healthy_vs_degenerated_all	-0.353281116321516	0.8401903937101539	67.75071508018576	DOWN	Nerve_guidance	False
TNF	NP_fibrocartilaginous	healthy_vs_degenerated_all	-0.0886484674815177	0.981074396538389	9.138912476264617	DOWN	Inflammatory_pain	False
TRPV1	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.0814667074539611	0.9578331711691446	6.967890217268541	UP	Nociception_ion_channels	False
TRPV4	NP_fibrocartilaginous	healthy_vs_degenerated_all	-0.1736562683787874	0.9220368907209356	113.98104006502636	DOWN	Nociception_ion_channels	False
UNC5B	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.4225288669532769	0.6227833262153818	118.81986831760102	UP	Nerve_guidance	False
VEGFA	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.3888556230043215	0.6947847906305818	885.9660773514976	UP	Neovascularization	False
VEGFB	NP_fibrocartilaginous	healthy_vs_degenerated_all	0.1719979553228212	0.8480775110889821	526.4694221058514	UP	Neovascularization	False
ANGPT1	NP_mature_chondrocyte	healthy_vs_degenerated_mild	1.0551609192459488	0.9998309377996836	147.4866882281966	UP	Neovascularization	False
ANGPT2	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.151560463574319	0.9998309377996836	45.5189339962528	UP	Neovascularization	False
BDKRB2	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.3508699320874709	0.9998309377996836	46.83402129064865	UP	Inflammatory_pain	False
CCL2	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.3371213927213988	0.9998309377996836	297.9730727853565	UP	Inflammatory_pain	False
CXCL8	NP_mature_chondrocyte	healthy_vs_degenerated_mild	-2.1403184988066597	0.9998309377996836	5982.823182059452	DOWN	Inflammatory_pain	False
FGF2	NP_mature_chondrocyte	healthy_vs_degenerated_mild	-0.1702793704027708	0.9998309377996836	3951.182052750924	DOWN	Neovascularization	False
FLT1	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.3771176811946723	0.9998309377996836	1083.534769044954	UP	Neovascularization	False
GAL	NP_mature_chondrocyte	healthy_vs_degenerated_mild	-0.9126188453779844	0.9998309377996836	18.30557649131893	DOWN	Neuropeptides	False
NGF	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.923732633901054	0.9998309377996836	683.0590758982673	UP	Neuropeptides; Neurotrophin_signaling	False
NGFR	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.5267025709205596	0.9998309377996836	36.189286996781306	UP	Neurotrophin_receptors; Neurotrophin_signaling	False
NRP2	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.5731531245432904	0.9998309377996836	2386.631295333429	UP	Nerve_guidance	False
NTN1	NP_mature_chondrocyte	healthy_vs_degenerated_mild	-0.6964780532760935	0.9998309377996836	63.47764098038369	DOWN	Nerve_guidance	False
NTN4	NP_mature_chondrocyte	healthy_vs_degenerated_mild	-0.615632968787392	0.9998309377996836	146.498630610957	DOWN	Nerve_guidance	False
NTRK2	NP_mature_chondrocyte	healthy_vs_degenerated_mild	-0.930162711413882	0.9998309377996836	803.7130021285911	DOWN	Neurotrophin_receptors; Neurotrophin_signaling	False
P2RX4	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.0199896438844397	0.9998309377996836	160.13863752004457	UP	Nociception_ion_channels	False
P2RX7	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.0193894084185541	0.9998309377996836	20.372021217594224	UP	Nociception_ion_channels	False
PDGFA	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.7284598180781547	0.9998309377996836	291.2434097170743	UP	Neovascularization	False
PDGFB	NP_mature_chondrocyte	healthy_vs_degenerated_mild	-1.2918044071050006	0.9998309377996836	7.232061411239188	DOWN	Neovascularization	False
PLA2G2A	NP_mature_chondrocyte	healthy_vs_degenerated_mild	-1.4226489010259695	0.9998309377996836	9787.776665816082	DOWN	Inflammatory_pain	False
PTGES	NP_mature_chondrocyte	healthy_vs_degenerated_mild	1.7812558811234709	0.9998309377996836	363.8315467531996	UP	Inflammatory_pain	False
PTGS2	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.7225956413054819	0.9998309377996836	6390.704798775085	UP	Inflammatory_pain	False
ROBO1	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.8622303920424538	0.9998309377996836	204.73688277326372	UP	Nerve_guidance	False
ROBO2	NP_mature_chondrocyte	healthy_vs_degenerated_mild	-0.6658079892449892	0.9998309377996836	66.55250117769673	DOWN	Nerve_guidance	False
SEMA3A	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.3388589669349751	0.9998309377996836	1562.126735342936	UP	Nerve_guidance	False
SEMA3E	NP_mature_chondrocyte	healthy_vs_degenerated_mild	-0.6832964695016013	0.9998309377996836	1187.707115625691	DOWN	Nerve_guidance	False
SLIT3	NP_mature_chondrocyte	healthy_vs_degenerated_mild	1.5110593948028508	0.9998309377996836	71.94258574902722	UP	Nerve_guidance	False
TNF	NP_mature_chondrocyte	healthy_vs_degenerated_mild	-1.19125415212344	0.9998309377996836	41.6842500675999	DOWN	Inflammatory_pain	False
TRPV1	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.4901390045134402	0.9998309377996836	45.40202599038345	UP	Nociception_ion_channels	False
TRPV4	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.5026704546677466	0.9998309377996836	1096.579693370178	UP	Nociception_ion_channels	False
UNC5B	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.4844350341372609	0.9998309377996836	441.9387872638597	UP	Nerve_guidance	False
VEGFA	NP_mature_chondrocyte	healthy_vs_degenerated_mild	0.5284718427339922	0.9998309377996836	5384.926199031852	UP	Neovascularization	False
VEGFB	NP_mature_chondrocyte	healthy_vs_degenerated_mild	-0.5430685753433842	0.9998309377996836	1082.0796816932404	DOWN	Neovascularization	False
ANGPT1	NP_notochordal	healthy_vs_degenerated_mild	-3.300726895303863	0.9998990086700684	23.44287365068617	DOWN	Neovascularization	False
ANGPT2	NP_notochordal	healthy_vs_degenerated_mild	0.8709514362551064	0.9998990086700684	10.837674842875558	UP	Neovascularization	False
BDKRB2	NP_notochordal	healthy_vs_degenerated_mild	0.4420691720504442	0.9998990086700684	4.291863585262402	UP	Inflammatory_pain	False
CCL2	NP_notochordal	healthy_vs_degenerated_mild	-0.4650892593631073	0.9998990086700684	120.1738804033538	DOWN	Inflammatory_pain	False
CXCL8	NP_notochordal	healthy_vs_degenerated_mild	-1.4469521549319522	0.9998990086700684	312.59757370904543	DOWN	Inflammatory_pain	False
FGF2	NP_notochordal	healthy_vs_degenerated_mild	-0.4738926172465701	0.9998990086700684	58.14125649814852	DOWN	Neovascularization	False
FLT1	NP_notochordal	healthy_vs_degenerated_mild	2.3531958333359246	0.9998990086700684	6.836771014396188	UP	Neovascularization	False
GAL	NP_notochordal	healthy_vs_degenerated_mild	0.0155859411807505	0.9998990086700684	0.6389334577236992	UP	Neuropeptides	False
NGF	NP_notochordal	healthy_vs_degenerated_mild	2.131428430628715	0.9998990086700684	9.9381967820572	UP	Neuropeptides; Neurotrophin_signaling	False
NGFR	NP_notochordal	healthy_vs_degenerated_mild	1.2508522162150275	0.9998990086700684	0.8886110720300179	UP	Neurotrophin_receptors; Neurotrophin_signaling	False
NRP2	NP_notochordal	healthy_vs_degenerated_mild	1.681719435494849	0.9998990086700684	50.61894093607191	UP	Nerve_guidance	False
NTN1	NP_notochordal	healthy_vs_degenerated_mild	2.471768975018428	0.9998990086700684	1.8623038731654564	UP	Nerve_guidance	False
NTN4	NP_notochordal	healthy_vs_degenerated_mild	2.471600945711531	0.9998990086700684	15.29202605910702	UP	Nerve_guidance	False
NTRK2	NP_notochordal	healthy_vs_degenerated_mild	-2.1804252196265472	0.9998990086700684	38.195813506583	DOWN	Neurotrophin_receptors; Neurotrophin_signaling	False
P2RX4	NP_notochordal	healthy_vs_degenerated_mild	1.282854810056532	0.9998990086700684	14.080659679747406	UP	Nociception_ion_channels	False
P2RX7	NP_notochordal	healthy_vs_degenerated_mild	-0.2316999003616537	0.9998990086700684	1.486058165967214	DOWN	Nociception_ion_channels	False
PDGFA	NP_notochordal	healthy_vs_degenerated_mild	-0.3977539543630664	0.9998990086700684	24.108349571987137	DOWN	Neovascularization	False
PDGFB	NP_notochordal	healthy_vs_degenerated_mild	2.4717236635058053	0.9998990086700684	0.3405584946322781	UP	Neovascularization	False
PLA2G2A	NP_notochordal	healthy_vs_degenerated_mild	-1.2773170526242887	0.9998990086700684	2161.9880057600967	DOWN	Inflammatory_pain	False
PTGES	NP_notochordal	healthy_vs_degenerated_mild	-3.4931028623163	0.9998990086700684	51.3754928326977	DOWN	Inflammatory_pain	False
PTGS2	NP_notochordal	healthy_vs_degenerated_mild	-2.559451210506324	0.9998990086700684	150.44507578513958	DOWN	Inflammatory_pain	False
ROBO1	NP_notochordal	healthy_vs_degenerated_mild	-1.024584351408003	0.9998990086700684	12.023476786890935	DOWN	Nerve_guidance	False
ROBO2	NP_notochordal	healthy_vs_degenerated_mild	0.2385971664800391	0.9998990086700684	1.7460814325716147	UP	Nerve_guidance	False
SEMA3A	NP_notochordal	healthy_vs_degenerated_mild	1.0109068297284838	0.9998990086700684	9.787248554206702	UP	Nerve_guidance	False
SEMA3E	NP_notochordal	healthy_vs_degenerated_mild	-1.7538233363636495	0.9998990086700684	15.676424786232324	DOWN	Nerve_guidance	False
SLIT3	NP_notochordal	healthy_vs_degenerated_mild	0.4015877679110863	0.9998990086700684	4.692151553814364	UP	Nerve_guidance	False
TNF	NP_notochordal	healthy_vs_degenerated_mild	-0.1820865287478142	0.9998990086700684	3.892723671678176	DOWN	Inflammatory_pain	False
TRPV1	NP_notochordal	healthy_vs_degenerated_mild	-2.061821444651847	0.9998990086700684	6.019349210254625	DOWN	Nociception_ion_channels	False
TRPV4	NP_notochordal	healthy_vs_degenerated_mild	-1.2578590236621214	0.9998990086700684	22.20088087416854	DOWN	Nociception_ion_channels	False
UNC5B	NP_notochordal	healthy_vs_degenerated_mild	0.5591742449231989	0.9998990086700684	12.390426995305376	UP	Nerve_guidance	False
VEGFA	NP_notochordal	healthy_vs_degenerated_mild	-0.5978769466619129	0.9998990086700684	160.80541903248263	DOWN	Neovascularization	False
VEGFB	NP_notochordal	healthy_vs_degenerated_mild	-0.6786533271438806	0.9998990086700684	67.59817526842771	DOWN	Neovascularization	False
ANGPT1	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-0.688834554009704	0.8830328640396048	84.86382554882174	DOWN	Neovascularization	False
ANGPT2	NP_fibrocartilaginous	healthy_vs_degenerated_mild	0.2955417154640428	0.9656533051360842	56.828132686856335	UP	Neovascularization	False
BDKRB2	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-1.4575515981665554	0.6031740356016914	17.39622204300045	DOWN	Inflammatory_pain	False
CCL2	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-0.0954019130391137	0.9888625850570596	344.53643205416705	DOWN	Inflammatory_pain	False
CXCL8	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-1.635038422161434	0.6283281031079323	159.1972369690583	DOWN	Inflammatory_pain	False
FGF2	NP_fibrocartilaginous	healthy_vs_degenerated_mild	0.4152149752692398	0.7869247475876204	393.62543809845687	UP	Neovascularization	False
FLT1	NP_fibrocartilaginous	healthy_vs_degenerated_mild	0.2288376512354822	0.9627900970512512	154.34652139277495	UP	Neovascularization	False
GAL	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-1.447012335359821	0.6869475469960867	5.411254339269596	DOWN	Neuropeptides	False
NGF	NP_fibrocartilaginous	healthy_vs_degenerated_mild	0.0259986133122797	0.9955627609866654	94.36712832917269	UP	Neuropeptides; Neurotrophin_signaling	False
NGFR	NP_fibrocartilaginous	healthy_vs_degenerated_mild	1.7168295550998325	0.8220092649412899	11.948740969310856	UP	Neurotrophin_receptors; Neurotrophin_signaling	False
NRP2	NP_fibrocartilaginous	healthy_vs_degenerated_mild	0.4698965893218807	0.7877254650471075	599.0353621065212	UP	Nerve_guidance	False
NTN1	NP_fibrocartilaginous	healthy_vs_degenerated_mild	1.1633009390967235	0.7398805324320784	19.622322940508663	UP	Nerve_guidance	False
NTN4	NP_fibrocartilaginous	healthy_vs_degenerated_mild	0.7597780359438571	0.8311637458670158	119.14534992127152	UP	Nerve_guidance	False
NTRK2	NP_fibrocartilaginous	healthy_vs_degenerated_mild	0.2948665092498537	0.9603973648016724	122.36146544518095	UP	Neurotrophin_receptors; Neurotrophin_signaling	False
P2RX4	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-0.3286713230765901	0.8799179421231907	67.58579403047032	DOWN	Nociception_ion_channels	False
P2RX7	NP_fibrocartilaginous	healthy_vs_degenerated_mild	0.086416941987476	0.987480906688984	10.38384219570234	UP	Nociception_ion_channels	False
PDGFA	NP_fibrocartilaginous	healthy_vs_degenerated_mild	0.8048993245523437	0.7659964649785203	106.65938073994802	UP	Neovascularization	False
PDGFB	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-0.051932944954132	0.9983943568916288	16.99445153607967	DOWN	Neovascularization	False
PLA2G2A	NP_fibrocartilaginous	healthy_vs_degenerated_mild	2.0060478084124176	0.7398805324320784	1114.9682651510666	UP	Inflammatory_pain	False
PTGES	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-0.3105251845529417	0.9628550424699414	70.1496170729274	DOWN	Inflammatory_pain	False
PTGS2	NP_fibrocartilaginous	healthy_vs_degenerated_mild	0.3927060101380642	0.8920670527124396	685.4978485990886	UP	Inflammatory_pain	False
ROBO1	NP_fibrocartilaginous	healthy_vs_degenerated_mild	0.6986663428938359	0.8257619527224249	60.94020852206594	UP	Nerve_guidance	False
ROBO2	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-0.1012692040160777	0.987480906688984	16.833468980914855	DOWN	Nerve_guidance	False
SEMA3A	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-0.1569814571424433	0.9783961590345996	275.7568767389069	DOWN	Nerve_guidance	False
SEMA3E	NP_fibrocartilaginous	healthy_vs_degenerated_mild	0.4682519770167246	0.7552286796634915	162.65518771742734	UP	Nerve_guidance	False
SLIT3	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-0.6355671230554588	0.869384718582132	62.18805864127602	DOWN	Nerve_guidance	False
TNF	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-2.3470289638478694	0.6215965562430932	5.673892315831299	DOWN	Inflammatory_pain	False
TRPV1	NP_fibrocartilaginous	healthy_vs_degenerated_mild	-0.1045998742246926	0.9822259505668852	6.44166754443477	DOWN	Nociception_ion_channels	False
