gene	rho	pvalue	padj	program
POLR2L	0.5329735886159893	0.0	0.0	late_up
ENO1	0.5327760488748596	0.0	0.0	late_up
CTSB	0.5326535005371279	0.0	0.0	late_up
CAPZB	0.5325443060667021	0.0	0.0	late_up
ACBD6	0.5324752313784331	0.0	0.0	late_up
LMAN2	0.5321324993479866	0.0	0.0	late_up
DLEU2	0.5320917307463673	0.0	0.0	late_up
LAMTOR2	0.5320390272002017	0.0	0.0	late_up
RPL38	-0.5320305434220616	0.0	0.0	late_down
OSBPL1A	0.5318274562927943	0.0	0.0	late_up
AF279873.3	0.5317444100906038	0.0	0.0	late_up
RPS27A	-0.5316875370713037	0.0	0.0	late_down
MTCH2	0.5314568424710804	0.0	0.0	late_up
BABAM2	0.5312764624775518	0.0	0.0	late_up
HCFC1R1	0.530871214922199	0.0	0.0	late_up
S100A16	0.5308101255860694	0.0	0.0	late_up
ASCC3	0.5307706907945479	0.0	0.0	late_up
MEG8	0.5307181170546091	0.0	0.0	late_up
BBS9	0.5306428820388049	0.0	0.0	late_up
TOX	0.5304700903407794	0.0	0.0	late_up
DHCR24	0.5301016441305524	0.0	0.0	late_up
HMGA2	0.5299941467626668	0.0	0.0	late_up
SMAD3	0.5299154674372846	0.0	0.0	late_up
TMED3	0.5298469347092425	0.0	0.0	late_up
MGST3	0.5296797764930757	0.0	0.0	late_up
CDK14	0.5296379344784875	0.0	0.0	late_up
PACS1	0.5295356148233122	0.0	0.0	late_up
EIF2AK4	0.5292544876619616	0.0	0.0	late_up
RPL3	0.5291528349214358	0.0	0.0	late_up
OLA1	0.5290701484849174	0.0	0.0	late_up
FUCA2	0.5288676475466303	0.0	0.0	late_up
TAOK3	0.5287593710401154	0.0	0.0	late_up
COL8A1	0.5286303722206404	0.0	0.0	late_up
PDGFRA	0.5285212258461836	0.0	0.0	late_up
GTF3A	0.5284754438203443	0.0	0.0	late_up
ACO1	0.5283785490167393	0.0	0.0	late_up
PDE4D	0.5278233805465351	0.0	0.0	late_up
CORO1B	0.5277491491304857	0.0	0.0	late_up
TEX264	0.527631832843853	0.0	0.0	late_up
AUTS2	0.5275982505396769	0.0	0.0	late_up
C1R	0.5274617861090143	0.0	0.0	late_up
DIAPH2	0.5272853358003491	0.0	0.0	late_up
PON2	0.5271646106909326	0.0	0.0	late_up
ZNF521	0.5271247948827683	0.0	0.0	late_up
SP100	0.5268595670510826	0.0	0.0	late_up
APBB2	0.5268013416095475	0.0	0.0	late_up
TNPO1	0.5262117659097123	0.0	0.0	late_up
BTBD9	0.5261408690968946	0.0	0.0	late_up
PPP1CA	0.5261180822303437	0.0	0.0	late_up
TPGS2	0.5259797565017793	0.0	0.0	late_up
IGF2R	0.5252548400196466	0.0	0.0	late_up
PALM2-AKAP2	0.5252413881628121	0.0	0.0	late_up
ERBIN	0.5252042091298096	0.0	0.0	late_up
FER	0.5251483811072742	0.0	0.0	late_up
FTO	0.5251439106297804	0.0	0.0	late_up
EIF1	-0.5248348586632561	0.0	0.0	late_down
FBXL17	0.5247351133598612	0.0	0.0	late_up
MIRLET7BHG	0.5245496041088177	0.0	0.0	late_up
BSCL2	0.5241165222912934	0.0	0.0	late_up
DDX39B	0.5240608307393159	0.0	0.0	late_up
CTSZ	0.5236448594088825	0.0	0.0	late_up
PPP2R3A	0.5234975067361997	0.0	0.0	late_up
ATP6AP2	0.5231561143429455	0.0	0.0	late_up
GAMT	0.5228368093226599	0.0	0.0	late_up
TBC1D2	0.5223457899954883	0.0	0.0	late_up
RPL39	-0.5222411084895006	0.0	0.0	late_down
COMMD1	0.5219744105123991	0.0	0.0	late_up
ECM1	0.5218723977051914	0.0	0.0	late_up
HACD1	0.5216543942128811	0.0	0.0	late_up
TMEM35B	0.5215874323117816	0.0	0.0	late_up
NDUFS2	0.5215143109561959	0.0	0.0	late_up
RPS27L	0.5214993290298942	0.0	0.0	late_up
