source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank	condition
NP_mature_chondrocyte	NP_fibrocartilaginous	LIF	IL6ST_LIFR	0.24676934	0.0	0.055068087	0.1664199791557907	0.3246605017307028	0.02087459	0.45697954	0.08979742558712545	0.6227319123384617	degenerated
EP_hyaline	EP_hyaline	CALR	ITGAV	0.98867166	0.31	0.5763382	-0.012147910122012565	0.12401106274335494	0.00711651	0.7313639	0.6877174146868676	0.6227453551636374	degenerated
Macrophage_M2	Fibrochondrocyte_stressed	TNC	ITGA5	0.92608285	0.0	0.8485983	0.6916872456076864	0.8617849310416731	0.03630404	0.767634	0.003184322647899313	0.6227453551636374	degenerated
Macrophage_M2	Fibroblast_like	SLPI	PLSCR4	0.5812613	0.44	0.22909044	0.022422280717189096	-0.14115728644572856	0.0071947724	0.631874	0.9801069586615869	0.6227909550360684	degenerated
Macrophage_M2	EP_hyaline	ADM	ADRB2	0.7443095	0.22	0.3927255	0.20258191723209132	0.31292784053458483	0.01458427	0.69205874	0.4859551628936545	0.6227909550360684	degenerated
Fibrochondrocyte_fibroid	NP_mature_chondrocyte	HBEGF	CD44	0.92606515	0.0	0.8527099	0.17236573710034192	0.1894468372099538	0.011339153	0.7680648	0.1124853191579756	0.6228462031867705	degenerated
Fibrochondrocyte_stressed	NP_mature_chondrocyte	ADAM9	ITGAV	0.6329917	0.0	0.3927871	0.3546101915186588	0.4861212409980635	0.018791495	0.69207543	0.015267623538825359	0.6228761579891459	degenerated
NP_mature_chondrocyte	AF_outer	COL5A2	ITGA1_ITGB1	0.6249099	0.0	0.22905065	0.08458090747123666	0.0917831687897292	0.01363153	0.63185376	0.2521412283449748	0.6228761579891459	degenerated
NP_notochordal	Fibroblast_like	FN1	ITGAV_ITGB1	0.5671177	1.0	0.30583644	-0.8714498837677419	-1.1171637761277906	0.0022671935	0.6647939	1.0	0.6228761579891459	degenerated
Fibrochondrocyte_stressed	Fibroblast_like	COL9A2	ITGA2_ITGB1	0.23577182	0.66	0.055068377	0.1060680358959032	-0.13113524214188269	0.013270659	0.4569802	1.0	0.6229401147159266	degenerated
Fibroblast_like	EP_hyaline	ADAM17	ITGB1	0.92605704	0.0	0.640268	0.2054454266871352	0.18232437015559239	0.011808878	0.741571	0.11990534027659573	0.622946945449275	degenerated
