source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank	condition	is_pain_relevant	pain_categories
EP_hyaline	AF_outer	SEMA3A	NRP2	0.59059757	0.0	0.33726797	0.17269307445677823	0.13184205721760228	0.021000441	0.67444855	0.18694660446684316	0.5123378551638288	degenerated	True	pain_ligand:SEMA3A; pain_receptor:NRP2
AF_inner	EP_ossification	VEGFA	ITGAV	1.0478987	0.0	0.6093829	0.3453563761207862	0.3787665711740902	0.01939109	0.735782	0.0334144903901519	0.5128696038528858	degenerated	True	pain_ligand:VEGFA
B_cell	NP_mature_chondrocyte	CXCL8	SDC2	0.9568875	0.0	0.74366605	0.25519395173641124	0.05526762568656629	0.015536986	0.75468034	0.34462719279724097	0.513386187209164	degenerated	True	pain_ligand:CXCL8
NP_mature_chondrocyte	B_cell	VEGFA	ITGB1	0.9568543	1.0	0.8158921	-0.15879290554533299	-0.07043546183315819	0.007813792	0.76315904	1.0	0.5135153362903446	degenerated	True	pain_ligand:VEGFA
Macrophage	Pericyte_SMC	TNFSF13B	CD40	0.22624703	0.0	0.05069043	0.363658027504147	0.37622411857578797	0.03162324	0.44541952	0.022358887538781447	0.5136436311969461	degenerated	True	pain_ligand:TNF
NP_mature_chondrocyte	AF_outer	CXCL8	SDC2	0.5852519	1.0	0.25738418	-0.11292466817453797	-0.9736800504850828	0.0053773792	0.6441038	1.0	0.5141861705056022	degenerated	True	pain_ligand:CXCL8
unassigned	EP_hyaline	VEGFA	CD44	0.9561985	0.98	0.77498937	-0.04236345204513635	0.24725077192624711	0.0087566655	0.7584794	1.0	0.514807677776753	degenerated	True	pain_ligand:VEGFA
EP_hyaline	AF_inner	TNFSF12	TNFRSF12A	0.5895754	1.0	0.24699403	-0.09198598637549268	-0.1462661154022742	0.010590125	0.6393671	1.0	0.515009087269451	degenerated	True	pain_ligand:TNF
NP_mature_chondrocyte	EP_ossification	VEGFA	NRP2	0.9548468	0.01	0.8107828	0.2016672057930858	0.38846040054172404	0.02415563	0.76259077	0.38818642579131674	0.5179141815930666	degenerated	True	pain_ligand:VEGFA; pain_receptor:NRP2
Pericyte_SMC	NP_mature_chondrocyte	ADAM17	IL6R	0.22601819	0.59	0.050919537	-0.027168802277228888	-0.2828683052098282	0.0048901797	0.44597656	1.0	0.5180508456327457	degenerated	True	pain_receptor:IL6R
AF_outer	EP_hyaline	VEGFB	ADRB2	0.675592	0.0	0.24630463	0.30701595323400355	0.519591100103829	0.03175002	0.63904476	0.022358887538781447	0.5185164040983128	degenerated	True	pain_ligand:VEGFB
EP_hyaline	NP_fibrocartilaginous	SEMA3C	NRP2_PLXNA1	0.27249005	0.18	0.050961465	0.045038533237353004	-0.03492479303180551	0.017247615	0.44607827	0.724140899155029	0.5189316630877461	degenerated	True	pain_receptor:NRP2
AF_inner	Macrophage	FGF2	SDC2	0.59335387	1.0	0.34068307	-0.24168698967523405	-0.33405836238522624	0.010609332	0.6755537	1.0	0.5210016322112265	degenerated	True	pain_ligand:FGF2
Macrophage	Pericyte_SMC	PDGFA	PDGFRB	0.7096523	0.0	0.24562684	1.1219985321519244	0.989162533014504	0.05647464	0.6387269	0.001369652503901866	0.521209050502806	degenerated	True	pain_ligand:PDGFA
EP_ossification	Pericyte_SMC	SLIT3	ROBO1	0.22966507	0.0	0.05114155	0.48336091943720083	0.4799461422135964	0.021527559	0.4465141	0.022358887538781447	0.5212795202815548	degenerated	True	pain_receptor:ROBO1
NP_mature_chondrocyte	EP_hyaline	TNFSF12	TNFRSF12A	0.8084866	0.0	0.24557695	0.07245910391892557	0.012081710630628184	0.010529366	0.63870347	0.6205561935015454	0.5215202811490423	degenerated	True	pain_ligand:TNF
NP_mature_chondrocyte	Macrophage	NGF	MAGED1	0.23145023	1.0	0.05114615	-0.13694513674827538	-0.14167302419146277	0.01010582	0.44652522	1.0	0.5218662456721419	degenerated	True	pain_ligand:NGF
EP_ossification	EP_ossification	ADAM10	IL6R	0.5829711	0.0	0.33816123	0.5037158141251261	0.46307799464027477	0.025202392	0.6747389	0.022358887538781447	0.5220394413802226	degenerated	True	pain_receptor:IL6R
unassigned	NP_mature_chondrocyte	VEGFA	ITGAV	0.58426476	1.0	0.34136352	-0.061434187119062705	0.3567005891718895	0.010862482	0.6757723	1.0	0.52266285484319	degenerated	True	pain_ligand:VEGFA
Macrophage	AF_inner	GRN	TNFRSF1A	0.9519637	0.0	0.756166	0.22780536801517856	0.2527515368081036	0.012563142	0.7562201	0.3217635201754096	0.523626818895339	degenerated	True	pain_receptor:TNFRSF1A
Macrophage	NP_mature_chondrocyte	VEGFA	NRP2	0.6383753	1.0	0.34202707	-0.08052370949497958	-0.10482780711289585	0.010190004	0.675985	1.0	0.5243276049518925	degenerated	True	pain_ligand:VEGFA; pain_receptor:NRP2
NP_fibrocartilaginous	Macrophage	VEGFA	CD44	0.62627167	1.0	0.34223655	-0.366630704782853	-0.593018320283801	0.003866957	0.67605203	1.0	0.5250568964405461	degenerated	True	pain_ligand:VEGFA
