source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank	condition
Macrophage	NP_fibrocartilaginous	COL1A1	ITGA5	0.34010494	1.0	0.09992796	-0.060898371721499256	-0.2969668235815809	0.003684481	0.53729475	1.0	1.0	healthy
Macrophage	NP_fibrocartilaginous	COL1A1	ITGA11_ITGB1	0.2986957	1.0	0.082152456	-0.17540068442620432	-0.4834888149585754	0.0034823054	0.5128772	1.0	1.0	healthy
Macrophage	NP_fibrocartilaginous	COL18A1	ITGB5	0.75721204	0.0	0.55165124	0.7596892630819533	0.8048121017575038	0.029958665	0.7317834	0.042329237591318555	1.0	healthy
Macrophage	NP_fibrocartilaginous	COL18A1	ITGA2_ITGB1	0.525804	0.0	0.13299447	0.7445935851328924	0.7672263866859584	0.025439437	0.5725801	0.042329237591318555	1.0	healthy
Macrophage	NP_fibrocartilaginous	COL18A1	ITGA1_ITGB1	0.52553487	0.0	0.13250765	0.6698298989692142	0.6797676161662336	0.011485786	0.5721313	0.28685272417115865	1.0	healthy
Macrophage	NP_fibrocartilaginous	CD55	ADGRE5	0.41501445	0.98	0.12235799	-0.022273978813133206	-0.15381234365558	0.0047100643	0.5623506	1.0	1.0	healthy
Macrophage	NP_fibrocartilaginous	CD47	SIRPA	0.3608203	1.0	0.123597145	-0.09843190135995629	-0.18127825816619142	0.0062195566	0.56359017	1.0	1.0	healthy
Pericyte_SMC	B_cell	LAMA4	CD44	0.7718189	0.0	0.59278935	0.27927726605134995	0.2885176426292437	0.011220031	0.7387827	0.3132060495923283	1.0	healthy
Pericyte_SMC	B_cell	KITLG	EPOR	0.40310073	0.0	0.12105447	1.0401025648473041	0.8794083975315339	0.076789014	0.5610322	0.003934682328928727	1.0	healthy
Pericyte_SMC	B_cell	HRAS	INSR	0.3525554	0.03	0.12413898	0.08281528508630832	0.11528683102298648	0.008962217	0.564128	0.799179717895716	1.0	healthy
Macrophage	NP_fibrocartilaginous	CALM3	EGFR	0.45579332	0.82	0.18096085	0.041146846982420104	0.04102492570504712	0.009665187	0.6097763	1.0	1.0	healthy
Macrophage	NP_fibrocartilaginous	CALM3	AR	0.38485193	1.0	0.093070164	-0.04655509129767747	-0.06969388850436559	0.00867858	0.5284464	1.0	1.0	healthy
Macrophage	NP_fibrocartilaginous	BMP2	RGMB	0.2947442	0.0	0.08653723	0.21414164803148034	0.255024919934161	0.030740492	0.5193701	0.13147614480720288	1.0	healthy
Macrophage	NP_fibrocartilaginous	BMP2	GPC1	0.3988653	0.0	0.15173778	0.09301815454000498	0.06115557935191085	0.022100907	0.5886309	0.44001248286514094	1.0	healthy
Macrophage	NP_fibrocartilaginous	BMP2	ENG	0.36211762	0.0	0.12872641	0.14671335291043214	0.15393102040448403	0.010454153	0.568584	0.3984953827310789	1.0	healthy
Macrophage	NP_fibrocartilaginous	BMP1	BMPR2	0.28835598	0.0	0.08295528	0.20174755281065251	0.22126208622116939	0.012481225	0.51409185	0.21151431372890342	1.0	healthy
Pericyte_SMC	B_cell	PTDSS1	JMJD6	0.40751648	0.0	0.094980955	0.30838597102324716	0.3758641809618759	0.012515306	0.5309778	0.2090204808459676	1.0	healthy
Pericyte_SMC	B_cell	PSEN1	CD44	0.4430924	0.99	0.12085156	-0.028702565199654154	-0.07884181910950472	0.0050677676	0.5608256	1.0	1.0	healthy
Pericyte_SMC	B_cell	PRG4	CD44	0.4457951	1.0	0.12473168	-0.2173790675972117	-0.6064082071714381	0.0017220977	0.56471354	1.0	1.0	healthy
Pericyte_SMC	B_cell	NGF	KIDINS220	0.29793996	0.0	0.0820955	0.32132192103513707	0.24569305224807547	0.026059529	0.51279056	0.09799781171936102	1.0	healthy
