source_healthy	target_healthy	ligand_complex_healthy	receptor_complex_healthy	lr_means_healthy	cellphone_pvals_healthy	expr_prod_healthy	scaled_weight_healthy	lr_logfc_healthy	spec_weight_healthy	lrscore_healthy	specificity_rank_healthy	magnitude_rank_healthy	condition_healthy	is_pain_relevant_healthy	pain_categories_healthy	interaction_key	source_degen	target_degen	ligand_complex_degen	receptor_complex_degen	lr_means_degen	cellphone_pvals_degen	expr_prod_degen	scaled_weight_degen	lr_logfc_degen	spec_weight_degen	lrscore_degen	specificity_rank_degen	magnitude_rank_degen	condition_degen	is_pain_relevant_degen	pain_categories_degen	rank_diff
Fibroblast_like	unassigned	ANGPTL2	TIE1	0.25244775	0.0	0.06220716	0.6490100094831073	0.17911295924804338	0.011597472	0.47772062	0.13618618252707562	0.8533279870011543	healthy	False		Fibroblast_like|unassigned|ANGPTL2|TIE1																	-0.1466720129988457
Fibrochondrocyte_stressed	NP_fibrocartilaginous	VCL	ITGB5	0.58313966	0.07	0.33918554	0.08036305194967472	0.008161288729934268	0.006493095	0.6811066	0.7101803661960316	0.5363887190602853	healthy	False		Fibrochondrocyte_stressed|NP_fibrocartilaginous|VCL|ITGB5	Fibrochondrocyte_stressed	NP_fibrocartilaginous	VCL	ITGB5	0.69294405	0.0	0.4167952	0.09139781536664954	0.1351311951431129	0.010224196	0.6983607	0.23179615047011476	0.6829418990254776	degenerated	False		-0.14655317996519235
Fibrochondrocyte_stressed	AF_inner	BST1	CAV1	0.6382138	0.95	0.37205014	0.31481439155462354	0.0604679231287234	0.013636561	0.69106495	1.0	0.6251039674690769	healthy	False		Fibrochondrocyte_stressed|AF_inner|BST1|CAV1	Fibrochondrocyte_stressed	AF_inner	BST1	CAV1	0.73708016	0.39	0.45228538	0.11080233848586374	-0.003873565010369784	0.011730736	0.70689744	0.7699475772619978	0.771653741685626	degenerated	False		-0.14654977421654902
EP_hyaline	unassigned	FAM3C	CLEC2D	0.48232034	0.19	0.22508363	0.29503525903632355	0.39458752629331817	0.014417242	0.6350224	0.42700072354641816	0.8534825186442906	healthy	False		EP_hyaline|unassigned|FAM3C|CLEC2D																	-0.1465174813557094
AF_inner	NP_stressed	SPON2	ITGB1	1.0048466	0.38	0.4356625	0.014358545573836229	-0.33970468126290987	0.004440504	0.7076551	1.0	0.8042241046095837	healthy	False		AF_inner|NP_stressed|SPON2|ITGB1	AF_inner	NP_stressed	SPON2	ITGB1	0.8047222	1.0	0.6202383	-0.08132836519916059	-0.1836585398537054	0.009863389	0.73851377	1.0	0.9507150766660735	degenerated	False		-0.14649097205648975
Fibroblast_like	Fibroblast_like	TGFB3	ENG	0.30732152	0.0	0.06223257	0.25351808894733674	0.20438540331823865	0.011737682	0.47777158	0.10898916742841402	0.853511501177016	healthy	False		Fibroblast_like|Fibroblast_like|TGFB3|ENG																	-0.14648849882298398
Fibrochondrocyte_stressed	Pericyte_SMC	ADAM10	CD44	0.67564297	0.27	0.45279685	0.24887743231340592	0.14245008206006898	0.008699743	0.7116293	0.8150760382358583	0.8535502774705784	healthy	False		Fibrochondrocyte_stressed|Pericyte_SMC|ADAM10|CD44																	-0.14644972252942157
EP_hyaline	NP_mature_chondrocyte	CD99	CD81	1.858497	0.0	3.372928	0.032877901056745415	0.02521704966470195	0.008071765	0.87072194	0.6741898055947428	0.001615366991293177	healthy	False		EP_hyaline|NP_mature_chondrocyte|CD99|CD81	EP_hyaline	NP_mature_chondrocyte	CD99	CD81	1.2479776	1.0	1.5514921	-0.2901506704528563	-0.3758058045498538	0.005061459	0.8170807	1.0	0.1480295558620203	degenerated	False		-0.14641418887072713
Fibrochondrocyte_fibroid	EP_hyaline	ARPC5	ADRB2	0.67619103	0.0	0.3068152	0.1848492212353972	0.2535422105240826	0.011478036	0.6701163	0.1691298125331118	0.44553136783278563	healthy	False		Fibrochondrocyte_fibroid|EP_hyaline|ARPC5|ADRB2	Fibrochondrocyte_fibroid	EP_hyaline	ARPC5	ADRB2	0.7270285	0.27	0.38088027	0.10052511235752656	0.129817899651884	0.01127042	0.6887858	0.6490693550847351	0.5919421684725014	degenerated	False		-0.14641080063971573
unassigned	NP_stressed	ADAM10	NOTCH2	0.5727737	0.02	0.28150636	0.44257597703516577	0.531449849888381	0.015197818	0.660532	0.28470437031211254	0.5406318383268832	healthy	False		unassigned|NP_stressed|ADAM10|NOTCH2	unassigned	NP_stressed	ADAM10	NOTCH2	0.5482131	0.0	0.25434238	0.2181866280849488	0.5984430433213594	0.009228561	0.64394933	0.24154484221297493	0.6870294358659352	degenerated	False		-0.14639759753905202
Fibrochondrocyte_stressed	NP_mature_chondrocyte	ADAM15	ITGB1	0.7633949	0.53	0.42231694	0.07211074515116717	-0.16700211495264167	0.006010132	0.70442647	1.0	0.7666775317674093	healthy	False		Fibrochondrocyte_stressed|NP_mature_chondrocyte|ADAM15|ITGB1	Fibrochondrocyte_stressed	NP_mature_chondrocyte	ADAM15	ITGB1	0.6757296	1.0	0.17709647	-0.14101307445018438	-0.3500216066474917	0.0032995583	0.60146034	1.0	0.9130603990214499	degenerated	False		-0.1463828672540406
AF_outer	NP_mature_chondrocyte	COL8A2	ITGA10_ITGB1	0.5276396	0.0	0.17337394	0.22830293152093212	0.15435460187478223	0.02375718	0.60427594	0.1675384593517631	0.8536809321800547	healthy	False		AF_outer|NP_mature_chondrocyte|COL8A2|ITGA10_ITGB1	AF_outer	NP_mature_chondrocyte	COL8A2	ITGA10_ITGB1	0.5131449	0.0	0.16382867	0.18531295444324683	0.3390755885368633	0.017620409	0.5920912	0.07140121952932682	1.0	degenerated	False		-0.1463190678199453
Pericyte_SMC	NP_mature_chondrocyte	TXLNA	STX4	0.2522555	0.43	0.062238414	-0.005441407813016302	0.11218310734290737	0.0043605934	0.4777833	1.0	0.8536950048937695	healthy	False		Pericyte_SMC|NP_mature_chondrocyte|TXLNA|STX4																	-0.14630499510623052
AF_outer	NP_stressed	GRN	EGFR	0.8183441	0.0	0.103512146	0.2532531756735348	0.1663650878801876	0.0043079993	0.5412641	0.9207689767938679	0.8537261890321073	healthy	False		AF_outer|NP_stressed|GRN|EGFR																	-0.14627381096789271
Fibroblast_like	NP_fibrocartilaginous	TGFB1	LPP	0.67739856	0.0	0.45284992	0.12004078343108379	0.06703847244155381	0.005829002	0.7116413	0.9180117861097781	0.8537489336001947	healthy	False		Fibroblast_like|NP_fibrocartilaginous|TGFB1|LPP	Fibroblast_like	NP_fibrocartilaginous	TGFB1	LPP	0.7581834	0.0	0.5748421	0.363315154400973	0.21841463533940753	0.016388288	0.73110855	0.08726738105191988	1.0	degenerated	False		-0.14625106639980534
AF_outer	AF_inner	PTDSS1	JMJD6	0.2660624	0.0	0.062123712	0.10244202330377053	0.09655815516986957	0.006022928	0.47755316	0.8525041591999123	0.8511251620168372	healthy	False		AF_outer|AF_inner|PTDSS1|JMJD6	AF_outer	AF_inner	PTDSS1	JMJD6	0.3646783	0.0	0.07672478	0.05852528606889924	-0.05454285489154942	0.004732237	0.49832967	1.0	0.9973700649143917	degenerated	False		-0.14624490289755454
EP_hyaline	Fibrochondrocyte_fibroid	SERTAD1	AR	0.59084934	0.0	0.17334273	0.20773930139256522	0.3662913438274805	0.01464261	0.6042544	0.13231720914500542	0.853780266527746	healthy	False		EP_hyaline|Fibrochondrocyte_fibroid|SERTAD1|AR																	-0.14621973347225403
unassigned	EP_hyaline	APP	LRP10	0.4822433	1.0	0.21436496	-0.3043725535230337	-0.2790722907635139	0.0026453286	0.62934977	1.0	0.853780266527746	healthy	False		unassigned|EP_hyaline|APP|LRP10																	-0.14621973347225403
NP_stressed	EP_hyaline	ACTR2	LDLR	0.81829464	0.09	0.57469004	0.28298131854503905	0.204976544641033	0.010489678	0.73546004	0.4992674521477707	0.8538308178624443	healthy	False		NP_stressed|EP_hyaline|ACTR2|LDLR	NP_stressed	EP_hyaline	ACTR2	LDLR	0.39435673	1.0	0.12996428	-0.30793797787536736	-0.5769574200102818	0.0022656557	0.5638584	1.0	1.0	degenerated	False		-0.1461691821375557
AF_outer	NP_stressed	PDGFC	PDGFRA	0.8013492	0.0	0.29677454	0.5456878091249451	0.2622069391297114	0.021798648	0.66642827	0.06422936382546339	0.4184390779546862	healthy	False		AF_outer|NP_stressed|PDGFC|PDGFRA	AF_outer	NP_stressed	PDGFC	PDGFRA	0.22732463	1.0	0.051673945	-0.25794735238563093	-0.4801826898296863	0.0036489666	0.44909778	1.0	0.5645867800153973	degenerated	False		-0.1461477020607111
EP_hyaline	NP_fibrocartilaginous	DCN	EGFR	1.7671887	0.0	0.901336	0.4262559605083722	0.46803794263417364	0.013792144	0.7768716	0.04243262975625403	0.17473169730060545	healthy	False		EP_hyaline|NP_fibrocartilaginous|DCN|EGFR	EP_hyaline	NP_fibrocartilaginous	DCN	EGFR	1.6625113	0.0	0.81818455	0.32737988258114004	0.3462493888714596	0.016608875	0.76436305	0.023507113778852142	0.3208742198493848	degenerated	False		-0.14614252254877935
EP_hyaline	NP_mature_chondrocyte	SERPING1	LRP1	1.5842797	0.0	2.4913008	0.5192728891492029	0.7399020669984071	0.022259483	0.8526915	0.013543634859531613	0.013006189234220079	healthy	False		EP_hyaline|NP_mature_chondrocyte|SERPING1|LRP1	EP_hyaline	NP_mature_chondrocyte	SERPING1	LRP1	1.2338384	0.0	1.5150948	0.23292876292272954	0.3884516409246479	0.016008046	0.8152999	0.03690183490208647	0.15912771932734454	degenerated	False		-0.14612153009312445
unassigned	Fibroblast_like	NUCB2	ERAP1	0.33937523	1.0	0.062270448	-0.24249371029707417	-0.4044318098240986	0.0040134555	0.47784746	1.0	0.8538784981517125	healthy	False		unassigned|Fibroblast_like|NUCB2|ERAP1																	-0.14612150184828754
Fibroblast_like	NP_fibrocartilaginous	LAMA4	CD44	1.3395932	0.0	1.782133	0.9336329766656921	1.0516840106579939	0.03244327	0.8303868	0.007423726645978278	0.06628658820848858	healthy	False		Fibroblast_like|NP_fibrocartilaginous|LAMA4|CD44	Fibroblast_like	NP_fibrocartilaginous	LAMA4	CD44	1.1780874	0.0	1.3599247	0.715301314051315	0.583888206510553	0.025171924	0.80702573	0.015267623538825359	0.21239934382552933	degenerated	False		-0.14611275561704073
AF_outer	AF_inner	COL6A1	ITGA10_ITGB1	1.4182738	0.0	1.5081975	0.4086022273933489	0.5074240952361991	0.018369518	0.81830764	0.013543634859531613	0.04782197765593846	healthy	False		AF_outer|AF_inner|COL6A1|ITGA10_ITGB1	AF_outer	AF_inner	COL6A1	ITGA10_ITGB1	1.1956407	0.0	1.1449239	0.2703215748876057	0.3136485631618783	0.015841914	0.7932705	0.033848777958500276	0.19388080429513843	degenerated	False		-0.14605882663919997
AF_outer	AF_inner	COL6A2	ITGA10_ITGB1	1.3513559	0.0	1.4133301	0.30242233097096827	0.33252349727529495	0.016947066	0.813428	0.042567582753877634	0.06195218594341148	healthy	False		AF_outer|AF_inner|COL6A2|ITGA10_ITGB1	AF_outer	AF_inner	COL6A2	ITGA10_ITGB1	1.1819171	0.0	1.1267502	0.2957620911394291	0.35211672596997456	0.015418196	0.7919554	0.022081843652164902	0.2079805145253344	degenerated	False		-0.1460283285819229
Fibroblast_like	Pericyte_SMC	LAMB3	ITGA7_ITGB1	0.77069104	0.0	0.17329682	2.9454400377965007	1.3733409223768704	0.11165918	0.6042227	1.147523963332227e-05	0.8539787262050426	healthy	False		Fibroblast_like|Pericyte_SMC|LAMB3|ITGA7_ITGB1																	-0.14602127379495744
NP_mature_chondrocyte	EP_hyaline	ARPC5	LDLR	0.60260916	1.0	0.35460022	-0.056533073719708477	-0.11823484528100248	0.0053456007	0.6859136	1.0	0.5778156369386306	healthy	False		NP_mature_chondrocyte|EP_hyaline|ARPC5|LDLR	NP_mature_chondrocyte	EP_hyaline	ARPC5	LDLR	0.56227785	1.0	0.20872058	-0.2252143536089639	-0.48256609578939197	0.0034327526	0.6209787	1.0	0.7238005622568018	degenerated	False		-0.1459849253181712
AF_inner	EP_hyaline	APP	LRP10	0.512456	1.0	0.23535427	-0.27184390531039493	-0.31311839541661923	0.0029043432	0.6401775	1.0	0.7327580407349924	healthy	False		AF_inner|EP_hyaline|APP|LRP10	AF_inner	EP_hyaline	APP	LRP10	0.49935853	1.0	0.21856754	-0.32409332383068273	-0.5721677140900524	0.002162153	0.62638843	1.0	0.8787331147104126	degenerated	False		-0.1459750739754202
Pericyte_SMC	Fibrochondrocyte_stressed	COL4A1	CD47	0.81824917	0.0	0.6309102	0.8702470796830072	0.6807665306496288	0.01922244	0.74443907	0.013543634859531613	0.8540402082771447	healthy	False		Pericyte_SMC|Fibrochondrocyte_stressed|COL4A1|CD47																	-0.14595979172285534
NP_stressed	EP_hyaline	COL1A1	DDR2	0.70109737	0.58	0.4528754	-0.010538859353232732	-0.10738446626911158	0.00665987	0.71164703	1.0	0.85404651129138	healthy	False		NP_stressed|EP_hyaline|COL1A1|DDR2	NP_stressed	EP_hyaline	COL1A1	DDR2	0.45584434	1.0	0.16099365	-0.38386599378636993	-0.7975824455838407	0.0023690152	0.5899815	1.0	1.0	degenerated	False		-0.14595348870862002
NP_fibrocartilaginous	NP_mature_chondrocyte	ADAM12	SDC4	0.628894	0.0	0.34102032	0.21456661130589627	0.26141004728277406	0.015857104	0.6816922	0.12227337976801077	0.5419406480686967	healthy	False		NP_fibrocartilaginous|NP_mature_chondrocyte|ADAM12|SDC4	NP_fibrocartilaginous	NP_mature_chondrocyte	ADAM12	SDC4	0.66327566	0.0	0.4184717	0.25994848691106553	0.5113939671854915	0.024519712	0.69878334	0.02478001473427645	0.6878490160537186	degenerated	False		-0.14590836798502194
AF_outer	AF_inner	HBEGF	CD9	0.8182176	1.0	0.15744841	-0.0889504665371212	-0.2327245729927202	0.0033063043	0.5926997	1.0	0.8541448474813474	healthy	False		AF_outer|AF_inner|HBEGF|CD9																	-0.14585515251865255
NP_mature_chondrocyte	Fibrochondrocyte_stressed	MAML2	NOTCH2	0.4820893	0.0	0.21309975	0.20740033951527487	0.07911432303386345	0.0085852975	0.62865907	0.3181108505984608	0.8541772166343518	healthy	False		NP_mature_chondrocyte|Fibrochondrocyte_stressed|MAML2|NOTCH2	NP_mature_chondrocyte	Fibrochondrocyte_stressed	MAML2	NOTCH2	0.41763428	0.14	0.13778298	0.029067396504514453	-0.007006371912379017	0.006097044	0.57102793	0.9003155854856333	1.0	degenerated	False		-0.14582278336564825
AF_outer	NP_notochordal	LAMB2	CD44	0.6345755	1.0	0.39828938	-0.08828117511883123	-0.20820399404749268	0.0050626914	0.698292	1.0	0.6994625875095684	healthy	False		AF_outer|NP_notochordal|LAMB2|CD44	AF_outer	NP_notochordal	LAMB2	CD44	0.5074797	1.0	0.2517827	-0.2984180147550271	-0.2654061980556681	0.0032679725	0.6427889	1.0	0.8452774024407435	degenerated	False		-0.1458148149311751
NP_stressed	NP_mature_chondrocyte	CALR	LRP1	1.439067	0.23	2.0708385	0.10484899708186385	-0.027334836429262932	0.011698832	0.8406996	0.752538374591275	0.03485336427461412	healthy	False		NP_stressed|NP_mature_chondrocyte|CALR|LRP1	NP_stressed	NP_mature_chondrocyte	CALR	LRP1	1.2082248	1.0	1.4475231	-0.0858250054623762	-0.1610506609034852	0.0072642677	0.81184006	1.0	0.18064405467384548	degenerated	False		-0.14579069039923137
NP_mature_chondrocyte	NP_fibrocartilaginous	ADAM15	ITGAV	0.27722386	1.0	0.062306933	-0.05262614628893143	-0.10463442090312622	0.0033605136	0.47792056	1.0	0.8542453996626868	healthy	False		NP_mature_chondrocyte|NP_fibrocartilaginous|ADAM15|ITGAV																	-0.14575460033731324
NP_fibrocartilaginous	NP_mature_chondrocyte	ADAM9	ITGB5	0.57301134	0.0	0.32214782	0.2997966057031439	0.44620843165165436	0.015947824	0.67548376	0.0438104998351764	0.5398271496205959	healthy	False		NP_fibrocartilaginous|NP_mature_chondrocyte|ADAM9|ITGB5	NP_fibrocartilaginous	NP_mature_chondrocyte	ADAM9	ITGB5	0.5487696	0.0	0.30067658	0.11487816208281576	0.16129289611765513	0.010257197	0.6628954	0.176213396846439	0.6855742797183744	degenerated	False		-0.1457471300977785
AF_outer	NP_mature_chondrocyte	COL18A1	ITGB5	0.48208386	0.0	0.20363028	0.2154703110353409	0.24581054168473299	0.007887858	0.62333816	0.4149979375995854	0.8542765894760201	healthy	False		AF_outer|NP_mature_chondrocyte|COL18A1|ITGB5	AF_outer	NP_mature_chondrocyte	COL18A1	ITGB5	0.3549306	1.0	0.07951239	-0.0382506969994263	-0.10619340792081944	0.00518777	0.50279063	1.0	1.0	degenerated	False		-0.14572341052397986
Fibroblast_like	AF_inner	NAMPT	INSR	0.5172986	0.0	0.22950882	0.15538584546182732	0.15209730650989373	0.005515886	0.63727564	1.0	0.7138313138744783	healthy	False		Fibroblast_like|AF_inner|NAMPT|INSR	Fibroblast_like	AF_inner	NAMPT	INSR	0.5043854	0.95	0.2522251	0.06622104740543705	-0.4752997178995375	0.0051919622	0.64299047	1.0	0.8594643956644408	degenerated	False		-0.14563308178996248
Fibroblast_like	NP_mature_chondrocyte	SPON2	ITGB1	1.0848696	0.0	1.1706865	0.1625294605862977	-0.05177164711863036	0.0119322585	0.79871154	0.7091770702402255	0.2967548226112872	healthy	False		Fibroblast_like|NP_mature_chondrocyte|SPON2|ITGB1	Fibroblast_like	NP_mature_chondrocyte	SPON2	ITGB1	1.0151945	0.0	0.99481344	0.14965232685456697	-0.0573940260167225	0.0158201	0.7815094	0.653215860839424	0.4423849371852979	degenerated	False		-0.1456301145740107
NP_mature_chondrocyte	NP_stressed	FBN1	ITGA5	0.482054	0.36	0.2259134	0.0927480043423832	-0.1708098285037627	0.0069664107	0.63544875	1.0	0.8543757378180556	healthy	False		NP_mature_chondrocyte|NP_stressed|FBN1|ITGA5	NP_mature_chondrocyte	NP_stressed	FBN1	ITGA5	0.4477886	1.0	0.1943724	-0.055228594777999976	-0.27188487265867944	0.006076912	0.612562	1.0	1.0	degenerated	False		-0.14562426218194435
AF_inner	NP_mature_chondrocyte	TIMP2	ITGB1	1.3533881	1.0	1.7957774	-0.09715360139571735	-0.27229068842788506	0.005682244	0.83092326	1.0	0.06091667930542609	healthy	False		AF_inner|NP_mature_chondrocyte|TIMP2|ITGB1	AF_inner	NP_mature_chondrocyte	TIMP2	ITGB1	1.1832898	1.0	1.3997281	-0.2806757515279683	-0.5947048206893613	0.004981863	0.80926216	1.0	0.20653825583219543	degenerated	False		-0.14562157652676933
unassigned	EP_hyaline	JAM2	ITGAV_ITGB1	0.25407767	0.0	0.062319092	0.34782633004199615	0.30366846116388463	0.008420432	0.47794494	0.33983722810277944	0.8544288615490447	healthy	False		unassigned|EP_hyaline|JAM2|ITGAV_ITGB1																	-0.14557113845095526
AF_outer	NP_stressed	ICAM1	CAV1	1.0177579	0.07	0.41131473	0.22985841485731337	-0.01869305787940856	0.006917516	0.701671	0.6070232041011314	0.7356971541602134	healthy	False		AF_outer|NP_stressed|ICAM1|CAV1	AF_outer	NP_stressed	ICAM1	CAV1	0.77625704	0.99	0.18217577	-0.09770694015779696	-0.5458529898264781	0.002646289	0.6048446	1.0	0.8812022059985676	degenerated	False		-0.14550505183835416
EP_hyaline	Fibroblast_like	COL10A1	ITGA11_ITGB1	0.8180195	0.0	0.63975996	0.8565150514343354	1.2811476687873147	0.14173204	0.7457619	0.0034510497440186126	0.8545635612495814	healthy	False		EP_hyaline|Fibroblast_like|COL10A1|ITGA11_ITGB1																	-0.14543643875041856
AF_outer	NP_stressed	PLAU	IGF2R	0.29694083	0.35	0.043914407	0.09191743679419023	-0.13866049057352414	0.0033001367	0.434555	1.0	0.5088235587362654	healthy	False		AF_outer|NP_stressed|PLAU|IGF2R	AF_outer	NP_stressed	PLAU	IGF2R	0.23852906	1.0	0.056532387	-0.1634050046420905	-0.6582457041963724	0.0025811146	0.4602374	1.0	0.6542413593557266	degenerated	False		-0.1454178006194612
Fibrochondrocyte_stressed	AF_outer	CD14	RIPK1	0.25543568	0.01	0.062320657	0.17323274222325108	0.18274488502400188	0.013300221	0.47794804	0.24336404242401946	0.8546123129777845	healthy	False		Fibrochondrocyte_stressed|AF_outer|CD14|RIPK1	Fibrochondrocyte_stressed	AF_outer	CD14	RIPK1	0.46097505	0.0	0.106426165	0.4918120912568763	0.5685628667747364	0.012535981	0.5391527	0.060218915078206224	1.0	degenerated	False		-0.1453876870222155
AF_outer	AF_inner	LPL	CD44	0.48197937	1.0	0.17664602	0.036271555105062275	0.05952727452277168	0.0065585766	0.6065092	1.0	0.8546736933935523	healthy	False		AF_outer|AF_inner|LPL|CD44																	-0.14532630660644774
Fibrochondrocyte_chondroid	NP_mature_chondrocyte	GRN	TNFRSF1A	0.5050248	1.0	0.2544207	-0.21733658973795184	-0.2846573640699539	0.0030260275	0.6490994	1.0	0.7600702717583996	healthy	True	pain_receptor:TNFRSF1A	Fibrochondrocyte_chondroid|NP_mature_chondrocyte|GRN|TNFRSF1A	Fibrochondrocyte_chondroid	NP_mature_chondrocyte	GRN	TNFRSF1A	0.49200913	1.0	0.23987822	-0.26301531832255504	-0.3313108400805058	0.0025561103	0.6372093	1.0	0.9053804817521511	degenerated	True	pain_receptor:TNFRSF1A	-0.14531020999375155
NP_mature_chondrocyte	Fibrochondrocyte_stressed	JAM3	ITGB1	0.7215315	0.58	0.20193885	-0.006564250757116556	-0.23782579295520212	0.0050888667	0.6223585	1.0	0.6810506433652277	healthy	False		NP_mature_chondrocyte|Fibrochondrocyte_stressed|JAM3|ITGB1	NP_mature_chondrocyte	Fibrochondrocyte_stressed	JAM3	ITGB1	0.5976007	1.0	0.19090775	-0.165605163159207	-0.24952284666863306	0.0071315793	0.6104256	1.0	0.8262967314333196	degenerated	False		-0.14524608806809192
AF_outer	NP_mature_chondrocyte	SERPINE1	LRP1	1.0403683	0.0	0.9164087	0.1758554270011266	0.018752712953942874	0.014259292	0.7783057	0.46488508922343824	0.36743263978396423	healthy	False		AF_outer|NP_mature_chondrocyte|SERPINE1|LRP1	AF_outer	NP_mature_chondrocyte	SERPINE1	LRP1	0.9776372	1.0	0.8392058	-0.06271973043560028	-0.2244578860470685	0.0071106306	0.7666399	1.0	0.5125789066347477	degenerated	False		-0.14514626685078347
AF_outer	NP_notochordal	HRAS	CAV1	0.4819611	1.0	0.1748287	-0.16438044629005882	-0.6091647694567599	0.002416363	0.6052745	1.0	0.8548722914916553	healthy	False		AF_outer|NP_notochordal|HRAS|CAV1																	-0.14512770850834467
NP_fibrocartilaginous	NP_stressed	HLA-B	CD8B	0.8177197	1.0	0.103429854	-0.03788164977646411	-0.14327719471184033	0.00566531	0.54116535	1.0	0.8548776634597302	healthy	False		NP_fibrocartilaginous|NP_stressed|HLA-B|CD8B																	-0.14512233654026985
Fibrochondrocyte_chondroid	NP_stressed	GAS6	AXL	1.0071353	0.01	0.9436551	0.5310397063398931	0.591036547665552	0.018158086	0.780823	0.1435577672303004	0.43001619957901305	healthy	False		Fibrochondrocyte_chondroid|NP_stressed|GAS6|AXL	Fibrochondrocyte_chondroid	NP_stressed	GAS6	AXL	0.58239645	0.77	0.32105878	0.035838993386490714	0.08334148935757546	0.008179343	0.67018425	1.0	0.5751270432431432	degenerated	False		-0.14511084366413018
NP_fibrocartilaginous	AF_outer	TFPI	SDC4	0.6291045	0.0	0.39566964	0.21109782638521454	0.15054547227151344	0.011622558	0.69759643	0.1732739244640204	0.6917575806794221	healthy	False		NP_fibrocartilaginous|AF_outer|TFPI|SDC4	NP_fibrocartilaginous	AF_outer	TFPI	SDC4	0.50965613	0.0	0.25063848	0.10832131908558859	0.1452066684702243	0.011510875	0.64226586	0.19002808641282237	0.8368407991217037	degenerated	False		-0.14508321844228167
AF_inner	NP_fibrocartilaginous	VCAN	EGFR	0.54221034	1.0	0.22348505	0.015624741599117017	0.0445184571878805	0.009317855	0.6341961	1.0	0.6306174406351859	healthy	False		AF_inner|NP_fibrocartilaginous|VCAN|EGFR	AF_inner	NP_fibrocartilaginous	VCAN	EGFR	0.5251193	1.0	0.20943744	-0.022068615041541034	-0.09361667878805566	0.011978521	0.6213821	1.0	0.7756928499774868	degenerated	False		-0.1450754093423009
Fibroblast_like	NP_stressed	JAG1	CD46	0.49393854	0.45	0.23914233	0.09988851276472549	0.0007440447555773222	0.0047588036	0.6420143	1.0	0.8066385671297089	healthy	False		Fibroblast_like|NP_stressed|JAG1|CD46	Fibroblast_like	NP_stressed	JAG1	CD46	0.27209824	1.0	0.07370376	-0.2502684022257058	-0.6046882491024856	0.002786976	0.49330866	1.0	0.9517100772834381	degenerated	False		-0.1450715101537292
NP_stressed	AF_outer	FGF2	FGFRL1	0.56706345	0.55	0.31254432	-0.06385483559882428	-0.48492634426427184	0.010080995	0.67215794	1.0	0.5562963163971373	healthy	True	pain_ligand:FGF2	NP_stressed|AF_outer|FGF2|FGFRL1	NP_stressed	AF_outer	FGF2	FGFRL1	0.5443062	1.0	0.28151152	-0.08493727739409089	-0.2538586005380804	0.00817462	0.6554975	1.0	0.7013262808157713	degenerated	True	pain_ligand:FGF2	-0.14502996441863403
AF_outer	NP_fibrocartilaginous	LAMC1	ITGA1	0.48305923	0.0	0.17318444	0.4148624635645373	0.45823891191246746	0.010933891	0.60414517	0.1251908783696602	0.8549717182338171	healthy	False		AF_outer|NP_fibrocartilaginous|LAMC1|ITGA1	AF_outer	NP_fibrocartilaginous	LAMC1	ITGA1	0.33885184	0.0	0.09710996	0.15613023182750774	0.18590261733965385	0.01513669	0.52775353	0.11627257616011234	1.0	degenerated	False		-0.14502828176618288
NP_notochordal	Fibrochondrocyte_fibroid	FAM3C	LIFR	0.48195523	0.67	0.18047751	0.33905151960126545	0.13385578119335872	0.009842042	0.6090669	1.0	0.8549717182338171	healthy	False		NP_notochordal|Fibrochondrocyte_fibroid|FAM3C|LIFR																	-0.14502828176618288
Fibrochondrocyte_chondroid	AF_inner	COL3A1	ITGA11_ITGB1	0.2661579	1.0	0.06233767	-0.3650475637017974	-0.6118609593957363	0.0015756205	0.47798207	1.0	0.854979130846155	healthy	False		Fibrochondrocyte_chondroid|AF_inner|COL3A1|ITGA11_ITGB1																	-0.14502086915384504
AF_inner	NP_mature_chondrocyte	APP	LRP1	1.0626498	0.0	0.9809248	0.10780433567408886	0.10184673782040343	0.009431758	0.7841194	0.3555021561107626	0.3308096348169497	healthy	False		AF_inner|NP_mature_chondrocyte|APP|LRP1	AF_inner	NP_mature_chondrocyte	APP	LRP1	0.9969461	0.55	0.8901449	-0.0071489397930539905	-0.07292229984113152	0.0063943653	0.77186966	0.9341530186380025	0.47576764812572053	degenerated	False		-0.14495801330877084
NP_notochordal	NP_fibrocartilaginous	GNAI2	CAV1	1.6634389	0.0	2.6347497	0.5067066149691527	0.9308273891260244	0.011118961	0.85617286	0.11641915055671101	0.0076860591212460465	healthy	False		NP_notochordal|NP_fibrocartilaginous|GNAI2|CAV1	NP_notochordal	NP_fibrocartilaginous	GNAI2	CAV1	1.2422931	0.0	1.3322657	0.07319218459237052	0.3390585108226931	0.007623512	0.80542064	0.4785385810906636	0.15264406214505938	degenerated	False		-0.14495800302381334
AF_outer	unassigned	COL6A2	CD44	1.4770528	0.0	1.9145781	0.22221877667666093	0.30915453344684085	0.009655384	0.83537555	0.20802777069775955	0.027022457315922784	healthy	False		AF_outer|unassigned|COL6A2|CD44	AF_outer	unassigned	COL6A2	CD44	1.2189014	0.67	1.2526232	-0.016002059292286736	0.3632199993510148	0.0060345293	0.800545	1.0	0.17196650377720984	degenerated	False		-0.14494404646128706
