names	scores	logfoldchanges	pvals	pvals_adj	cluster
HLA-B	77.220924	3.530252	0.0	0.0	0
S100A9	77.033775	6.485963	0.0	0.0	0
HLA-E	69.04333	3.5298834	0.0	0.0	0
IFITM2	68.795815	3.9646668	0.0	0.0	0
SELL	65.94067	4.3380237	0.0	0.0	0
LCP1	65.293304	3.8650024	0.0	0.0	0
FTL	62.698967	2.8560102	0.0	0.0	0
HBB	61.942787	3.7931015	0.0	0.0	0
C5AR1	61.77125	4.480598	0.0	0.0	0
TYROBP	60.6801	3.796324	0.0	0.0	0
LAPTM5	60.0105	3.670672	0.0	0.0	0
S100A11	59.670193	2.8431375	0.0	0.0	0
CTSS	58.535107	3.585421	0.0	0.0	0
SMAP2	58.365604	3.477587	0.0	0.0	0
CSF3R	56.16931	3.4772773	0.0	0.0	0
FPR1	54.818924	3.6536734	0.0	0.0	0
FCGR3B	53.71073	3.7757943	0.0	0.0	0
SAT1	53.230045	2.8731482	0.0	0.0	0
MNDA	52.373974	3.2615895	0.0	0.0	0
JUNB	51.582706	2.6294904	0.0	0.0	0
S100A8	51.21415	4.320324	0.0	0.0	0
IL1R2	50.92567	3.6938312	0.0	0.0	0
JOSD1	50.857502	3.4103966	0.0	0.0	0
RGS2	50.156708	3.0348537	0.0	0.0	0
BASP1	50.054447	3.1183228	0.0	0.0	0
SDCBP	49.75879	2.427456	0.0	0.0	0
HCLS1	49.44649	2.9235184	0.0	0.0	0
VNN2	49.22518	3.4288318	0.0	0.0	0
MXD1	48.950832	2.8231988	0.0	0.0	0
HCAR2	48.694344	4.109265	0.0	0.0	0
S100A12	48.463337	3.83489	0.0	0.0	0
VSIR	48.433586	3.4655778	0.0	0.0	0
EVI2B	48.40776	2.8556762	0.0	0.0	0
YPEL5	48.377735	2.291065	0.0	0.0	0
MBOAT7	47.849266	4.4728966	0.0	0.0	0
SAMSN1	47.804073	3.0882869	0.0	0.0	0
RIPOR2	47.605034	3.4639523	0.0	0.0	0
STK17B	47.524124	3.0326214	0.0	0.0	0
CNN2	47.410645	2.922946	0.0	0.0	0
PLEK	47.376095	3.1649542	0.0	0.0	0
BCL2A1	46.995575	3.2560565	0.0	0.0	0
CLEC4E	46.82402	3.0193074	0.0	0.0	0
SLC2A3	46.56278	3.0119038	0.0	0.0	0
FTH1	46.291367	4.142252	0.0	0.0	0
NCF2	45.9472	2.8489578	0.0	0.0	0
ETF1	45.78405	2.3826828	0.0	0.0	0
GNAI2	45.64224	2.941291	0.0	0.0	0
CXCR4	45.240044	3.0179863	0.0	0.0	0
CD55	45.084507	2.2340016	0.0	0.0	0
HBA2	44.826538	3.1556592	0.0	0.0	0
LCN2	52.58788	8.697577	0.0	0.0	1
S100A9	50.67851	7.130322	0.0	0.0	1
PGLYRP1	50.596466	6.4035416	0.0	0.0	1
LTF	50.024445	8.411117	0.0	0.0	1
CAMP	48.70873	7.1666117	0.0	0.0	1
FCN1	48.704685	5.459814	0.0	0.0	1
CYBB	48.071644	5.616948	0.0	0.0	1
CD24	46.98511	5.504795	0.0	0.0	1
CEACAM8	46.72686	5.882452	0.0	0.0	1
PFN1	46.42276	3.250362	0.0	0.0	1
MMP8	46.226135	6.1354322	0.0	0.0	1
LYZ	45.979446	5.7188525	0.0	0.0	1
S100A8	45.680626	5.9693866	0.0	0.0	1
TSPO	45.01823	4.211253	0.0	0.0	1
CRISP3	44.073368	5.651967	0.0	0.0	1
STOM	43.584755	4.17453	0.0	0.0	1
BPI	42.78089	4.7275496	0.0	0.0	1
CFL1	42.74569	2.398804	0.0	0.0	1
CNN2	42.023033	3.8713	0.0	0.0	1
HBB	41.93191	3.8439825	0.0	0.0	1
CDA	41.8927	4.3968368	0.0	0.0	1
CEACAM1	41.880337	5.146477	0.0	0.0	1
ANXA3	41.64655	4.391191	0.0	0.0	1
LTA4H	40.86753	3.8828633	0.0	0.0	1
ARG1	40.728786	4.2328215	0.0	0.0	1
PADI4	39.83989	4.4395013	0.0	0.0	1
EMB	39.734764	3.8697689	0.0	0.0	1
TKT	39.629223	3.5110443	0.0	0.0	1
RETN	39.320496	6.8879724	0.0	0.0	1
ITGAM	39.17604	3.9093614	0.0	0.0	1
ACTB	38.86351	1.6276371	0.0	0.0	1
PGD	38.81598	3.6379037	0.0	0.0	1
RTN3	38.497517	2.9519842	0.0	0.0	1
GNAI2	38.301163	3.3706417	0.0	0.0	1
OAZ1	38.216846	2.3707366	0.0	0.0	1
TCN1	38.192036	5.09427	0.0	0.0	1
APMAP	38.114265	3.305209	0.0	0.0	1
PLBD1	37.802296	3.9181056	0.0	0.0	1
PAG1	37.705578	3.758078	0.0	0.0	1
TYROBP	37.58652	3.519002	3.56910322692446e-309	1.2402633713562493e-306	1
HBA2	37.557117	3.4672964	1.078154191049823e-308	3.6552056720957406e-306	1
RFLNB	37.51445	3.6150756	5.354607239551696e-308	1.7721200149944898e-305	1
LAPTM5	36.975113	3.3569999	2.8770203665823557e-299	9.300135603603429e-297	1
MYL6	36.931763	2.2416718	1.4293472885178482e-298	4.515438025090475e-296	1
FCER1G	36.704796	3.4222107	6.123653670076071e-295	1.8915285780901643e-292	1
TMSB4X	36.64561	2.4613106	5.3752859811744616e-294	1.6242711986592394e-291	1
GCA	36.475758	3.3876948	2.6876459466787996e-291	7.948569927411769e-289	1
GPI	36.39824	3.2734601	4.538842479230887e-290	1.314373134610611e-287	1
GRN	36.393597	3.2127786	5.375029792702844e-290	1.524753349358562e-287	1
