names	scores	logfoldchanges	pvals	pvals_adj	cluster
CLU	56.00659	2.9562583	0.0	0.0	0
RPS27	54.174343	0.9578639	0.0	0.0	0
LDHA	51.286846	1.6436881	0.0	0.0	0
GPX3	49.727154	2.1770678	0.0	0.0	0
SRSF3	49.261776	1.3750315	0.0	0.0	0
SNHG8	48.655926	1.6136371	0.0	0.0	0
RPS10	48.608128	0.8428347	0.0	0.0	0
SRSF7	48.319946	1.5323467	0.0	0.0	0
RPL37A	47.95584	0.8159649	0.0	0.0	0
RPS21	47.46941	0.9381108	0.0	0.0	0
DSTN	45.501545	1.2063941	0.0	0.0	0
RPS25	44.86994	0.7638444	0.0	0.0	0
ADIRF	44.619614	2.0886843	0.0	0.0	0
RPL21	44.581203	0.68372613	0.0	0.0	0
S100A6	44.11564	1.3944104	0.0	0.0	0
RPL30	43.98565	0.73249984	0.0	0.0	0
RPS27A	43.76812	0.7191127	0.0	0.0	0
RPL35A	43.383553	0.74541706	0.0	0.0	0
FAU	43.19957	0.6557202	0.0	0.0	0
PTMA	43.05265	0.84858066	0.0	0.0	0
RPL37	42.171467	0.76287365	0.0	0.0	0
MIF	41.76258	1.0327021	0.0	0.0	0
RPL22	41.171467	0.75862896	0.0	0.0	0
RPL36	41.011715	0.7841607	0.0	0.0	0
RPL41	40.80772	0.65327567	0.0	0.0	0
NDRG1	40.78096	1.4487894	0.0	0.0	0
RPL35	40.4924	0.69696283	0.0	0.0	0
MGP	40.38049	2.7664542	0.0	0.0	0
EIF1	40.358337	0.7531588	0.0	0.0	0
RPL24	40.20297	0.68435776	0.0	0.0	0
TOMM7	40.133816	0.98520863	0.0	0.0	0
EEF1B2	39.420845	0.827344	0.0	0.0	0
RPS29	39.397625	0.6736201	0.0	0.0	0
RPL34	39.209766	0.7351331	0.0	0.0	0
UBC	38.826797	0.90524787	0.0	0.0	0
SPCS2	38.052994	1.0571835	0.0	0.0	0
SNRPF	37.869164	1.1185962	0.0	0.0	0
RBM3	37.80016	1.0621008	0.0	0.0	0
LINC00632	37.598064	1.4624975	2.31214626586897e-309	1.4027371004796894e-306	0
RPL36AL	37.568333	0.7882999	7.0727959764975e-309	4.1955825732583164e-306	0
SLPI	37.559746	1.8061042	9.76830206967573e-309	5.6308286415801085e-306	0
NUPR1	37.55935	1.2856287	9.91417345299562e-309	5.6308286415801085e-306	0
RPS13	37.38205	0.6175775	7.64841005356352e-306	4.253472041038013e-303	0
RPS6	37.342278	0.6540328	3.3837034309414587e-305	1.8433587629704348e-302	0
HNRNPA3	36.68251	0.9904856	1.387990954561665e-294	7.4102061082138165e-292	0
RPS9	36.22983	0.55348766	2.065103032468671e-287	1.080899222523896e-284	0
RPL19	36.138657	0.5692381	5.608136925628347e-286	2.8789155210139056e-283	0
RPL38	35.99395	0.6177432	1.0402151403944662e-283	5.23915150145092e-281	0
SEC61G	35.828793	0.9445313	3.9348591320332534e-281	1.945132030935105e-278	0
HNRNPA1	35.821503	0.8130354	5.110549496378182e-281	2.4803819682967124e-278	0
PRELP	54.270966	3.3154888	0.0	0.0	1
ABI3BP	53.713013	3.1696298	0.0	0.0	1
DDIT3	51.741207	3.389144	0.0	0.0	1
HSPA5	51.650307	2.583688	0.0	0.0	1
FMOD	51.045288	2.9350822	0.0	0.0	1
OGN	50.50071	3.2298803	0.0	0.0	1
RCAN1	49.8668	3.3935614	0.0	0.0	1
