names	scores	logfoldchanges	pvals	pvals_adj	cluster
COL6A1	91.71763	1.9201354	0.0	0.0	0
COL6A3	91.595924	2.1637247	0.0	0.0	0
COL3A1	80.68524	2.412028	0.0	0.0	0
COL1A2	79.07101	1.7053156	0.0	0.0	0
NR2F1	78.200874	2.680847	0.0	0.0	0
NSA2	77.74474	1.5089699	0.0	0.0	0
P4HA1	73.45424	1.656845	0.0	0.0	0
DPYSL2	72.438805	1.6408163	0.0	0.0	0
RPS4X	70.584724	0.81076545	0.0	0.0	0
RPL23	69.84244	1.085055	0.0	0.0	0
COL5A2	67.862236	1.6104194	0.0	0.0	0
ARID5B	67.48022	1.5535139	0.0	0.0	0
PDGFRA	67.38089	1.7659832	0.0	0.0	0
NDUFA4L2	67.019875	2.264156	0.0	0.0	0
RPL39	65.790115	0.83716303	0.0	0.0	0
COL1A1	65.74092	1.9669288	0.0	0.0	0
CAMK2N1	65.31771	1.4692935	0.0	0.0	0
TBCA	65.11493	1.1678282	0.0	0.0	0
IGFBP7	64.56253	1.5665032	0.0	0.0	0
CCDC102B	64.55532	1.9721043	0.0	0.0	0
RPS8	64.34812	0.7472763	0.0	0.0	0
CBX3	64.1415	1.275524	0.0	0.0	0
LAMA4	63.85322	1.6091331	0.0	0.0	0
LUM	63.28818	1.3438424	0.0	0.0	0
AHR	62.734783	1.7787001	0.0	0.0	0
CPQ	62.728012	1.4151628	0.0	0.0	0
XIST	62.395164	2.2737968	0.0	0.0	0
MIF	62.34494	0.91346246	0.0	0.0	0
FBN1	62.15392	1.4584234	0.0	0.0	0
AP2B1	61.351578	1.3313253	0.0	0.0	0
PNRC1	60.935867	1.2989516	0.0	0.0	0
VAMP2	60.781914	1.415868	0.0	0.0	0
TMSB10	60.735245	0.8856633	0.0	0.0	0
COL14A1	60.181435	1.6263412	0.0	0.0	0
RPL12	60.092045	0.7401505	0.0	0.0	0
PCBP2	59.76856	1.1580517	0.0	0.0	0
DCN	59.7062	1.1750971	0.0	0.0	0
RPL5	59.552876	0.75222045	0.0	0.0	0
TGFBI	59.269043	1.8158556	0.0	0.0	0
MRC2	58.392464	1.4001019	0.0	0.0	0
EIF2S2	58.088886	1.1135089	0.0	0.0	0
OSTC	57.965897	1.1897323	0.0	0.0	0
RPS10	57.8074	1.0604417	0.0	0.0	0
IFITM3	57.733723	1.2368497	0.0	0.0	0
H3F3B	57.542763	1.0159978	0.0	0.0	0
PLOD2	56.75848	1.2740479	0.0	0.0	0
PPIB	56.333797	1.104086	0.0	0.0	0
COL6A2	55.957714	1.0468392	0.0	0.0	0
LMAN1	55.47741	1.1718124	0.0	0.0	0
LGALS3	54.85231	1.08453	0.0	0.0	0
BAG1	72.33918	1.8203175	0.0	0.0	1
CTSD	67.40577	1.4293969	0.0	0.0	1
SQSTM1	66.79427	1.1587683	0.0	0.0	1
BRI3	66.64943	1.03292	0.0	0.0	1
FTL	64.96065	0.7635667	0.0	0.0	1
CSTB	64.27923	1.1717983	0.0	0.0	1
SERF2	63.59271	0.7807049	0.0	0.0	1
ITGA3	62.86257	1.4805121	0.0	0.0	1
ATP6V0C	61.35021	1.1264579	0.0	0.0	1
METRN	61.10296	1.2471083	0.0	0.0	1
CD63	60.121094	0.8346411	0.0	0.0	1
ATP6V0B	60.027363	1.177878	0.0	0.0	1
RNASEK	59.718094	0.97065157	0.0	0.0	1
S100A4	58.91877	1.3863525	0.0	0.0	1
S100A6	58.86727	0.74965286	0.0	0.0	1
CUTA	58.63433	1.0879046	0.0	0.0	1
DHCR24	58.08093	1.4049251	0.0	0.0	1
ASAH1	57.553043	1.1552519	0.0	0.0	1
LAMTOR1	57.232998	1.0850272	0.0	0.0	1
C4orf48	57.211166	1.1172365	0.0	0.0	1
NQO2	56.87838	1.2228798	0.0	0.0	1
S100A2	56.25357	1.6433843	0.0	0.0	1
EMP3	55.721527	1.0421472	0.0	0.0	1
HOMER3	55.455708	1.102161	0.0	0.0	1
RPS4Y1	55.379574	1.5465412	0.0	0.0	1
TRAPPC2L	54.963596	1.0649936	0.0	0.0	1
SEMA3A	54.932503	1.574033	0.0	0.0	1
ATP1B3	54.8745	1.1217624	0.0	0.0	1
GNPDA1	54.76923	1.2150658	0.0	0.0	1
DKK3	54.466663	1.1503595	0.0	0.0	1
GLMP	54.104847	1.1877726	0.0	0.0	1
GRN	53.651886	1.1083157	0.0	0.0	1
TECR	53.535904	1.0883017	0.0	0.0	1
AHNAK2	53.496975	1.1850079	0.0	0.0	1
PTN	53.441696	1.4493049	0.0	0.0	1
LARP6	53.39278	1.0800998	0.0	0.0	1
TPP1	53.313923	1.1104273	0.0	0.0	1
MZT2B	53.29304	0.9112554	0.0	0.0	1
NUDT14	53.266357	1.4553463	0.0	0.0	1
MMP24OS	52.84371	1.0178479	0.0	0.0	1
DSEL	52.8134	1.2088047	0.0	0.0	1
TMEM147	52.79763	1.0058626	0.0	0.0	1
ATP6V1E1	52.58963	1.0260621	0.0	0.0	1
TRAPPC5	52.432842	0.97376966	0.0	0.0	1
COX7A2	52.37231	0.9628351	0.0	0.0	1
SLC9A3R1	52.223915	1.2142541	0.0	0.0	1
CTSA	51.869728	1.1017725	0.0	0.0	1
ATOX1	51.740124	0.985468	0.0	0.0	1
PKM	51.655552	0.8803249	0.0	0.0	1
CLTA	50.9689	0.90774995	0.0	0.0	1
HSP90AA1	7.9827943	2.6105363	1.4305696009349607e-15	4.01174633190191e-11	2
COL1A1	7.373018	4.079721	1.6680811815455842e-13	2.096140503428922e-09	2
MT-ATP6	7.3136754	3.268521	2.599324000600694e-13	2.096140503428922e-09	2
MT-ND5	7.2948513	3.5100284	2.9898948092984665e-13	2.096140503428922e-09	2
TAGLN	7.0857377	3.9305036	1.383057663585509e-12	7.757017211985685e-09	2
COL1A2	6.925439	2.2875774	4.34626253578583e-12	1.8403006946502155e-08	2
TM4SF1	6.9067154	2.8412366	4.96002798564551e-12	1.8403006946502155e-08	2
COL6A1	6.898649	2.1937327	5.249939577506588e-12	1.8403006946502155e-08	2
TUBA1C	6.874191	3.2749703	6.234265615246906e-12	1.9425278960929884e-08	2
STMN1	6.8118815	3.7376769	9.633034351498094e-12	2.7013918231906103e-08	2
SERPINE1	6.78661	3.5462751	1.147987647731668e-11	2.7235599733102924e-08	2
TUBA1B	6.7825017	2.7031724	1.1811228267576498e-11	2.7235599733102924e-08	2
MT-CYB	6.772865	2.6610537	1.2625710392266805e-11	2.7235599733102924e-08	2
MT-CO3	6.7410135	2.7818274	1.572854889923556e-11	3.150540691294734e-08	2
MT-ND4	6.6921463	2.5537424	2.1992083742515853e-11	3.728411574177027e-08	2
COL6A2	6.688143	1.9868056	2.2602074229222785e-11	3.728411574177027e-08	2
TUBB4B	6.639097	2.8328464	3.1560990647250614e-11	4.917027004004716e-08	2
PTX3	6.606995	3.4917922	3.9219921386232084e-11	5.499221277170531e-08	2
MT-ND1	6.523362	2.7794156	6.874860504904996e-11	9.180557768526229e-08	2
TUBB	6.4518485	2.144195	1.1049413453803284e-10	1.4084486431136613e-07	2
MYL9	6.3447766	2.5094678	2.2274846009362324e-10	2.715884811480642e-07	2
ACTB	6.179218	1.3475341	6.442002726108129e-10	7.34025619168793e-07	2
GAPDH	6.176743	1.3068141	6.543750839503557e-10	7.34025619168793e-07	2
MT-ND3	6.158219	2.5066602	7.356772098899512e-10	7.934844614209193e-07	2
MT-CO2	6.0617304	2.011745	1.3466496765259408e-09	1.3737977603323482e-06	2
MT-CO1	6.058767	2.3364947	1.3716912345079254e-09	1.3737977603323482e-06	2
MT-ND2	6.0502396	2.4517891	1.4463073600120381e-09	1.3985792171316407e-06	2
SPARC	5.8336735	2.0526054	5.422017052987616e-09	5.068320807231057e-06	2
H2AFZ	5.6551785	2.127048	1.5568420042343328e-08	1.408339365314303e-05	2
FLNA	5.2991104	1.6896857	1.1636811861810229e-07	0.00010197847345023257	2
NUCB2	5.1645927	1.8509572	2.409627692809726e-07	0.00019874467467489158	2
ADM	5.1575384	2.4141421	2.502173270153372e-07	0.00020048127147117428	2
ARL6IP1	5.138229	2.489113	2.77339786868436e-07	0.00021603999008754308	2
RPL37A	5.1211534	0.92785734	3.0367253227161127e-07	0.00022650019341338638	2
HSP90B1	4.8773193	1.4956065	1.075371721721858e-06	0.0006701477598276903	2
TUBB6	4.7947197	2.3789742	1.6290235778972165e-06	0.0009448472331370672	2
PTTG1	4.792039	3.1193337	1.6509472746751879e-06	0.0009448472331370672	2
TXNIP	4.7828345	2.5721467	1.728403573146186e-06	0.00096939242803477	2
CRIM1	4.7173977	2.179772	2.388803559055062e-06	0.001288254196280406	2
RAN	4.6969957	1.418678	2.6401603262540358e-06	0.0013969436986630552	2
BZW1	4.6283755	1.5139911	3.685452832440096e-06	0.0018131781364932912	2
ANXA2	4.547535	1.06615	5.427788430461834e-06	0.0026243357061282967	2
PSMA7	4.5235133	1.2354277	6.082150240977403e-06	0.002842695653462155	2
RPLP0	4.473693	0.7356534	7.68800779352063e-06	0.003534341025470476	2
MTRNR2L12	4.4630995	2.3939164	8.078258022353982e-06	0.0035958506304900432	2
EIF4A1	4.4228954	1.1923238	9.738684911957088e-06	0.004267217827906447	2
MT2A	4.412581	1.5517993	1.021455523321e-05	0.00440687342161397	2
ENO1	4.378077	1.2045463	1.1973093575936102e-05	0.004824857941640281	2
RPS21	4.367686	0.89202297	1.2556988663966372e-05	0.004872018901259396	2
LOX	4.3600698	1.6874094	1.3002107468929977e-05	0.004927271618259504	2
BAG1	72.52895	2.717373	0.0	0.0	3
CD63	62.652515	1.2023215	0.0	0.0	3
PERP	62.22625	1.7914172	0.0	0.0	3
VIM	56.69474	1.076766	0.0	0.0	3
CAMK2N1	54.555817	1.6196289	0.0	0.0	3
TCEAL8	53.717495	1.4430304	0.0	0.0	3
ARL6IP5	52.755173	1.313243	0.0	0.0	3
DKK3	52.670605	1.6198546	0.0	0.0	3
FTH1	52.26724	0.90747	0.0	0.0	3
CCNI	52.232285	1.238925	0.0	0.0	3
MRPS6	52.13905	1.5796815	0.0	0.0	3
SOD3	51.99453	1.9241418	0.0	0.0	3
SFRP1	51.518864	3.052249	0.0	0.0	3
TPT1	51.24428	0.6435102	0.0	0.0	3
PTN	51.038197	1.8426613	0.0	0.0	3
CCDC102B	51.02342	1.9897857	0.0	0.0	3
CXXC5	50.808468	1.4894096	0.0	0.0	3
KDELR1	50.68972	1.2452407	0.0	0.0	3
EEF1A1	50.095535	0.62675595	0.0	0.0	3
AKR1C1	49.228653	1.8802425	0.0	0.0	3
NMT1	48.59651	1.505446	0.0	0.0	3
HOXC8	48.40747	1.653457	0.0	0.0	3
HTRA1	47.249435	1.344404	0.0	0.0	3
RPS4Y1	47.241962	1.7765213	0.0	0.0	3
ATP1B3	46.968098	1.35312	0.0	0.0	3
TSPAN5	46.945923	1.4184364	0.0	0.0	3
PEBP1	46.60879	1.0841916	0.0	0.0	3
FBN1	46.494358	1.4307016	0.0	0.0	3
CD81	46.403316	1.0582272	0.0	0.0	3
SELENOP	46.390602	1.5713314	0.0	0.0	3
SRPX2	46.08085	1.7837822	0.0	0.0	3
COL6A1	45.63575	1.2983088	0.0	0.0	3
CAV1	45.03481	1.3783877	0.0	0.0	3
THY1	44.85635	1.1741105	0.0	0.0	3
DPYSL2	44.79927	1.329955	0.0	0.0	3
SGCB	44.638527	1.2337358	0.0	0.0	3
LEPROT	44.564297	1.1870558	0.0	0.0	3
SNRPN	44.46266	1.2567742	0.0	0.0	3
SUMO2	44.397236	0.98000896	0.0	0.0	3
ARL4C	44.21206	1.6416891	0.0	0.0	3
FAM114A1	44.154232	1.1925527	0.0	0.0	3
NTAN1	44.01077	1.2408528	0.0	0.0	3
TMBIM4	43.99657	1.1656518	0.0	0.0	3
EPHX1	43.925396	1.4750546	0.0	0.0	3
NRP1	43.861767	1.5630648	0.0	0.0	3
TGOLN2	43.668438	1.2133847	0.0	0.0	3
BASP1	43.47995	1.3322502	0.0	0.0	3
GSN	43.317436	1.2181728	0.0	0.0	3
ERGIC1	43.26875	1.2600573	0.0	0.0	3
ARPC1A	43.252644	1.1764516	0.0	0.0	3
GAPDH	7.5372896	2.8364506	4.798398298889219e-14	1.3456148349575036e-09	4
LDHA	7.443992	2.638566	9.768736650974574e-14	1.3697234095163998e-09	4
RDH5	7.347746	5.35906	2.0157693358966515e-13	1.4912586894735014e-09	4
PKM	7.2933373	2.3382633	3.023692609857271e-13	1.4912586894735014e-09	4
ANXA2	7.2930746	2.282956	3.0296015478628254e-13	1.4912586894735014e-09	4
CD151	7.286096	2.5529745	3.1906544010416173e-13	1.4912586894735014e-09	4
S100A10	7.257446	1.9969178	3.9446801933600466e-13	1.5802952380342254e-09	4
GAS6	7.1042523	3.0581322	1.2097573028104489e-12	4.240653005339177e-09	4
IGFBP3	7.0317664	4.4034815	2.0393511008367045e-12	6.354391435640411e-09	4
HSPB1	7.0010915	2.4921527	2.539758452057415e-12	7.122244627104609e-09	4
TUBA1B	6.9723625	3.0544887	3.1166244965395875e-12	7.94540915967815e-09	4
ACTB	6.927077	1.629853	4.29624697987165e-12	1.0023459200539688e-08	4
TPI1	6.911674	2.0145187	4.7896785672168636e-12	1.0023459200539688e-08	4
PFN1	6.905462	2.1105678	5.004044817157781e-12	1.0023459200539688e-08	4
HSPB6	6.8854084	3.5479152	5.762189264896278e-12	1.0772604903699087e-08	4
VKORC1	6.7668223	1.9944447	1.3164157854522089e-11	2.3072654919647682e-08	4
TM4SF1	6.754871	2.7425478	1.4296248077856224e-11	2.358292263807777e-08	4
EEF1A1	6.737496	1.0003188	1.6113944770192962e-11	2.5104630732806733e-08	4
PGK1	6.724718	2.1734648	1.7593256295297158e-11	2.5966720331000958e-08	4
MYL9	6.680199	2.8541472	2.3861789871874668e-11	3.3457808668849064e-08	4
HEBP2	6.6441646	2.1969478	3.0494170298795e-11	4.0721334175671826e-08	4
MIF	6.558954	1.4656576	5.4186674693381294e-11	6.907076901938598e-08	4
PRSS23	6.5493684	2.0673776	5.778093458240572e-11	7.045003254323494e-08	4
PPIA	6.54002	1.5218133	6.151066480660162e-11	7.187264888214706e-08	4
TPT1	6.3881974	0.9303807	1.6785275330893803e-10	1.8264049965896043e-07	4
PGAM1	6.3868527	2.1828825	1.693346999655162e-10	1.8264049965896043e-07	4
ENO1	6.3268366	1.6409788	2.5023834721310547e-10	2.599049618850784e-07	4
IGFBP4	6.3049655	2.5611994	2.8825791143140585e-10	2.887005932239612e-07	4
CYBA	6.2929354	2.9601457	3.115181590143589e-10	3.01238059766885e-07	4
SERPINE1	6.248037	3.0407977	4.156437261813535e-10	3.8852990044345654e-07	4
YIF1B	6.2182937	2.756277	5.025907421133437e-10	4.423012093221201e-07	4
ATP5PO	6.2176323	1.977704	5.047120029350584e-10	4.423012093221201e-07	4
TMEM158	6.1981616	3.1318598	5.712644247113436e-10	4.854535837024305e-07	4
TUBB	6.189542	2.1644213	6.033935193206179e-10	4.976754253620025e-07	4
ACTG1	6.178413	1.2557698	6.474917445035235e-10	5.187888854603516e-07	4
CITED2	6.168122	2.2925036	6.910596256083953e-10	5.383162522482286e-07	4
ANGPTL4	6.0865912	2.625158	1.1533977253289214e-09	8.741819570648363e-07	4
TPM2	6.077168	1.6138107	1.2232372831871719e-09	9.027169245373121e-07	4
RPS5	5.9200907	1.1394923	3.217642394728462e-09	2.255808641884256e-06	4
SH3BGRL3	5.9079967	1.7795464	3.4629335474482645e-09	2.333130071164372e-06	4
TAGLN2	5.906509	1.9282571	3.494328816064744e-09	2.333130071164372e-06	4
RHOC	5.833411	1.8905753	5.430556446715541e-09	3.5416068473312543e-06	4
LY6E	5.7994347	2.1234534	6.653879860216123e-09	4.2407898390918355e-06	4
MDK	5.741451	2.730455	9.386894201702186e-09	5.849703868851876e-06	4
GET1	5.6846046	2.2382185	1.3111577236928682e-08	7.846046213239148e-06	4
FTH1	5.684105	1.0228498	1.3149954427922832e-08	7.846046213239148e-06	4
ISLR	5.647278	2.243353	1.6300820907680894e-08	9.523415014876986e-06	4
CD81	5.6197767	1.3595326	1.9120418599011185e-08	1.0723877975441414e-05	4
TBCB	5.604344	2.0041585	2.0904546255597517e-08	1.1494631189131788e-05	4
PPDPF	5.5862703	1.5648872	2.3199822338126198e-08	1.251139649669371e-05	4
NEAT1	120.67134	4.5312066	0.0	0.0	5
MALAT1	120.044304	4.5394526	0.0	0.0	5
MEG3	103.91128	4.3588934	0.0	0.0	5
DST	80.56129	2.0198452	0.0	0.0	5
SLC4A7	77.40667	2.8326063	0.0	0.0	5
N4BP2L2	75.892296	2.7711916	0.0	0.0	5
VMP1	75.401665	2.8876092	0.0	0.0	5
DDX17	73.4928	2.6162438	0.0	0.0	5
WSB1	72.45686	3.1861124	0.0	0.0	5
FTX	72.432274	3.725283	0.0	0.0	5
PNISR	72.35688	2.7450361	0.0	0.0	5
GLS	63.14492	2.2056534	0.0	0.0	5
MEG8	62.78972	3.813953	0.0	0.0	5
POLR2J3	62.03325	3.4870045	0.0	0.0	5
NEK10	56.612717	3.914864	0.0	0.0	5
NKTR	53.478916	2.9671445	0.0	0.0	5
SNHG14	52.777443	3.4117856	0.0	0.0	5
LUC7L3	49.1997	2.1160865	0.0	0.0	5
NABP1	48.09281	2.924491	0.0	0.0	5
FUS	47.961246	2.2156258	0.0	0.0	5
GABPB1-AS1	47.396973	3.1377919	0.0	0.0	5
KCNQ1OT1	47.37283	3.117352	0.0	0.0	5
MIR99AHG	46.89585	2.671909	0.0	0.0	5
SLC25A37	44.36503	2.2976968	0.0	0.0	5
DDX5	44.351982	0.94476676	0.0	0.0	5
CCNL1	42.163048	2.652998	0.0	0.0	5
CCDC14	40.99586	2.864854	0.0	0.0	5
MACF1	40.517086	1.5192546	0.0	0.0	5
ZNF207	38.56903	2.0972588	0.0	0.0	5
ARID1B	38.520298	2.5006263	0.0	0.0	5
RSRP1	38.15632	2.448863	0.0	0.0	5
