baseMean	log2FC	lfcSE	stat	pvalue	padj	gene	cell_type	comparison	n_ref	n_test	n_genes_tested	design
114.88841287768048	-0.18288355546593552	0.8809225435580241	-0.20760458090591416	0.8355377272513624	0.9999278715796387	A1BG	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
10.160290124969777	0.8293435759311363	0.847043814089475	0.9791035152327209	0.327528834940366	0.9999278715796387	A1BG-AS1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
204.59654221478155	-0.48137719247471666	0.7559669870288619	-0.6367701245349994	0.5242745887796347	0.9999278715796387	A2M	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
74.18846579561094	-0.8752755865486411	0.5380097187300861	-1.6268769058942556	0.10376324371774993	0.9999278715796387	A2M-AS1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
0.5704906087658055	0.993566601883273	1.1449578285306927	0.8677757181312976	0.3855171253454245	0.9999278715796387	A2ML1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
397.06541033702774	-0.40271820030122707	0.49944611835004127	-0.8063296229664125	0.42005281428946506	0.9999278715796387	A4GALT	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
402.88710305030185	-0.02485644786265117	0.3035968075153334	-0.0818732188460044	0.9347475311884721	0.9999278715796387	AAAS	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
410.86876296233254	-0.38028935124533975	0.30671738061798326	-1.2398689323673848	0.21502387667190803	0.9999278715796387	AACS	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
0.18807681933767706	-1.3565360693786053	1.555520782041881	-0.8720783965341338	0.38316561074735944	0.9999278715796387	AADACL2-AS1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
102.76104243401784	0.1775940132391768	0.2759047301257699	0.6436787551928573	0.5197837690315403	0.9999278715796387	AADAT	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
475.43002964991945	0.07778644987717884	0.2333863272046357	0.3332948026941391	0.7389117621842449	0.9999278715796387	AAGAB	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
2326.66140048045	0.2346188223097943	0.21019084478680045	1.116218085272798	0.26432879494640493	0.9999278715796387	AAK1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
4157.459776874701	-0.07942342700517153	0.26042147131559434	-0.30498033285789045	0.7603811313085308	0.9999278715796387	AAMDC	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
1141.1460409596762	-0.1209311401194189	0.24896065699659173	-0.4857439789013509	0.6271486980800056	0.9999278715796387	AAMP	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
264.2782293653631	-0.25658704750349093	0.26120640198014444	-0.982315309113271	0.32594453476876706	0.9999278715796387	AAR2	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
172.5006928646523	-0.19467053697042774	0.7027009030985072	-0.2770318582373276	0.7817556437827757	0.9999278715796387	AARD	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
1114.9715995624135	0.054288982036632925	0.2598012128986618	0.20896354343737772	0.8344766984416839	0.9999278715796387	AARS	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
124.8031767932163	-0.012700817343044452	0.45864585638530714	-0.02769199190665865	0.9779078107885646	0.9999278715796387	AARS2	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
981.6953436893152	-0.09315727719282381	0.28177130516493587	-0.33061307338692225	0.7409367699237888	0.9999278715796387	AARSD1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
634.0736110365835	-0.1241414566935113	0.27573652128384835	-0.4502176792377741	0.6525534897955422	0.9999278715796387	AASDH	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
1555.7898983954192	0.144776046417764	0.356234276841315	0.4064068390652219	0.6844436954356911	0.9999278715796387	AASDHPPT	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
251.95729846028252	0.21561291889285822	0.4731230808151682	0.4557226811284869	0.6485894099248	0.9999278715796387	AASS	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
0.8207303169168301	-0.4248786794467516	1.0113855183063858	-0.42009567247732754	0.6744155639312556	0.9999278715796387	AATBC	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
950.4065207105904	-0.12451869411492412	0.26019922758478614	-0.4785513595514022	0.632257828489072	0.9999278715796387	AATF	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
11.752122477387518	0.17730089288130552	0.5474299239095745	0.32387870143282926	0.7460298693971532	0.9999278715796387	AATK	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
5.41417712835397	0.41694100261108435	0.5753736405525338	0.724643906541659	0.46867051565925866	0.9999278715796387	ABALON	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
66.34716957156877	0.552209301896442	0.44841575347506507	1.2314672212495064	0.21814816895641143	0.9999278715796387	ABAT	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
376.71023217171023	-0.19491882524995013	0.6674706937155535	-0.29202604261905757	0.7702667122755563	0.9999278715796387	ABCA1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
22.473696019129292	-0.3364133553354825	0.562173671384065	-0.5984153518026497	0.5495628248077269	0.9999278715796387	ABCA10	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
15.813324161254902	-0.010626857390549917	0.6666045648088519	-0.01594177110622871	0.9872808457058873	0.9999278715796387	ABCA13	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
173.45846570248392	-0.23245008370160142	0.28051773756027665	-0.8286466507368482	0.4073043820706188	0.9999278715796387	ABCA2	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
39.30057242215797	-0.14603324458273312	0.4164770706032184	-0.350639338610457	0.7258589400767982	0.9999278715796387	ABCA3	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
79.37328432376282	-0.5684802698349681	0.7262070900883928	-0.7828073804206093	0.43374023289633623	0.9999278715796387	ABCA4	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
553.13824628137	-0.19268971780662433	0.35248361075926543	-0.546662914033257	0.5846103373497054	0.9999278715796387	ABCA5	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
51.30468619414512	1.3705661953098154	0.5998155479496579	2.2849794407544204	0.022314033303491854	0.9999278715796387	ABCA6	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
39.27764880207249	-0.25111616058317077	0.607716240650556	-0.41321285130434016	0.6794506733183351	0.9999278715796387	ABCA7	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
9.985787882338823	1.148318110698469	0.6782254859255898	1.6931214390024476	0.09043235424908352	0.9999278715796387	ABCA9	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
10.087296222713764	-0.34003564812318693	0.6844900020624793	-0.49677226416544346	0.6193496561877703	0.9999278715796387	ABCB1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
173.17287907025127	-0.008237941748568392	0.3036649475071257	-0.02712839205247778	0.9783573295071244	0.9999278715796387	ABCB10	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
63.516221223791995	-0.421381129378188	0.35047258535036196	-1.2023226551570072	0.22923854269851918	0.9999278715796387	ABCB4	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
11.088110381569882	1.6375999328953255	0.7260476851738524	2.2554991446645842	0.024102015907822846	0.9999278715796387	ABCB5	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
421.3746381442988	0.2320220226162672	0.4099355615353977	0.5659963281722565	0.5713962765962461	0.9999278715796387	ABCB6	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
422.3319453151034	-0.22617455954371113	0.2707897481130306	-0.8352404812951169	0.4035823212867119	0.9999278715796387	ABCB7	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
371.90154507413934	-0.0745494699175056	0.3402821205128141	-0.21908136050509386	0.8265866702482549	0.9999278715796387	ABCB8	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
105.12349261448017	-0.4416958904987668	0.5511146574391992	-0.8014591601521616	0.4228658779712059	0.9999278715796387	ABCB9	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
1139.40669179961	0.3788724584267698	0.5570625906747637	0.680125473814075	0.4964250160573229	0.9999278715796387	ABCC1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
134.48529118729098	-0.008979885177695662	0.30845275675707884	-0.029112676028918576	0.9767747260745818	0.9999278715796387	ABCC10	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
2.5294634455751446	-0.2551856459251938	0.7222033580413896	-0.3533432004764634	0.7238311622530167	0.9999278715796387	ABCC11	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
4.706999857404554	0.31245165468431996	0.6667441631572071	0.4686230070688285	0.6393391291671169	0.9999278715796387	ABCC2	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
839.1243047048397	0.030377712277698785	0.3695152282321747	0.08220963564351882	0.9344800112486927	0.9999278715796387	ABCC3	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
303.01640442398264	0.16674115411173404	0.3519284865289569	0.47379271782255816	0.6356477280367129	0.9999278715796387	ABCC4	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
235.2166362520988	0.2736173828010144	0.3251560068121918	0.8414957038116604	0.40007029081886825	0.9999278715796387	ABCC5	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
65.70922459358923	-0.3929154932172442	0.500566007625413	-0.7849424196444307	0.4324873293897977	0.9999278715796387	ABCC6	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
3.155943168263914	0.3713809864903568	0.9239744781225321	0.401938576534044	0.6877292314210366	0.9999278715796387	ABCC9	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
140.1992392724597	-0.20341740468906747	0.27762706777958795	-0.7327001877589377	0.4637413094370766	0.9999278715796387	ABCD1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
10.861349742168116	0.3730770777222968	0.5228481567066493	0.71354765802802	0.4755069334342036	0.9999278715796387	ABCD2	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
958.7529981144257	-0.08420353583707695	0.3031294857918282	-0.2777807497582174	0.7811806693137358	0.9999278715796387	ABCD3	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
506.4040085319166	0.03928331949938066	0.2879193684090123	0.1364386137565278	0.8914745497127259	0.9999278715796387	ABCD4	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
2054.8369652284723	0.18289756149671868	0.18231337529859348	1.003204296981329	0.31576230017341833	0.9999278715796387	ABCE1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
3183.399332883404	0.186453390573061	0.2841052405138221	0.656282827574206	0.5116421645073626	0.9999278715796387	ABCF1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
855.9876024179531	0.14704893999862856	0.3108556715763192	0.47304570398525303	0.6361805724443848	0.9999278715796387	ABCF2	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
410.4749052933432	-0.09684657844023556	0.2547418676540113	-0.380175348999843	0.7038152565657263	0.9999278715796387	ABCF3	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
1.7041963682720764	-0.23132113287374156	0.7291294390827783	-0.3172566083255892	0.7510488994405633	0.9999278715796387	ABCG1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
28.021213531139416	0.27595905636351764	0.533265952590804	0.517488609619283	0.604815118183208	0.9999278715796387	ABCG2	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
9.290418042088973	-0.23122929832995961	0.4860650712430698	-0.47571675483410175	0.6342761827003816	0.9999278715796387	ABHD1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
527.8075548210937	0.11770902992747154	0.23835070396240884	0.49384804815191924	0.6214134969989291	0.9999278715796387	ABHD10	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
472.2651227190055	-0.014288920791086663	0.3808278194471788	-0.03752068536334581	0.9700698472232004	0.9999278715796387	ABHD11	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
2419.9644470124786	0.09833891448148391	0.32092649953420443	0.3064219209825735	0.7592834200374118	0.9999278715796387	ABHD12	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
0.556666098538612	1.2009065411814455	1.1053958378316568	1.0864040736186795	0.2773002600980191	0.9999278715796387	ABHD12B	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
516.0413221626657	-0.08185300626395739	0.2339402144452559	-0.34988856643589905	0.7264223280179463	0.9999278715796387	ABHD13	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
2083.460808610019	0.07940699439875659	0.35540070724997974	0.22342947771036298	0.823201264238561	0.9999278715796387	ABHD14A	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
1455.5584487015974	-0.24336914967239703	0.3657060118208025	-0.6654775743518511	0.5057450824513159	0.9999278715796387	ABHD14B	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
133.0918692742676	-0.11667221747853498	0.21954040631695407	-0.5314384692815655	0.5951149694818489	0.9999278715796387	ABHD15	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
706.1590363064367	0.47255264044168765	0.5467562679117424	0.8642839015756236	0.387431951444126	0.9999278715796387	ABHD16A	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
1774.1888562995534	0.38169149752332476	0.4011484774233921	0.9514968122899505	0.34135223595381503	0.9999278715796387	ABHD17A	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
145.72797793620754	-0.10159133577427999	0.4089269447337897	-0.24843394910163147	0.8037986691506748	0.9999278715796387	ABHD17B	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
160.33724921907603	-0.05740745774766503	0.3255230839982867	-0.17635449087834024	0.8600154552611308	0.9999278715796387	ABHD17C	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
125.13198214700355	0.12939330383494402	0.2714167250889418	0.4767329787526635	0.6335522759774549	0.9999278715796387	ABHD18	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
1484.2009632919853	0.34919447038905255	0.37425667605203344	0.9330347131616793	0.3508020456730844	0.9999278715796387	ABHD2	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
252.89858061071385	0.3418712269147131	0.5195732361349171	0.65798467499573	0.5105479786529172	0.9999278715796387	ABHD3	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
482.4323171150943	0.11031691604070738	0.3811287219523689	0.28944792057549024	0.7722386282409747	0.9999278715796387	ABHD4	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
1648.8648290267413	0.5612458339941583	0.41593094758530136	1.3493726236349723	0.17721730952502046	0.9999278715796387	ABHD5	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
155.6799456819549	0.1079060648154106	0.3264192206957712	0.33057509476741587	0.7409654609896394	0.9999278715796387	ABHD6	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
257.2400550494922	-0.3515095524355024	0.33411774856415893	-1.0520529183082405	0.2927752714462817	0.9999278715796387	ABHD8	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
1399.633987128749	-0.14565525224427453	0.24441637892398954	-0.5959308164432446	0.55122144541861	0.9999278715796387	ABI1	AF_outer	healthy_vs_degenerated_mild	4	4	15508	group
