baseMean	log2FC	lfcSE	stat	pvalue	padj	gene	cell_type	comparison	n_ref	n_test	n_genes_tested	design
319.66009682516574	0.6377081112833163	0.6721491666712277	0.948759803484577	0.3427427901409841	0.78967879266946	A2M	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
54.79153604372005	0.506426740446075	0.4111737240597718	1.2316612439282633	0.21807565286616204	0.7216370455858002	A4GALT	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
52.83565979814788	-0.18279431077317168	0.1972796177883893	-0.9265747410827044	0.35414737449801514	0.7972451405100753	AAAS	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
56.68059208174352	-0.0978881339109154	0.24314634735775484	-0.402589366341116	0.6872503336302317	0.9277078096608558	AACS	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
22.14524079908006	-0.005880032457644224	0.19978514302835715	-0.029431780404259703	0.9765202266802534	0.9970246107393753	AADAT	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
60.73780590587536	-0.058493223986313875	0.15975489200598006	-0.366143554365298	0.7142579589471996	0.9355133649359508	AAGAB	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
180.07096260811477	0.002419623566106907	0.20370947859397612	0.011877815322131297	0.9905230973764417	0.9976999774143958	AAK1	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
282.5859390911708	-0.146277289635057	0.20274673214235003	-0.7214779152758656	0.4706155236984523	0.8563474168139161	AAMDC	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
141.35447055808197	-0.16394786138746364	0.14479928679307336	-1.1322421886079779	0.2575326276709655	0.7471876461389374	AAMP	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
41.90138878670322	0.17931812985009982	0.1639952927408032	1.0934346154283499	0.27420302218186	0.7568055916716439	AAR2	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
10.949255631479803	0.032582089330214344	0.24199287191552643	0.13464069859705588	0.892895961742673	0.9816855954331773	AARS2	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
42.45263335007149	-0.1346596851747126	0.16773645691518935	-0.8028051125629716	0.42208738668985424	0.8328666584940349	AARSD1	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
61.54339085878756	-0.08765926737683162	0.20604514182391107	-0.42543719595071267	0.67051799561904	0.9231006208522411	AASDH	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
120.44044536138756	-0.06496273202736413	0.16547414174242472	-0.3925853994062978	0.6946257250955621	0.9288217388915072	AASDHPPT	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
53.179854583627375	-0.03296795427950395	0.2837608504507663	-0.1161821802659984	0.9075081591926505	0.9858923167950485	AASS	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
97.76606829650734	-0.3653131903050004	0.1681208302247687	-2.1729204514193508	0.029786304931567736	0.42643228139704525	AATF	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
8.7234433390855	0.3116071481308173	0.40809745834348665	0.7635606195531471	0.44512912462558796	0.8442312069575615	ABAT	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
68.6334377202376	0.33560044188483834	0.5187709420591252	0.6469144947725105	0.5176872842143767	0.8713461481672529	ABCA1	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
25.881821379171946	0.1273066864993454	0.2731017737836857	0.4661510789021112	0.6411073636912208	0.9157156770691903	ABCA2	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
50.185132736212665	-0.06224153269524745	0.27522662459224556	-0.22614648124054015	0.8210874940606993	0.9694785858947502	ABCA5	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
4.260498301466301	-0.9712482119130498	0.501971993095583	-1.9348653416369175	0.05300682221933469		ABCA7	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
27.128289974930375	0.34071719591725336	0.2636795968625161	1.292163671256313	0.19630046972732074	0.7014036939292585	ABCB10	NP_fibrocartilaginous	healthy_vs_degenerated_all	9	24	11033	group+study
